Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
8e557a04-3400-4196-aad4-75b5fb031d8d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C1
ab3cabbd-afd0-49b3-b31f-2500e7cec5d3,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C2
7bd5b8ff-2cf4-4adc-bbda-8fe91c321d4f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C3
d1617be9-736e-41f1-a2a5-5ba88acc4a7f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C4
d94e7aee-07dd-4773-a863-0772d2b7de6a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C5
287aed10-8fc2-4595-8139-2f4d7af81ec6,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C6
6083606d-feb1-4e32-9b9a-b4ab8557c671,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C9
ba287a17-8ddc-43ec-ae06-7c3993c6b8ee,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C10
43ca5023-0153-41a1-93d4-45ffa82dc599,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C11
7e05deda-c1c7-4824-a91e-80f49fd87d8c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C12
73765971-9f82-431d-b616-9da60b0c3d76,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C13
ad255c49-f614-4b0a-b8a4-bda8785da217,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C14
dc15bd78-5ce9-469f-8993-e0f64db24956,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,West,Columns,C7
9e78d573-285b-4148-9930-23d00d78c853,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,West,Columns,C8
7c553421-4f27-4f5f-9de0-831d3eab83ce,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C1
f91af5b7-c3c9-4c2e-bd43-fab695896413,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C2
ff215ba2-6740-4dcb-8790-a932128de922,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C3
edd7653b-8806-4150-83d8-476b8fc26371,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C4
1a3b48e2-a820-49d3-8d0f-0b1f844f0a6c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C5
b109e638-4237-4283-a60c-723b53a86d95,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C6
e9ed3ffc-46b2-4dd4-9355-6254534c78e5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C9
99c308a9-f51a-4442-a0a9-4ad474f8dc9a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C10
5bb30f75-d8c5-4562-ac8c-8cdc1bb65202,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C11
18a38513-72fc-4888-892a-b7484aa4b2a3,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C12
95282cac-161c-4649-8ec1-d6fade7f6f39,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C13
6bf590a6-0dce-4e5d-aba5-e45b9ccf2227,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C14
8b0ce496-ee69-441c-9507-c3a86b58ae8b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,West,Columns,C7
1db51bf9-b8b8-46e7-90e2-7cdb6840b1e2,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,West,Columns,C8
4013996a-433a-4390-81eb-d7f1535e20cf,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C1
efda9eef-30d8-4dbf-a9eb-d6cc8cc07b9c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C2
3cdc6d2e-15be-4296-9388-647e11dcaeaa,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C3
a9133ce4-ced6-469e-81d1-502efab6ea94,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C4
7e9d0091-dae8-412c-81f8-debb597e2269,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C5
4354a39d-c06d-409d-811a-28838bdb7335,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C6
8fec740c-90ad-4420-8571-a098d6d777bb,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C9
65f3e94f-181c-4c0a-b2ab-80f914cb9f8e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C10
