"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Core Walls - Overall Progress"
,"Scope",,
,"Rows"
,,"Core Walls","grouping","core walls"
,,"Level 05-06",,"level 05-06","core walls"
,,"Level 06-07",,"level 06-07","core walls"
,,"Level 07-08",,"core walls","level 07-08"
,,"Level 08-09",,"core walls","level 08-09"
,,"Level 09-10",,"level 09-10","core walls"
,,"Level 10-11",,"level 10-11","core walls"
,,"Level 11-12",,"level 11-12","core walls"
,,"Level 12-13",,"level 12-13","core walls"
,,"Level 13-14",,"core walls","level 13-14"
,,"Level 14-15",,"core walls","level 14-15"
,,"Level 15-16",,"level 15-16","core walls"
,,"Level 16-17",,"level 16-17","core walls"
,,"Level 17-18",,"level 17-18","core walls"
,,"Level 18-19",,"level 18-19","core walls"
,,"Level 19-20",,"core walls","level 19-20"
,,"Level 20-21",,"level 20-21","core walls"
,,"Level 21-22",,"level 21-22","core walls"
,,"Level 22-23",,"level 22-23","core walls"
,,"Level 23-24",,"level 23-24","core walls"
,,"Level 24-25",,"level 24-25","core walls"
,,"Level 25-26",,"level 25-26","core walls"
,,"Level 26-27",,"level 26-27","core walls"
,,"Level 27-28",,"core walls","level 27-28"
,"Columns"
,,"Form 700 - Formwork",,"form 700 - afs tower 1","formwork itp"
,,"Saccardo - Concrete Placement",,"concrete placement","saccardo - afs tower 1"
,,"Built - Sign-off",,"built sign-off","built - afs tower 1"
,,"Built - Concrete Placement",,"built concrete placement","built - afs tower 1"

"Slabs & Columns - Overall Progress"
,"Scope",,
,"Rows"
,,"Level 4","grouping","slabs & columns","level 4"
,,"East",,"slabs & columns","level 4","east"
,,"South",,"slabs & columns","level 4","south"
,,"West",,"slabs & columns","level 4","west"
,,"North",,"slabs & columns","level 4","north"
,,"Level 5","grouping","slabs & columns","level 5"
,,"East",,"slabs & columns","level 5","east"
,,"South",,"slabs & columns","level 5","south"
,,"West",,"slabs & columns","west","level 5"
,,"North",,"slabs & columns","level 5","north"
,,"Level 6","grouping","slabs & columns","level 6"
,,"East",,"slabs & columns","level 6","east"
,,"South",,"slabs & columns","south","level 6"
,,"West",,"slabs & columns","west","level 6"
,,"North",,"slabs & columns","level 6","north"
,,"Level 7","grouping","slabs & columns","level 7"
,,"East",,"slabs & columns","east","level 7"
,,"South",,"slabs & columns","south","level 7"
,,"West",,"slabs & columns","west","level 7"
,,"North",,"slabs & columns","level 7","north"
,,"Level 8","grouping","slabs & columns","level 8"
,,"East",,"slabs & columns","level 8","east"
,,"South",,"slabs & columns","level 8","south"
,,"West",,"slabs & columns","level 8","west"
,,"North",,"slabs & columns","level 8","north"
,,"Level 9","grouping","slabs & columns","level 9"
,,"East",,"slabs & columns","level 9","east"
,,"South",,"slabs & columns","level 9","south"
,,"West",,"slabs & columns","west","level 9"
,,"North",,"slabs & columns","level 9","north"
,,"Level 10","grouping","slabs & columns","level 10"
,,"East",,"slabs & columns","level 10","east"
,,"South",,"slabs & columns","south","level 10"
,,"West",,"slabs & columns","west","level 10"
,,"North",,"slabs & columns","level 10","north"
,,"Level 11","grouping","slabs & columns","level 11"
,,"East",,"slabs & columns","level 11","east"
,,"South",,"slabs & columns","level 11","south"
,,"West",,"slabs & columns","west","level 11"
,,"North",,"slabs & columns","level 11","north"
,,"Level 12","grouping","slabs & columns","level 12"
,,"East",,"slabs & columns","level 12","east"
,,"South",,"slabs & columns","level 12","south"
