Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 5,Tier 6
e4e2748e-6c0e-49da-9985-e8a409848bdb,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C1,Built Column ITP
5bd49606-4160-45cf-ade8-dfaca9b19135,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C2,Built Column ITP
761ea3b7-39d4-45a5-9f05-8048becd5684,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C3,Built Column ITP
076ae293-90ed-49c0-a19b-c23c4cd15e5b,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C4,Built Column ITP
2eba5dd0-1758-4b97-973f-559c4cff853e,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C5,Built Column ITP
8a5f1b79-fd94-4abf-8fe7-1c29a44b82c2,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C6,Built Column ITP
e797f7b7-93b9-41ef-b47b-1b7748eb60dd,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C9,Built Column ITP
b79563ee-be64-4bee-8385-0780b0e0bb09,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C10,Built Column ITP
b13c83af-da81-4b77-acd5-f9c2ed40246d,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C11,Built Column ITP
bb6864e6-6a4a-4a59-bbbb-0833ebae3327,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C12,Built Column ITP
d08903db-9a71-4e72-b964-794828d54c1b,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C13,Built Column ITP
69e147cb-09e3-430b-a959-e3676f2fb741,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C14,Built Column ITP
dfc33402-752a-450f-aa32-756224afc18e,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,West,Columns,C7,Built Column ITP
63f69898-f33d-4873-9f5c-efe2b3b62131,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,West,Columns,C8,Built Column ITP
bc0c62ef-c0d6-4e49-89e4-2c24e398a9b4,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C1,Built Column ITP
8dc0784d-8280-49af-a442-f53ad135099f,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C2,Built Column ITP
2fe975e4-7613-4181-9d1e-cd4234284313,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C3,Built Column ITP
523dd955-9952-4ba0-a711-01fe93d6180b,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C4,Built Column ITP
66fce588-a13a-468a-a3f5-06188107d3bd,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C5,Built Column ITP
2573373c-52ca-455b-8529-4aa11e0fa22b,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C6,Built Column ITP
7c8eadf2-7529-4567-87a3-892bc48b3855,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C9,Built Column ITP
f2e8165d-4233-498f-a13c-f17425f2c2a4,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C10,Built Column ITP
d58605f2-7505-458d-8021-b8dd549fce09,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C11,Built Column ITP
2572499f-fdfa-4752-8d4e-c146c4c71963,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C12,Built Column ITP
6e08fd26-6eda-4253-b94a-3e1579c269c2,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C13,Built Column ITP
6445ede9-72a9-4e03-a8ae-3b98cc45424c,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C14,Built Column ITP
8a35e0e0-a937-41b9-ae5c-4c8d994cb596,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,West,Columns,C7,Built Column ITP
d4472947-a682-4929-994d-0ecf73a5ed97,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,West,Columns,C8,Built Column ITP
ff42069e-4d1f-4ad8-9c5a-451ab41f2b9f,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C1,Built Column ITP
48b1b789-887a-421b-b4c0-4b1f76a451bc,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C2,Built Column ITP
ef951fe7-2b2d-47b0-9f89-bdabe899b53d,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C3,Built Column ITP
26299089-2d7f-4342-9723-930f64af1f5d,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C4,Built Column ITP
e0d2b01c-c320-46aa-91da-b66404b2dc90,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C5,Built Column ITP
0f30c972-6964-4e9f-b0de-820fff539eeb,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C6,Built Column ITP
9b54ec7e-74ea-4317-adb9-7f96b78c93e4,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C9,Built Column ITP
11482b5a-c894-4293-a257-cb64ff4e2cf2,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C10,Built Column ITP
242f622f-ea43-438c-a428-7a15841b4377,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C11,Built Column ITP
1acd16c3-d18a-41b8-9c7b-81a5f1a9c48c,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C12,Built Column ITP
6cc590da-dcc8-4a25-b275-f34f21f870de,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C13,Built Column ITP
4a939278-e65a-4325-8d66-a5644c8c616a,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C14,Built Column ITP
a3470f5b-1578-455a-99b9-98b24a881dfd,,checklist-flat,not-started,Built Column ITP,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,West,Columns,C7,Built Column ITP
