Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7
5e581547-280f-475b-932e-114fd6c9007c,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C13,Built Sign-off
8cc7e68c-c333-4059-910a-08a20f56fd4c,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C14,Built Sign-off
7eee5d69-fcb0-4f33-a00f-93e1cd011456,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,West,Columns,C7,Built Sign-off
f3ce2f56-8fd0-47fc-96a3-56ee360e1591,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,West,Columns,C8,Built Sign-off
997d4326-c03e-4cec-8429-e0206a6822c4,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C1,Built Sign-off
4aa96c05-b7b4-4f2b-8a4f-f8fa8dd414de,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C2,Built Sign-off
d1dfa7f2-64b1-469e-88af-bc62786b3934,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C3,Built Sign-off
b937451e-7ea9-4507-9978-b470d57f3142,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C4,Built Sign-off
d163ddb2-0f35-4a6e-93b5-6504a106c779,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C5,Built Sign-off
9fa10db4-3991-4980-8e30-c438c567d6f8,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C6,Built Sign-off
d2d121ad-72e5-471d-947e-f87fcfd5a3ec,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C9,Built Sign-off
7361db4d-14a8-4960-8cfa-d107a5e0d308,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C10,Built Sign-off
287b7995-ea5f-424d-9171-381accbdef05,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C11,Built Sign-off
397a722d-217e-4023-97fa-4f849bf7f16f,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C12,Built Sign-off
7c41df65-c325-4472-bf4f-d8697093e528,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C13,Built Sign-off
22ee7204-39c4-440f-861e-6c68ca877971,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C14,Built Sign-off
ceeab02e-9ebb-41ab-b1ab-ee3e64a46d26,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,West,Columns,C7,Built Sign-off
30bcb31e-6735-45f7-ab60-f089c217e0a3,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,West,Columns,C8,Built Sign-off
58ed0088-4567-4639-9e6f-b11eb41be330,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C1,Built Sign-off
8616df31-9c4f-49d5-a5ef-5f523518014b,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C2,Built Sign-off
b64c4b60-ceeb-419a-ac82-f09741147c20,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C3,Built Sign-off
10f1e281-8df0-43e0-afe3-869105a902da,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C4,Built Sign-off
a6a0f1dd-d7fb-43fb-b67a-8539419ecdd2,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C5,Built Sign-off
9f6ef91d-be3c-464c-8a14-c4c13ca0a455,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C6,Built Sign-off
24a6690b-c60e-43db-8768-eedc2a199708,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C9,Built Sign-off
4bdfdc16-60d9-4964-a1f4-6a440c83222b,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C10,Built Sign-off
06bf61af-1eaf-48d1-92dd-8e38c3d50932,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C11,Built Sign-off
f03f0eba-4055-4158-87c9-42b6ed9d6bcf,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C12,Built Sign-off
6269c8aa-5439-4e67-929e-591aa93a7b93,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C13,Built Sign-off
70158508-976f-4552-aa11-cbda0935ccb9,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,South,Columns,C14,Built Sign-off
c8065bd6-73c4-4006-b4e1-eb22be71065e,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,West,Columns,C7,Built Sign-off
67d95866-88c9-4379-b86f-40d5d2ea8a08,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,West,Columns,C8,Built Sign-off
e4d3cb50-6921-4a5f-895a-37b5a6ac80c4,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,North,Columns,C1,Built Sign-off
1940a584-1924-4232-8be3-b2aa48c973ff,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,North,Columns,C2,Built Sign-off
dfc2d138-87e6-4eb9-b981-538059d620e9,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,North,Columns,C3,Built Sign-off
eda466cc-bab8-43c0-8669-e53fdbc9e2e0,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,North,Columns,C4,Built Sign-off
2d61bea3-2ea9-42de-81d6-081643441dbe,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,North,Columns,C5,Built Sign-off
19ee317c-4778-45d4-8e7c-98660c08ee6c,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 7,North,Columns,C6,Built Sign-off
7c5ec774-e7ca-44d2-9d1c-724d36a27133,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,South,Columns,C9,Built Sign-off
736c3fa3-9f51-4311-a868-3789b88d1163,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,South,Columns,C10,Built Sign-off
6ebde756-03f7-4c88-8f95-eb7e32a05e8e,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,South,Columns,C11,Built Sign-off
dd638a0e-a3d4-4993-856d-4f48215518aa,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,South,Columns,C12,Built Sign-off
0a6011c8-1cd9-4239-8f39-f42a55da6883,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,South,Columns,C13,Built Sign-off
25830a01-c476-4fb0-a332-433f4944d7a5,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,South,Columns,C14,Built Sign-off
713b5373-4672-4513-975a-0d894413bf44,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,West,Columns,C7,Built Sign-off
d5b92036-cf64-46fa-8054-3639aaf265b2,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,West,Columns,C8,Built Sign-off
81c27834-2afa-4aed-8c68-0cb64e955b94,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,North,Columns,C1,Built Sign-off
79033199-3d54-421b-9cef-8f8055be079b,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,North,Columns,C2,Built Sign-off
888e7ee5-746b-4347-9380-8a507deb1ca2,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,North,Columns,C3,Built Sign-off
13b80ace-c543-42ca-8093-2a5cfa3257eb,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,North,Columns,C4,Built Sign-off
3e850fa9-2d11-4511-b4fd-e2ba225226b7,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,North,Columns,C5,Built Sign-off
af47f6dc-a024-4e95-aa37-36f3bd3fe042,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 8,North,Columns,C6,Built Sign-off
041207aa-3098-44d5-87eb-9fb7d7ea81b4,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,South,Columns,C9,Built Sign-off
32645dab-4b18-41b9-a510-08317045c92d,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,South,Columns,C10,Built Sign-off
b10e1eb2-950b-4e7c-9a1f-88b0fba187ba,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,South,Columns,C11,Built Sign-off
af200700-1ce7-447e-86b8-93f222fbc8da,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,South,Columns,C12,Built Sign-off
fe36043b-b033-403f-b826-ef66fa5bfd38,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,South,Columns,C13,Built Sign-off
03d290af-0ff7-4126-bd18-8141cde67eb7,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,South,Columns,C14,Built Sign-off
94b8b7cc-131b-4a29-8dd1-ac21df3df72e,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,West,Columns,C7,Built Sign-off
9c81ff65-62a7-4159-bf0c-208eb2c6c9b3,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,West,Columns,C8,Built Sign-off
0d3437a1-9786-4938-ad61-e3c7b3d5282d,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,North,Columns,C1,Built Sign-off
3a81c5f1-dd9d-4110-a46b-4c44ddf02610,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,North,Columns,C2,Built Sign-off
b00c1b45-dd95-49d3-99f7-6edeb5ed3e19,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,North,Columns,C3,Built Sign-off
4345f36f-53cc-4220-8360-008aba3c0220,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,North,Columns,C4,Built Sign-off
05471d4c-83e0-4927-9090-7465f23750d4,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,North,Columns,C5,Built Sign-off
620d7d8b-f0d5-4b5e-aebe-7fde6aec622a,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 9,North,Columns,C6,Built Sign-off
31ceb7e2-74ba-4f16-a913-d1a702551395,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,South,Columns,C9,Built Sign-off
e53352bb-d267-42e1-9c84-eb2753ab615a,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,South,Columns,C10,Built Sign-off
2cf5d9b4-5794-4d6a-ab51-0534e7084714,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,South,Columns,C11,Built Sign-off
60c8e9b1-33ad-4401-a6d7-9604b4ed205f,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,South,Columns,C12,Built Sign-off
cefff402-f00b-4c01-97d0-3318f665fa42,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,South,Columns,C13,Built Sign-off
3ed096ec-e81e-4a5f-b89c-0b209294ab6b,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,South,Columns,C14,Built Sign-off
d5845126-e50a-4942-831d-2bf1d0cdd399,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,West,Columns,C7,Built Sign-off
a51d6793-dd54-4465-9e0b-3bdacaa613e9,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,West,Columns,C8,Built Sign-off
46922c92-b113-4499-aef9-43136de59128,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,North,Columns,C1,Built Sign-off
58d96883-ce80-4c71-83de-5ffc30f8a3e0,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,North,Columns,C2,Built Sign-off
413c4db5-1ad2-475a-bf45-16ccdea7b270,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,North,Columns,C3,Built Sign-off
8fbbe704-0076-4e36-9713-ef725915e488,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,North,Columns,C4,Built Sign-off
2c3a792c-cfe1-4bcd-b976-1654a3247ca7,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,North,Columns,C5,Built Sign-off
74ee928c-f69e-42a0-8333-3b9f78deb07b,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 10,North,Columns,C6,Built Sign-off
cf5a2fe7-7c9b-49e4-9be1-3564d2f88069,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,South,Columns,C9,Built Sign-off
80cc1e9f-1894-463d-8df6-00e3a48b409e,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,South,Columns,C10,Built Sign-off
142517d3-bb87-4f4b-9eb7-313052ea4727,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,South,Columns,C11,Built Sign-off
eedb7a55-5a94-4a96-a863-7980f768844e,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,South,Columns,C12,Built Sign-off
a56378f5-7fd0-441d-9304-2618f0813c55,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,South,Columns,C13,Built Sign-off
e2f0c32d-7970-44ec-a734-3056156113d6,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,South,Columns,C14,Built Sign-off
7daba78b-6bd0-40d9-a307-10dcf0611f75,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,West,Columns,C7,Built Sign-off
dfa07fc0-0ea6-4655-b34c-3b0efa6acae3,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,West,Columns,C8,Built Sign-off
77c0af64-68c9-4227-b54c-25c7fb26f9a6,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,North,Columns,C1,Built Sign-off
f15c0430-f7c3-411b-b862-04ddd72a00b0,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,North,Columns,C2,Built Sign-off
d4a235d0-d266-45f1-bdb0-13d3201f738a,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,North,Columns,C3,Built Sign-off
9122f771-88e3-46f3-896c-806ca7085dca,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,North,Columns,C4,Built Sign-off
348ae3fb-7306-4485-82ac-b0b3f508be02,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,North,Columns,C5,Built Sign-off
25c2f7b4-676c-447a-83de-fef227c95991,,checklist-flat,not-started,7d9861ff601138cb78c12fb180aee50582bd1469274842a23eda5ea0fe8d3800,checklist-flat,FALSE,FALSE,Site QA,Slabs & Columns,Level 11,North,Columns,C6,Built Sign-off
