"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Hebel Checklist","",,,585,"Yes","Hebel Checklist","164dcd0d-1917-4a59-983d-4cf66064edd6"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Install track"
"checkpoint-status",,"","checkpoint","Install panel"
"checkpoint-status",,"","checkpoint","Caulk panel"

"checklist-sectioned",,"","checklist","Soffit Insulation Checklist","",,,26,"Yes","Soffit Insulation Checklist","3d847549-407f-4e83-a856-8873503c3492"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Fix to soffits"
"checkpoint-status",,"","checkpoint","Application of foil tape"

"checklist-sectioned",,"","checklist","External Wall Checklist","",,,559,"Yes","External Wall Checklist","3ef979da-8af1-42d9-a2fd-ca728fae092f"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Sarking"
"checkpoint-status",,"","checkpoint","Flashing"
"checkpoint-status",,"","checkpoint","Tophat"
"checkpoint-status",,"","checkpoint","Easylab"
"checkpoint-status",,"","checkpoint","Stopped/caulked"

"checklist-sectioned",,"","checklist","Apartment Checklist","",,,559,"Yes","Apartment Checklist","5d14d8e1-43e8-4fd2-bebe-cc8ddde01052"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Door frames"
"checkpoint-status",,"","checkpoint","Frame walls"
"checkpoint-status",,"","checkpoint","Noggins installed"
"checkpoint-status",,"","checkpoint","Top sheet caulked and stopped"
"checkpoint-status",,"","checkpoint","Insulation to walls"
"checkpoint-status",,"","checkpoint","Hanging internal walls"
"checkpoint-status",,"","checkpoint","Hanging party walls"
"checkpoint-status",,"","checkpoint","Stop/sand walls"
"checkpoint-status",,"","checkpoint","Ceiling grid"
"checkpoint-status",,"","checkpoint","Sheet ceilings"
"checkpoint-status",,"","checkpoint","Access panels installed"
"checkpoint-status",,"","checkpoint","Stop/sand ceiling"
"checkpoint-status",,"","checkpoint","Pod location"

"checklist-sectioned",,"","checklist","Speedpanel Checklist","",,,26,"Yes","Speedpanel Checklist","7ac81589-4bfe-4835-b2d1-9065a47eb588"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Install track"
"checkpoint-status",,"","checkpoint","Install panel"
"checkpoint-status",,"","checkpoint","Caulk panel"
"checkpoint-status",,"","checkpoint","Install head protection"

"checklist-sectioned",,"","checklist","Corridor Checklist","",,,26,"Yes","Corridor Checklist","a926c7eb-fc7d-4aab-8f8d-d5ee081fc438"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Door frames"
"checkpoint-status",,"","checkpoint","Frame walls"
"checkpoint-status",,"","checkpoint","Noggins installed"
"checkpoint-status",,"","checkpoint","Top sheet caulked and stopped"
"checkpoint-status",,"","checkpoint","Insulation to walls"
"checkpoint-status",,"","checkpoint","Hanging party walls"
"checkpoint-status",,"","checkpoint","Stop/sand walls"
"checkpoint-status",,"","checkpoint","Ceiling grid"
"checkpoint-status",,"","checkpoint","Sheet ceilings"
"checkpoint-status",,"","checkpoint","Access panels installed"
"checkpoint-status",,"","checkpoint","Stop/sand ceiling"

