"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a9cb6af6-601b-4368-99ac-66b3f2d87225","","work-in-progress","","folder","TRUE","FALSE","Enabling Works"
"2979384e-6b95-4b5d-96ac-85dfba7740bf","","work-in-progress","","folder","TRUE","FALSE","Enabling Works","Watermain"
"f5fb3577-6026-414a-9589-be5283d6ae1a","","work-in-progress","ITP-0001 - DI Watermain","checklist","FALSE","FALSE","Enabling Works","Watermain","ITP-0001 - DI Watermain"
"909934ee-a52a-42f8-baa1-3f59cfb1e69d","","not-started","","folder","TRUE","FALSE","Enabling Works","Ducts"
"3b817f8e-2823-4f6d-b1b5-b819a04c0755","","not-started","ITP-0003 - Ducting","checklist","FALSE","FALSE","Enabling Works","Ducts","ITP-0003 - Ducting"
"69e270e6-77be-43ab-9ee3-27115f9a1565","","no-status-not-started","","folder","TRUE","FALSE","Zone 1"
"379a6e6f-8f87-4ead-bc2d-24b8a207ebdd","","no-status-not-started","","folder","TRUE","FALSE","Zone 2"
"8da39b9e-a8d9-43be-83d8-f1bccdc0920d","","no-status-not-started","","folder","TRUE","FALSE","Zone 3"
"84c8e888-edda-4ab4-ae29-8b147854e947","","no-status-not-started","","folder","TRUE","FALSE","Zone 4"
"9df11b22-9025-4194-a698-512b0aab5aa1","","no-status-not-started","","folder","TRUE","FALSE","Zone 5"
