Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,,
a4e0c6a6-2a19-548a-9076-9aade8fa8418,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 3,305,Door Headers (Fire rated with Hilti 611A),,,,,,,,
60b16a64-17b7-554c-bc82-0bec25a3963f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 3,306,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8e78497d-c3eb-501f-a3c0-bcb8deee3b73,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 3,307,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c2faa89e-0d71-5e92-9395-9ae68a508ea3,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 3,Gym DDA 1,Door Headers (Fire rated with Hilti 611A),,,,,,,,
4cd31dd6-19fb-52d4-b920-63df73c00f5c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 3,Gym DDA 2,Door Headers (Fire rated with Hilti 611A),,,,,,,,
2a53ff1b-a0e4-58c4-9083-da8c475f01ea,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,401,Door Headers (Fire rated with Hilti 611A),,,,,,,,
b1ed7b8f-88b7-5b7b-8330-e3dce64bb1b9,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,402,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8f9bd103-5f2a-510d-9f38-5a009824e74d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,403,Door Headers (Fire rated with Hilti 611A),,,,,,,,
62c68bdd-33ac-5822-81f1-90dbf1fcbbd1,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,404,Door Headers (Fire rated with Hilti 611A),,,,,,,,
9af58c17-4944-5473-bfde-968963fb3c0a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,405,Door Headers (Fire rated with Hilti 611A),,,,,,,,
1b0407e0-30b3-5475-87cb-df4cee217e19,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,406,Door Headers (Fire rated with Hilti 611A),,,,,,,,
7dab3a37-d339-5b4f-87f0-97d0bf9b216b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,407,Door Headers (Fire rated with Hilti 611A),,,,,,,,
f363b38e-c5e5-54f4-bf36-15f8bfb4c864,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,408,Door Headers (Fire rated with Hilti 611A),,,,,,,,
717d860e-3f8e-579e-b5a7-614cf86f9347,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,409,Door Headers (Fire rated with Hilti 611A),,,,,,,,
2cc2f3e3-81b5-5ac6-b3e1-fc349676cf5d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,410,Door Headers (Fire rated with Hilti 611A),,,,,,,,
d2c68bc6-bcc9-5e11-a9b5-b86c035f8867,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,411,Door Headers (Fire rated with Hilti 611A),,,,,,,,
326e2b9e-190c-5615-be01-0e8e2b33a780,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,412,Door Headers (Fire rated with Hilti 611A),,,,,,,,
23fb6f7a-47a1-5ed2-91d0-d5cc129490ca,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,413,Door Headers (Fire rated with Hilti 611A),,,,,,,,
a7236cb0-7685-5dd9-ae64-4e5e185ece4c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,414,Door Headers (Fire rated with Hilti 611A),,,,,,,,
3e88eb15-6c79-511b-ac5a-a73cbbb3c6a9,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 4,415,Door Headers (Fire rated with Hilti 611A),,,,,,,,
28ff3966-aa58-5b97-9662-557ee18c92f8,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,501,Door Headers (Fire rated with Hilti 611A),,,,,,,,
9c49529b-2cf5-5d63-8b4b-58a269bbc02d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,502,Door Headers (Fire rated with Hilti 611A),,,,,,,,
6388879f-8364-5201-925e-793abcc5110f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,503,Door Headers (Fire rated with Hilti 611A),,,,,,,,
66a7925d-c6a9-5a01-876a-594433f833a6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,504,Door Headers (Fire rated with Hilti 611A),,,,,,,,
a2024492-34cb-5a73-9c95-de1469141c16,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,505,Door Headers (Fire rated with Hilti 611A),,,,,,,,
f3abc93c-d243-531c-b984-b84e7ba72d45,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,506,Door Headers (Fire rated with Hilti 611A),,,,,,,,
2015d8ea-1658-50dc-bac4-2b1ba7e3740e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,507,Door Headers (Fire rated with Hilti 611A),,,,,,,,
30470443-1efc-586e-963a-26766c77d399,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,508,Door Headers (Fire rated with Hilti 611A),,,,,,,,
ab482e7e-93f7-5dab-9282-9f7869c1442e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,509,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c2eda902-324e-52e4-b0f8-871e54f3e335,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,510,Door Headers (Fire rated with Hilti 611A),,,,,,,,
32c01e22-ee60-5a0b-927d-94a6d4523f25,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,511,Door Headers (Fire rated with Hilti 611A),,,,,,,,
5e5ebea8-e702-5147-a056-577ca6b2f7c7,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,512,Door Headers (Fire rated with Hilti 611A),,,,,,,,
19333153-5817-569d-be57-a0a4b7f2fe9a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,513,Door Headers (Fire rated with Hilti 611A),,,,,,,,
cb260c83-b09b-5e75-9f89-78c8f3433c2c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,514,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8553f678-bf79-5a43-9ad7-903ba027688c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 5,515,Door Headers (Fire rated with Hilti 611A),,,,,,,,
d8a4ee4b-7dab-5e67-bc1d-415361eb3a55,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,601,Door Headers (Fire rated with Hilti 611A),,,,,,,,
f86bf7a0-5026-5063-a424-3579a4c89d73,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,602,Door Headers (Fire rated with Hilti 611A),,,,,,,,
f1dc56e2-c50b-5e98-b49d-8d14e3a1d05f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,603,Door Headers (Fire rated with Hilti 611A),,,,,,,,
12891b3f-3db0-571d-8a1e-848f21efb9b5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,604,Door Headers (Fire rated with Hilti 611A),,,,,,,,
d0bf43fd-9095-5646-a940-a6646987014c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,605,Door Headers (Fire rated with Hilti 611A),,,,,,,,
fa05528a-40fd-5858-9e23-4f4e9f09953f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,606,Door Headers (Fire rated with Hilti 611A),,,,,,,,
eaa0b05b-8304-5e1b-a1cb-be09ce5d5f2d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,607,Door Headers (Fire rated with Hilti 611A),,,,,,,,
13e31419-c24a-5b13-b8f8-c769e0dac50c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,608,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c63762a3-b1a7-5fa8-9025-b3f59ec8478d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,609,Door Headers (Fire rated with Hilti 611A),,,,,,,,
ec5c945e-2533-5821-8d7b-52808371352d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,610,Door Headers (Fire rated with Hilti 611A),,,,,,,,
659313a5-c974-500c-9218-0307fd095a7e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,611,Door Headers (Fire rated with Hilti 611A),,,,,,,,
f292ddcd-eba3-5701-8945-1ac354ba6a1d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,612,Door Headers (Fire rated with Hilti 611A),,,,,,,,
5a9b8105-8943-5ca0-93ce-9d900348517d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,613,Door Headers (Fire rated with Hilti 611A),,,,,,,,
73ce6997-7855-59a5-b501-e3c2303e0585,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,614,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c0f8ad01-c373-5138-a799-cb431a7648a8,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 6,615,Door Headers (Fire rated with Hilti 611A),,,,,,,,
6bb21f34-5b46-5183-a4a7-bbef7b933fd2,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,701,Door Headers (Fire rated with Hilti 611A),,,,,,,,
e18ad291-de75-5c10-8bfa-0c7198b5ffe8,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,702,Door Headers (Fire rated with Hilti 611A),,,,,,,,
be0fb39a-adc8-5e14-b4c0-9994d9f3e845,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,703,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8f155c59-f60d-5c20-a68e-d34ad626f889,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,704,Door Headers (Fire rated with Hilti 611A),,,,,,,,
ece4a84a-f827-5a4c-85ff-6b0f5cc6f59c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,705,Door Headers (Fire rated with Hilti 611A),,,,,,,,
941fb1ac-568a-56fa-b395-1bd2912b24ef,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,706,Door Headers (Fire rated with Hilti 611A),,,,,,,,
1a10a049-dac0-5630-9b46-b920a2918d34,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,707,Door Headers (Fire rated with Hilti 611A),,,,,,,,
5b749649-6f59-5f6c-803c-a6ec46518c82,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,708,Door Headers (Fire rated with Hilti 611A),,,,,,,,
b98e7470-67aa-5e2d-ae43-bfd0f476b26c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,709,Door Headers (Fire rated with Hilti 611A),,,,,,,,
1692fbd3-cf08-5703-94ce-ce8b6ef5d514,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,710,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c5a83b09-7e3b-5ac3-a85c-6c45cb07861e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,711,Door Headers (Fire rated with Hilti 611A),,,,,,,,
af12ba0d-7072-5ae6-ac01-25d12cc51956,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,712,Door Headers (Fire rated with Hilti 611A),,,,,,,,
912898a8-470d-5a38-b8e1-231640828bd6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,713,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8642ae41-c4ae-50a8-adbb-6ef8198e7312,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,714,Door Headers (Fire rated with Hilti 611A),,,,,,,,
a5cd9275-04ac-586e-a2eb-a59dd43cf743,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 7,715,Door Headers (Fire rated with Hilti 611A),,,,,,,,
310edc77-5fbe-5b6f-aed5-367dd561400c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,801,Door Headers (Fire rated with Hilti 611A),,,,,,,,
663940cf-dae5-55cb-b158-6ca8636958a8,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,802,Door Headers (Fire rated with Hilti 611A),,,,,,,,
22805978-08ab-5608-aaf3-fbda19161bb6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,803,Door Headers (Fire rated with Hilti 611A),,,,,,,,
e0e43084-16e8-5b76-95b0-b2ac3dcc8be9,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,804,Door Headers (Fire rated with Hilti 611A),,,,,,,,
34e57aa8-ea90-5550-af25-7ddf3ffacf02,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,805,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c27bf544-746f-5c48-a9a3-6fa6662f7c21,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,806,Door Headers (Fire rated with Hilti 611A),,,,,,,,
23844d07-4a6f-544d-a1db-545883812ad5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,807,Door Headers (Fire rated with Hilti 611A),,,,,,,,
0705ab6e-d064-511a-8d24-1aa956f812cc,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,808,Door Headers (Fire rated with Hilti 611A),,,,,,,,
78f36ac5-5a35-5260-8698-c21d3bbdb6b3,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,809,Door Headers (Fire rated with Hilti 611A),,,,,,,,
df00d44a-a155-50e6-804a-95fa436e0c2d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,810,Door Headers (Fire rated with Hilti 611A),,,,,,,,
531dbbee-477f-569f-add8-b655ae2d1884,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,811,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c336e01e-1b08-5ab9-ab71-ebcbea59f847,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,812,Door Headers (Fire rated with Hilti 611A),,,,,,,,
12a44add-72f5-5d0e-a399-681cc23bf439,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,813,Door Headers (Fire rated with Hilti 611A),,,,,,,,
27b5ab85-7130-5b2f-94d4-b29ba996d1e4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,814,Door Headers (Fire rated with Hilti 611A),,,,,,,,
49ac9089-9270-54ad-8a53-b23c4730d491,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 8,815,Door Headers (Fire rated with Hilti 611A),,,,,,,,
45c264f4-c34a-517f-a99b-a6565ebd801a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,901,Door Headers (Fire rated with Hilti 611A),,,,,,,,
3318e40f-d3b1-57cc-b5e6-22b2cc993c2f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,902,Door Headers (Fire rated with Hilti 611A),,,,,,,,
2f7c7dbc-2667-56d7-b932-5fe5aaff16c0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,903,Door Headers (Fire rated with Hilti 611A),,,,,,,,
714b8c60-7295-5910-a036-4af83471651a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,904,Door Headers (Fire rated with Hilti 611A),,,,,,,,
e59d50b8-a79d-51cf-a686-74fa2cc84e31,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,905,Door Headers (Fire rated with Hilti 611A),,,,,,,,
90ecedaa-b841-5f92-8bee-96c6fa6d7ab9,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,906,Door Headers (Fire rated with Hilti 611A),,,,,,,,
6c71bd7b-b47a-5c2b-a5c6-03baf70335eb,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,907,Door Headers (Fire rated with Hilti 611A),,,,,,,,
0d78a39f-7933-546d-96ce-06829da01c08,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,908,Door Headers (Fire rated with Hilti 611A),,,,,,,,
fa32b86c-c8fe-5589-92a5-e72bef10f64f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,909,Door Headers (Fire rated with Hilti 611A),,,,,,,,
82c7fa25-63cd-51d9-9ee8-c8ae2a712970,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,910,Door Headers (Fire rated with Hilti 611A),,,,,,,,
5e213286-6c5e-528d-8223-45bcfe46d5c8,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,911,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8bc0232f-a6ef-5742-8d26-ca61e07292b7,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,912,Door Headers (Fire rated with Hilti 611A),,,,,,,,
ed7e1332-87a4-51ad-a029-921d4035bfed,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,913,Door Headers (Fire rated with Hilti 611A),,,,,,,,
26d4bd55-2fae-5858-864f-19c6904b4c71,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,914,Door Headers (Fire rated with Hilti 611A),,,,,,,,
958e9f18-3098-52f8-8104-da443992c813,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 9,915,Door Headers (Fire rated with Hilti 611A),,,,,,,,
5feffe14-714d-5082-b0a6-0bcf527dc835,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1001,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8639a518-06e0-526e-9843-651f7d153aba,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1002,Door Headers (Fire rated with Hilti 611A),,,,,,,,
b07b2a53-c931-57b2-88c2-1db8df0a93dc,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1003,Door Headers (Fire rated with Hilti 611A),,,,,,,,
829296ac-fd0a-5070-952c-6b451b2c0fbb,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1004,Door Headers (Fire rated with Hilti 611A),,,,,,,,
284d08eb-1e11-536e-80ce-cf9bf87bb58c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1005,Door Headers (Fire rated with Hilti 611A),,,,,,,,
f3acfc91-40b0-580a-b4a6-71eeced51b76,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1006,Door Headers (Fire rated with Hilti 611A),,,,,,,,
b661691a-5506-58ec-a19f-bdb519efb676,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1007,Door Headers (Fire rated with Hilti 611A),,,,,,,,
fcc48f17-4f83-5342-992b-6a3f0067d01e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1008,Door Headers (Fire rated with Hilti 611A),,,,,,,,
d33d7aa6-6121-5975-ac55-bc8ed25e9757,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1009,Door Headers (Fire rated with Hilti 611A),,,,,,,,
f932e8d7-c8fc-55f9-9f1a-fc352f0de402,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1010,Door Headers (Fire rated with Hilti 611A),,,,,,,,
924804d3-c97f-5677-ae9a-9826a348ec19,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1011,Door Headers (Fire rated with Hilti 611A),,,,,,,,
88355894-1a1d-566e-9961-75fd46fc2fbe,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1012,Door Headers (Fire rated with Hilti 611A),,,,,,,,
e2efc4f3-9fc8-5fa4-a225-4e03449bf77e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1013,Door Headers (Fire rated with Hilti 611A),,,,,,,,
916b5573-8281-5222-965b-eb4163c25c07,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1014,Door Headers (Fire rated with Hilti 611A),,,,,,,,
87656b17-5a43-5420-b523-01bc1f739eda,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 10,1015,Door Headers (Fire rated with Hilti 611A),,,,,,,,
016ed851-ee8b-53ed-823a-c1207e1e65fb,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 11,1101,Door Headers (Fire rated with Hilti 611A),,,,,,,,
c21bf61f-f3b8-5145-b918-b10e8f391da4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 11,1102,Door Headers (Fire rated with Hilti 611A),,,,,,,,
a615eb67-6da8-5301-b7c3-78e9a7789c22,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 11,1103,Door Headers (Fire rated with Hilti 611A),,,,,,,,
48084fd0-2b98-5fcd-85ac-d69df40269c6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 11,1104,Door Headers (Fire rated with Hilti 611A),,,,,,,,
5cc1e926-980c-586d-a3d6-e8047a80642c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 11,1105,Door Headers (Fire rated with Hilti 611A),,,,,,,,
97bb003e-0996-5628-b86a-5f189e24b2ae,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 11,1106,Door Headers (Fire rated with Hilti 611A),,,,,,,,
8d669a9a-a227-587a-9efe-baf81b99cf63,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Tower 1,Penetrations,Level 11,1107,Door Headers (Fire rated with Hilti 611A),,,,,,,,
