"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Carpentry - Steel Stud",,,,,"Yes","Carpentry - Steel Stud","8e0c61b4-6f5e-484b-af96-e974f143d1dc"
"checkpoint-status",,"","checkpoint","Area ready for Steel Stud install"
"checkpoint-status",,"","checkpoint","Dimensions / locations checked and accurate"
"checkpoint-status",,"","checkpoint","All the Deflection head track installed as per Seismic drawings spec"
"checkpoint-status",,"","checkpoint","All the Deflection floor track installed as per Seismic drawings spec"
"checkpoint-status",,"","checkpoint","All the Deflection stud installed as per Seismic drawings spec"
"checkpoint-status",,"","checkpoint","All frames are square, straight and level"
"checkpoint-status",,"","checkpoint","Fixings are correct"
"checkpoint-status",,"","checkpoint","Any bracing requirements installed"
"checkpoint-status",,"","checkpoint","Fire rating elements installed as per spec"
"checkpoint-status",,"","checkpoint","Nogs / service nogs installed correctly as per plan"
"checkpoint-status",,"","checkpoint","All Steel Stud completed correctly within tolerance in area"

