Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Quality - Electrical Equipment/Accessory Installation,,,,,,,,
,Scope,,,Site QA,Quality - Electrical Equipment/Accessory Installation,,,
,Rows,,,,,,,
,,Terminal - Switchboards - Distribution Boards - CDBU,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,CDBU
,,Terminal - Switchboards - Distribution Boards - HOUSE DB - E,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,HOUSE DB - E
,,Terminal - Switchboards - Distribution Boards - HOUSE DB - N,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,HOUSE DB - N
,Columns,,,,,,,
,,Installed Correct Type/Colour of Equipment or Accessory,,Installed Correct Type/Colour of Equipment or Accessory,,,,
,,Installed to correct location as per drawings,,Installed to the correct location as per drawings,,,,
,,Installed with correct fixings & made safe,,Installed with correct fixings and made safe,,,,
,,Installed to correct Circuit & DB Destination,,Installed to the correct Circuit & DB Destination,,,,
,,Installed correct labelling,,Installed correct labelling,,,,
,,Final Check & No Damage to item,,Final Check and No Damage to item,,,,
,,,,,,,,
Quality - Light Fitting Installation,,,,,,,,
,Scope,,,Site QA,Quality - Light Fitting Installation,,,
,Rows,,,,,,,
,,Terminal - Switchboards - Distribution Boards - HOUSE DB - E,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,HOUSE DB - E
,,Terminal - Switchboards - Distribution Boards - HOUSE DB - N,dynamic,Site QA,Terminal,Switchboards,Distribution Boards,HOUSE DB - N
,Columns,,,,,,,
,,Installed to correct location as per drawings,,Installed to the correct location as per drawings,,,,
,,Installed correct size & light fitting type,,Installed correct size and light fitting type,,,,
,,Correct Operation,,Correct Operation,,,,
,,Installed to correct Circuit & DB Destination,,Installed to the correct Circuit & DB Destination,,,,
,,Correct labelling of light fitting (if required),,Correct labelling of light fitting (if required),,,,
