"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ddd291c9-d38a-416a-87c4-a59cff1a5e94","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"8df7c91b-98b2-427d-b96b-11a223d19282","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Rough-In"
"22b5b99d-e45e-47a5-862c-d79e56da77df","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor"
"7a730ea5-64ba-49c3-bc17-42677516e965","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure"
"f4bf5d63-303e-4b0d-bdf2-3f476c751786","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G01"
"24a14e4c-cf9a-4c27-8bb4-c49f961a6145","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G02"
"bcb0bab1-d79f-48cf-b04d-603b4012b616","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G03"
"4f2383be-bf04-4c71-bae5-79d54104baf7","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G04"
"4e2e7369-67b8-4642-aba7-7bcc85388089","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G05"
"524b79c7-3921-4569-bfb4-16d351c5e50a","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G06"
"6152254f-b6de-409e-b844-be17e01e2e5e","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G07"
"b6a5dd76-3ce9-4b85-805c-8d186f4d3703","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G08"
"e08f6c98-f9c5-43f5-9ef5-2232e82e82a2","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Wall Closure","G09"
"1d331d74-6f64-42b3-9186-14926a5b9345","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure"
"5abde48c-96d6-4aab-986b-bfb5b09ab7a1","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G01"
"19452af1-b1f0-4acc-96ca-c63bee01a797","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G02"
"857e531f-a721-4e72-ad15-9bc2edada363","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G03"
"579d9409-6e5b-4ffb-80d8-0d8d1058bf82","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G04"
"ef77a6aa-b420-4cec-a442-9a40c33d8f30","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G05"
"46d5ad07-3837-4db7-a949-1989bb633600","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G06"
"b09f0556-ddf4-4ff1-bcd9-ce7edd1fcc7e","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G07"
"11367ecf-2658-4bc7-b702-1a267c47f660","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G08"
"28d4ab86-b34a-4d27-beff-d3125e24daa1","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Ceiling Closure","G09"
"d133fb5b-e52c-4a94-999b-d15dcd65a7a3","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","Common Area"
"154324f1-2d98-4df1-b041-f55e37ef5b70","","checklist-flat","fail","Common Area Rough In Checklist - General","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Common Area","Lobby Area"
"7527455b-93d1-4358-9745-ea0ee4ab5239","","checklist-flat","not-started","Duct Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","Common Area","Ducting"
"4cd4590c-afe6-4de6-b3ce-87fe8158fb6a","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Level 1"
"7960d9c8-eaca-42ef-973a-2961fc0c9697","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Level 1","Wall Closure"
"91c01a7e-4e37-415f-8a1c-346b36217d2b","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","101"
"26bed719-d2f6-4968-b9b4-0ba30b56aa98","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","102"
"84ccc5c5-c7df-4731-b4e0-21ecce4c0415","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","103"
"c697370d-4c39-458c-8767-293ebde5f7cd","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","104"
"911c5733-aac3-4717-8bdc-545a180da1a9","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","105"
"57980a83-c663-437f-bffa-d1e7c6a2baaa","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","106"
"c519cce6-7ec3-4a0a-9234-918691cb0539","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","107"
"bc1b0cf5-48b6-49a4-8c19-0773ef5a386b","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Wall Closure","108"
"25da8f6b-9d60-4922-950d-081a928fd91d","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure"
"b5d25926-589b-40b5-9b3e-e319f1a7d157","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","101"
"08422030-cb9a-42f3-a971-a49be6ab264d","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","102"
"b542b2a1-6db1-4c66-8931-7ef436a0eacc","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","103"
"24fc9c58-729f-4332-b2e2-a53b4632fc03","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","104"
"bd653368-6ac0-47b5-bf9d-afaf321ab5cc","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","105"
"47140919-6a8b-4a76-9c94-df3d60b2e858","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","106"
"209002c9-37a7-4125-b3d1-3e150aa2ae49","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","107"
"f7162a68-120c-4ddf-95bc-901fff87a0a5","","checklist-sectioned","pass","Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 1","Ceiling Closure","108"
"a305ee4a-cade-449f-80cc-478ca7f7b577","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Level 1","Common Area"
"6bfcd3fb-6c63-4032-aa9b-84972dbfafa7","","checklist-flat","pass","Common Area Rough In Checklist - General","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level 1","Common Area","Lobby Area"
"b3192dae-e92f-4440-99ba-1a24789ec3b7","","checklist-flat","pass","Duct Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level 1","Common Area","Ducting"
"59aeb305-0de1-4c2e-95f1-b4ef7e277387","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Level 2"
"247ad1e8-d7ed-45b6-8be4-d3e556526cc0","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Rough-In","Level 2","Wall Closure"
"cf6e6cda-ba37-4a35-ba4d-f72d06dba993","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 2","Wall Closure","201"
"c9444730-5d42-4ca1-afc8-9d096dc6f260","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 2","Wall Closure","202"
"1d0daf95-fbdc-4054-bf4d-2760c31abd0b","","checklist-sectioned","pass","Wall Closure Checklist","checklist","FALSE","FALSE","Site QA","Rough-In","Level 2","Wall Closure","203"
