"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"462eab66-551f-4a6a-9acb-86e160d62a73","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"c09be7fa-025b-4e14-b091-3fdc10e9e763","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1"
"19b25901-0454-4e1f-b89a-566638255ced","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.01"
"9288da14-e4d8-4cc9-a6cf-5dfb914b13d7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.01","Bathroom"
"6d8a3e0d-03d5-4e49-865e-fee08d1a6aa3","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Laundry","Wet Area Floor"
"8a1093fe-e11e-4efe-bb8e-df44bbd7334d","","checklist-flat","not-started","Pedestals","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Balcony Pedestal"
"ef666a96-addc-4015-833d-e2fbd84eb1ed","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Wintergarden"
"6e204c3c-7431-4fcf-8030-48082cc4fedf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.02"
"55770b43-4cf2-4c97-b56c-44161dbcfe93","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.02","Bathroom"
"3bc05621-1df6-4027-a038-bea33c31d9d7","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.02","Bathroom","Wet Area Walls"
"1523cd89-f360-46b5-81a6-6d46f6e2fc4b","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.02","Bathroom","Wet Area Floor"
"48d079ac-c5bd-4574-8c47-caa79fdb9941","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.02","Ensuite"
"67c86768-a82b-4077-a793-32ecbca0c19b","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.02","Ensuite","Wet Area Walls"
"6ca35050-3a6a-467b-bd45-3821614c3a66","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.02","Ensuite","Wet Area Floor"
"4174ca57-c0de-4d74-9b13-ca628233461b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.02","Laundry"
"8a67234c-1bbc-495c-872f-cd28e43081b6","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.02","Laundry","Wet Area Walls"
"57b376ee-0329-41c9-aada-df0ebc429c12","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.02","Laundry","Wet Area Floor"
"2d146804-9f92-4af4-9ab9-fffcec6342a3","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.02","Wintergarden"
"4d574e49-e4cc-4a84-ab3f-1180ddf54b66","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.03"
"cf7fd002-6d8e-425c-ac3d-8b842bf73c49","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.03","Bathroom"
"610b277b-a708-480b-b104-289d97344344","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Bathroom","Wet Area Walls"
"f6eccc34-da91-47e3-821a-2128b1f069c7","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Bathroom","Wet Area Floor"
"61ecd410-7d3c-4260-894b-e34818a6f18f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.03","Ensuite"
"9406ed19-e30d-4630-b76a-e2af3ae1f09c","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Ensuite","Wet Area Walls"
"6f449f1b-3401-4e63-89d2-963ad408c1a1","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Ensuite","Wet Area Floor"
"e1b5b03a-d982-494a-bc06-cdabe9113d11","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.03","Laundry"
"440eb057-2479-4c19-b715-c5127ecdc36d","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Laundry","Wet Area Walls"
"d57d59e6-484c-4b5c-9021-7d103f6ce631","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Laundry","Wet Area Floor"
"4b76b8e2-516a-4f01-8919-88e95439b27d","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Wintergarden 01"
"1b781bad-4cfc-48b8-a03c-968b1fc89780","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.03","Wintergarden 02"
"759edcee-9e77-4851-91e4-9c4e8a50fecc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.04"
"d7a66d01-2c1f-470c-a5f6-66592aed7b95","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.04","Bathroom"
"68f088af-1b7e-4515-a710-a5d4bf9a7a16","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.04","Bathroom","Wet Area Walls"
"a6d1ec4b-d2f7-497c-952c-e74d85a8ea24","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.04","Bathroom","Wet Area Floor"
"6413a7f8-3035-40f3-9297-9e8b8d3f17ba","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.04","Ensuite"
"b347c3b5-e82b-4a26-b2d4-0b4cc6a63d14","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.04","Ensuite","Wet Area Walls"
"a1415749-3e93-49d0-8284-920e4dabb31a","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.04","Ensuite","Wet Area Floor"
"ee3f2763-571b-42d7-bc11-aec461567045","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.04","Laundry"
"e75bec00-7d98-4b6f-80e3-5bd768b69695","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.04","Laundry","Wet Area Walls"
"064cb731-887a-4dfd-a137-2eb798d73841","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.04","Laundry","Wet Area Floor"
"6b210d2e-b51e-43ab-b6ed-470b4b4a3c02","","checklist-flat","not-started","Pedestals","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.04","Balcony Pedestal"
"d4b6e154-f88f-4275-8139-e782e38ff4e6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3"
"d6e0f7c0-8d22-4c8e-a93d-c2badbdc8680","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.01"
"08b487e9-7a32-4490-a185-da144d798073","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.01","Bathroom"
"876da793-0dc1-4c46-83a0-76ed2c960d26","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.01","Bathroom","Wet Area Walls"
"ac3f1af9-398f-4d74-95a4-4611db6c1a09","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.01","Bathroom","Wet Area Floor"
"c06f22d3-e74a-4bce-aabe-5ee314b9e5d2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.01","Ensuite"
"244034d7-a3d8-42c0-9b1e-50d08bd6b3b4","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.01","Ensuite","Wet Area Walls"
"f327915f-1a5f-4bb0-af08-4f3ae573d574","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.01","Ensuite","Wet Area Floor"
"a678b8fd-0114-4109-ac35-3870c9236a21","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.01","Laundry"
"d04a6d83-cb14-44a8-9b2c-ee744694fc0d","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.01","Laundry","Wet Area Walls"
"e2af09f1-2f77-4eda-8943-1310d4088901","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.01","Laundry","Wet Area Floor"
"7e56d96b-2017-4ede-8822-4c70f1252f8e","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.01","Wintergarden"
"7c01239f-6702-4234-b6ab-f63d981c5409","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.02"
"fcd59bd8-ef81-470e-903c-a138e504a328","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.02","Bathroom"
"6db2bcb5-5038-442c-a1ce-6bb63d4b7fe8","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.02","Bathroom","Wet Area Walls"
"aa934141-6ae6-4a89-b917-36b9195cbeda","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.02","Bathroom","Wet Area Floor"
"c0ff0c7e-dc25-4d54-9381-9774f0a0d295","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.02","Ensuite"
"5beb10b8-b8c3-4aaa-817b-cb8fb3af6898","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.02","Ensuite","Wet Area Walls"
"9714c2cb-e878-4ce5-be2e-d1e22bad5d76","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.02","Ensuite","Wet Area Floor"
"45ead74b-6987-4a08-8aaa-c704c09acbc8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.02","Laundry"
"9687e102-b354-4bd5-8629-e08d540fdd15","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.02","Laundry","Wet Area Walls"
"184bc66d-56df-45d8-afc9-cb79e58b8f73","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.02","Laundry","Wet Area Floor"
"b5d53690-97e4-4d3e-aa64-b2896e591927","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.02","Wintergarden"
"c5d12488-d874-410f-bf5f-48ff2641f663","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.03"
"9024ba25-08cc-4f15-a5b9-318dc900d4d3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.03","Bathroom"
"c4034d3f-8e59-400c-a8f2-863eed7af6cd","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.03","Bathroom","Wet Area Walls"
"e612f597-58d4-4d2f-ab07-d94eed9972aa","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.03","Bathroom","Wet Area Floor"
"68a6bd6e-09c9-4479-be24-7b842fcfa385","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.03","Ensuite"
"82d1af9b-408e-4fbc-8a84-7631361227b6","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.03","Ensuite","Wet Area Walls"
"2db530f7-39ad-4515-8a80-d68dc0c6f1ca","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.03","Ensuite","Wet Area Floor"
"2bd3428f-073f-4c0b-8388-84ab3f4047f5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 3","L3.03","Laundry"
"04e3e9b3-fb9a-43f9-9617-7b83f5a1afee","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.03","Laundry","Wet Area Walls"
"e7fe8b43-e9cd-40e2-8f59-5ccc39b54a11","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.03","Laundry","Wet Area Floor"
"a633c60d-b4b7-4647-8b94-c83f9e1d2e03","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 3","L3.03","Wintergarden"
