"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"462eab66-551f-4a6a-9acb-86e160d62a73","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"c09be7fa-025b-4e14-b091-3fdc10e9e763","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1"
"19b25901-0454-4e1f-b89a-566638255ced","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.01"
"9288da14-e4d8-4cc9-a6cf-5dfb914b13d7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.01","Bathroom"
"7af3bfde-4a79-44fc-aed2-49c35308d98c","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Bathroom","Wet Area Walls"
"57e270c6-e46a-4f3d-8f15-85e3b4f235a8","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Bathroom","Wet Area Floor"
"1407d175-ac36-4464-bc05-7d3c8100fb11","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.01","Ensuite"
"ecc00e77-40b3-4f34-8f41-adee5fb419f7","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Ensuite","Wet Area Walls"
"a5f086cb-dcdf-4024-9437-b926f398fe71","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Ensuite","Wet Area Floor"
"d3bdc0bd-917c-4253-88dc-7db8e6d53e6e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.01","Laundry"
"22380713-e4de-4b00-9b05-91a58ff17e11","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Laundry","Wet Area Walls"
"7f592c2c-4dd3-4ca2-bc4e-ced9053d99d7","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Laundry","Wet Area Floor"
"0b7398ac-6665-42d6-b97a-f37f439ddb40","","checklist-flat","not-started","Pedestals","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Balcony Pedestal"
"9a6de8a2-e551-48ef-94d2-7feb7389b703","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.01","Wintergarden"
"54a37f0f-e5a7-4575-ab17-726abc9dd4f1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.02"
"110989df-86fc-4a2a-8333-dfe0265bca63","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.02","Bathroom"
"39ff4084-4fba-4942-a760-6b0dc37274bf","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.02","Bathroom","Wet Area Walls"
"07d713d4-f36a-4799-8d2c-58a979cd96ad","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.02","Bathroom","Wet Area Floor"
"3d334647-5ff2-4d06-be9f-e8d21c507797","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.02","Ensuite"
"9234c1a3-b95f-46ee-a1e7-034fe7d70aaa","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.02","Ensuite","Wet Area Walls"
"b45107e5-b09e-48cd-9543-0c40c3ba66b1","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.02","Ensuite","Wet Area Floor"
"705a8f2c-7957-4510-a932-79b9dc0bb509","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.02","Laundry"
"edf9e919-3266-41d2-95c3-30266413ab52","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.02","Laundry","Wet Area Walls"
"f8205fa0-0802-4b19-b726-ea1106d344fc","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.02","Laundry","Wet Area Floor"
"b57f96ef-8dbb-4e3b-b686-0f7eaa9c3e7d","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.02","Wintergarden"
"46fa6b3e-a071-4d86-8d3f-ae26aad283eb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.03"
"f09ba8e7-1b06-4148-9726-e088e766e3b6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.03","Bathroom"
"f4be5ce8-a70a-42ea-bdbb-595dc865c10c","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.03","Bathroom","Wet Area Walls"
"664a76d7-6e33-4a06-bac4-633f7022acea","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.03","Bathroom","Wet Area Floor"
"4f6f7dd9-0e99-4543-99b3-2ec63fe7d870","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.03","Ensuite"
"87a1077a-2d05-4d9c-8d61-d0f74171f31d","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.03","Ensuite","Wet Area Walls"
"638c9d6d-f151-445c-89ca-94c5ad332b03","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.03","Ensuite","Wet Area Floor"
"86e39cf0-cbbb-461d-8c5f-35d4da8f2634","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","L01.03","Laundry"
"f33e324f-b963-4dd0-b6b3-bd0bd7dca841","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.03","Laundry","Wet Area Walls"
"c6bf1088-2093-4463-afb7-4ec1f4fa9aeb","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.03","Laundry","Wet Area Floor"
"7c0be0b8-9a24-4807-92cb-d07cea8736a7","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 1","L01.03","Wintergarden"
"1369935a-200d-412a-b872-388a5240824c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2"
"f7c3524a-87e2-4540-b3bd-5afc61695825","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.01"
"85acf060-85b0-4932-8084-08608596f191","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.01","Ensuite 01"
"e205f3f7-2690-4b7f-9ac6-e76ceec0c38e","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Ensuite 01","Wet Area Walls"
"ad14f7fd-f53e-4990-a418-71f94542f9d7","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Ensuite 01","Wet Area Floor"
"6080b416-2ee2-4b63-a240-40de9b978182","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.01","Ensuite 02"
"4b19f45f-8a13-468e-8be3-82297172e9f5","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Ensuite 02","Wet Area Walls"
"1e3c8d04-1c71-4f5c-8b97-b0689edc04bc","","checklist-flat","not-started","Wet Area Floor","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Ensuite 02","Wet Area Floor"
"a9e2677a-b7a9-40bc-90cb-7a4c88b277c4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","L02.01","Laundry"
"c34c392b-88be-44a5-ace4-49e3c4958daa","","checklist-flat","not-started","Wet Area Walls","checklist-flat","FALSE","FALSE","Site QA","Level 2","L02.01","Laundry","Wet Area Walls"
