Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Testing & Commissioning – Main Switchboards,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Terminal,grouping,Terminal,,,,
,,EL-MSBE-01-301 (T1),,terminal,testing & commissioning,main switchboards,el-msbe-01-301 (t1),main switchboard itc
,,EL-MSBN-01-301 (T1),,el-msbn-01-301 (t1),terminal,testing & commissioning,main switchboards,main switchboard itc
,,EL-MSBE-01-401 (T2),,terminal,testing & commissioning,main switchboards,main switchboard itc,el-msbe-01-401 (t2)
,,EL-MSBN-01-401 (T2),,terminal,el-msbn-01-401 (t2),testing & commissioning,main switchboards,main switchboard itc
,,EL-MSB-01-203 (T3),,terminal,testing & commissioning,main switchboards,el-msb-01-203 (t3),main switchboard itc
,,EL-MSBE-01-203 (T3),,el-msbe-01-203 (t3),terminal,testing & commissioning,main switchboards,main switchboard itc
,,EL-MSBN-01-203 (T3),,el-msbn-01-203 (t3),terminal,testing & commissioning,main switchboards,main switchboard itc
,,EL-MSB-01-201 (PC),,terminal,testing & commissioning,main switchboards,main switchboard itc,el-msb-01-201 (pc)
,,EL-MSBE-01-201 (PC),,el-msbe-01-201 (pc),terminal,testing & commissioning,main switchboards,main switchboard itc
,,EL-MSBN-01-201 (PC),,terminal,testing & commissioning,main switchboards,main switchboard itc,el-msbn-01-201 (pc)
,,EL-MSB-01-701 (COOLING),,el-msb-01-701 (cooling),terminal,testing & commissioning,main switchboards,main switchboard itc
,,EL-SDB-01-701 (COOLING),,Testing & Commissioning,Terminal,Main Switchboards,EL-SDB-01-701 (COOLING),Main Switchboard ITC
,,EL-SDB-01-702 (COOLING),,Testing & Commissioning,Terminal,Main Switchboards,EL-SDB-01-702 (COOLING),Main Switchboard ITC
,,EL-SDB-01-703 (COOLING),,Testing & Commissioning,Terminal,Main Switchboards,EL-SDB-01-703 (COOLING),Main Switchboard ITC
,,Apron,grouping,Apron,,,,
,,EL-MSB-02-103 (PW),,Testing & Commissioning,Apron,Main Switchboards,EL-MSB-02-103 (PW),Main Switchboard ITC
,,EL-MSBE-02-103 (PW),,Testing & Commissioning,Apron,Main Switchboards,EL-MSBE-02-103 (PW),Main Switchboard ITC
,,EL-MSBN-02-103 (PW),,Testing & Commissioning,Apron,Main Switchboards,EL-MSBN-02-103 (PW),Main Switchboard ITC
,,EL-MSB-02-205 (PE),,Testing & Commissioning,Apron,Main Switchboards,EL-MSB-02-205 (PE),Main Switchboard ITC
,,EL-MSBE-02-205 (PE),,Testing & Commissioning,Apron,Main Switchboards,EL-MSBE-02-205 (PE),Main Switchboard ITC
,,EL-MSBN-02-205 (PE),,Testing & Commissioning,Apron,Main Switchboards,EL-MSBN-02-205 (PE),Main Switchboard ITC
,,Landside,grouping,Landside,,,,
,,EL-MSB-02-801 (CP),,Testing & Commissioning,Landside,Main Switchboards,EL-MSB-02-801 (CP),Main Switchboard ITC
,Columns,,,,,,,
,,Pre-energisation,,wsa20-mpx-04000-el-itc-31032000 - construction tests (pre-energisation),,,,
,,Energised,,wsa20-mpx-04000-el-itc-31033000 - component (energised),,,,
