"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b9ea6a00-1577-4963-8898-70026c0e0dec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"226b33f0-546a-44bb-a115-88e19255da31","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Electrical"
"3889dfbf-e6bc-440f-bb6a-b8ec8c578016","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Electrical","Switchboards"
"fc97c4b6-15a9-4f65-9179-4eb2b0d839f5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Electrical","Switchboards","MDB-A"
"63d36701-3516-4fbf-b4ba-9f56de8426ba","","checklist-flat","not-started","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation"
"3fbc79e9-92b1-5ccb-b04d-38843101a8ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable is in good condition and free from damage and defects"
"867f306d-7b60-546a-a6f3-1cf006a0a9b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable has correct origin and destination"
"c19fca66-a2d0-54b4-aaa3-7f844301f369","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable Type, Number of Cores, Size and Configuration is as specified"
"a6d9887d-fc40-5a57-8d12-1a5fc884e6da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Bending radius recommended by the cable manufacturer has been observed"
"129db112-0c3e-5617-b743-e6f7f911dc95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable follows the correct route"
"4e3287e0-ca1e-5753-b6d8-5122387751eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable is clear of heat sources"
"f522bea5-ce4e-5495-a45d-b682504949dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable is segregated from telecommunications cables by either a continuous barrier or separated by at least 50mm - AS/NZS 3000 Clause 3.9.8.4 (c)."
"14fdcdf6-ead7-5e5c-80ce-51c6dcd971bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable is secured and mechanically protected (where required)."
"79c31f1e-2bc6-5a07-aeb7-0a5b407eeff7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Mains & Submains Installation","Cable is marked with cable or circuit number"
"7e7d8e2c-d029-4667-944d-f1324104b05f","","checklist-flat","not-started","QA_TEM_014_Cable Terminations","checklist-flat","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations"
"b21f6a81-1dfc-5368-a7da-f4c0c3f0dea1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Correct type and size gland"
"49bbc406-38a4-5584-9095-bf52fea22bde","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Gland properly and securely fitted"
"f5d8c9ae-bc71-5a67-816e-9e7acc2e3a4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Correct cable identification"
"1a50c163-c68a-55fb-9063-df8fe24cc378","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Correct core identification"
"bb98d611-9c40-5787-bed5-5f2b62fe653f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Cores loomed properly"
"44de4445-adfa-5631-bafe-bd73a4b7133d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Cores on correct terminals"
"cccbacd9-8f5d-5fbb-beb3-249d21a882fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Terminals properly tensioned"
"ab42065b-4aed-5cbc-8b0f-1341f11890fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Cores correctly lugged"
"c8723984-9cc5-5670-8f0e-0fcac311257f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Lugs correctly insulated"
"4471b497-67bf-533a-b80d-69a3bd7fa7f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Cable Terminations","Adequate clearances"
"98a08f8f-b936-4da3-a73b-fa0eb7a6546b","","checklist-sectioned","not-started","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off"
"75bd4506-9f0b-5b62-ad6e-0bf97eefa536","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 1"
"5b8e9cff-1a5a-5f63-8ba6-83ba366206ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 1","Has all information been recorded and checks completed?"
"932f37a6-437a-5225-be4e-4b0a2aef3dc0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 2"
"bbdfca9c-c4a5-5a1b-b1ea-6575835c86ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 2","Has all information been recorded and checks completed?"
"f2543766-7401-5467-a114-44caef2fa4cf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 3"
"e33a2fda-3032-5bdc-b86d-86d95133dc45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 3","Has all information been recorded and checks completed?"
"ba63fa9a-3d76-5d04-be3d-ed4727d6dc45","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 4"
"9b4c800d-8906-5135-a62a-22413761e538","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 4","Has all information been recorded and checks completed?"
"db129164-c1da-5e7a-a7fc-1f1a766da73f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 5"
"659eba05-9f2d-5e67-a51d-8d48c74a5d49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 5","Has all information been recorded and checks completed?"
"5a812516-4ee8-5ee4-aef8-ef0064350ebb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 6"
"0372f165-758c-5af3-8ee6-d00e895b96bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 6","Has all information been recorded and checks completed?"
"44096a31-a8cf-564f-80d8-4bae05b0b84c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 7"
"693af37c-0bf8-5dc3-a67f-e82322cdb621","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 7","Has all information been recorded and checks completed?"
"65b41663-496a-52df-80a9-d863c3278626","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 8"
"4150f332-ac9d-512d-a64e-08a36e6ee204","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 8","Has all information been recorded and checks completed?"
"e509da57-d507-5293-aa31-e3e0446f9af5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 9"
"70c82203-7980-5a91-a11d-4dcc2ea08bc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 9","Has all information been recorded and checks completed?"
"ee2ed4c3-53ed-54b9-89ad-be255e418286","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 10"
"b4f5ee4b-4058-5d7d-899d-e9642204218c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 10","Has all information been recorded and checks completed?"
"0270b2b3-41e1-5a2d-89eb-c924ac2461d0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 11"
"48245258-bf95-5c83-9727-3a5c5d7244a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 11","Has all information been recorded and checks completed?"
"f949146a-852c-5639-9680-f1b9112a55e9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 12"
"c11793a9-3361-552a-ab93-f88b0d75911c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 12","Has all information been recorded and checks completed?"
"74c261f8-0d8b-5d79-8ec2-2e235f73420b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 13"
"3f0d02b7-e9f1-5f99-8643-28525ed6f672","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 13","Has all information been recorded and checks completed?"
"5c14ec2b-bec2-54a7-8366-5b58a199a877","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 14"
"3883cdee-3f59-50b9-910c-e9b7edb46ff2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 14","Has all information been recorded and checks completed?"
"5cb84581-13ed-545b-814e-7f7148979cc3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 15"
"0897538a-e5b1-5ed2-a637-8ab11bc0345c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 15","Has all information been recorded and checks completed?"
"4dc15dd2-2abe-55e2-ba05-fd578394d1fb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 16"
"f4923257-ab87-5534-a2c7-9c1a153237b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 16","Has all information been recorded and checks completed?"
"a7cafff7-fcda-539d-81c2-e37d72a23ae0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 17"
"477891bc-5f58-5313-88c6-bf8be3dd5c66","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 17","Has all information been recorded and checks completed?"
"aaf6579b-f023-5c7f-a000-33b77a6feec8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Electrical","Switchboards","MDB-A","Fit Off","Inspection 18"
