"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a3b6f651-1781-4bec-841e-a4d9aad57ee9","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"64817dfa-9366-4417-8532-66c56d67be3d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Basement 2"
"caad781c-fa6d-4f41-9a9f-0bbf50d739f3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Basement 2","Corridor / General"
"897915e6-3a5e-49a9-ac74-70461951d5e2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Basement 2","Corridor / General","Electrical"
"a30ff617-3c46-4546-b315-d71d5d0f4ac3","","checklist-flat","not-applicable","Q02 Busduct Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q02 Busduct Checklist"
"2d6599f4-de4b-4d5b-8bba-c74048fe2a0d","","checklist-flat","pass","Q03 Cast In Conduit Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q03 Cast In Conduit Checklist"
"25b5e6ee-b8de-4012-8532-f760181d6f3e","","checklist-flat","pass","Q04 Consumer Mains Including Main Earth Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q04 Consumer Mains Including Main Earth Checklist"
"13fbfe98-ca61-43e5-a65a-eb27dbc62b3d","","checklist-flat","not-applicable","Q05 Distribution Boards Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q05 Distribution Boards Checklist"
"3b8bab74-0ee4-45fb-a487-e4e42256c27a","","checklist-flat","pass","Q06 General Area Rough-in and Fit-off Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q06 General Area Rough-in and Fit-off Checklist"
"178cea62-5aff-4c3c-9df6-6e2e794f9880","","checklist-flat","not-started","Q07 Light Control Function Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q07 Light Control Function Checklist"
"60f4e537-e1f5-4416-a14c-794affac2a40","","checklist-flat","not-applicable","Q10 Master Antenna System Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q10 Master Antenna System Checklist"
"e0a8dd69-0c7d-4faa-ad41-0a7437922b57","","checklist-flat","work-in-progress","Q11 Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Corridor / General","Electrical","Q11 Penetrations Checklist"
"a896f739-9017-430e-9ba1-289e11caa21f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Basement 1"
"fb38c66b-774b-4753-9273-f446631a92b2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Basement 1","Corridor / General"
"3eaaea29-797a-48e9-b676-92566aaed42b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Basement 1","Corridor / General","Electrical"
"e2dd1ad0-7406-42ed-bb36-1ba070a61136","","checklist-flat","not-applicable","Q02 Busduct Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q02 Busduct Checklist"
"73b0561a-f0db-4e6e-9154-f553b0333068","","checklist-flat","pass","Q03 Cast In Conduit Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q03 Cast In Conduit Checklist"
"27de5ba1-f2cb-4b77-b99f-4bb6e32806ff","","checklist-flat","not-applicable","Q04 Consumer Mains Including Main Earth Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q04 Consumer Mains Including Main Earth Checklist"
"22c6e86b-4873-4c2b-bc8e-241ad80eb51b","","checklist-flat","not-started","Q05 Distribution Boards Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q05 Distribution Boards Checklist"
"1fba2414-2864-46f4-9537-148bf8ef85b2","","checklist-flat","work-in-progress","Q06 General Area Rough-in and Fit-off Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q06 General Area Rough-in and Fit-off Checklist"
"256fa238-1fdc-4c22-8833-29a4180e6b6c","","checklist-flat","not-started","Q07 Light Control Function Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q07 Light Control Function Checklist"
"fcd9771b-4ab4-474e-bea6-637cf6a6a118","","checklist-flat","not-applicable","Q10 Master Antenna System Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q10 Master Antenna System Checklist"
"44ddf90b-a5fe-4a89-98bb-dd5ec4dc4efb","","checklist-flat","work-in-progress","Q11 Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Corridor / General","Electrical","Q11 Penetrations Checklist"
"9d031b6a-f6d6-46c4-ab5c-ab93ee254a43","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground"
"b6c8e656-3de5-4723-8224-4ccf6132bb6e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Ground","Corridor / General"
