Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Interior Progress,,,,,,
,Scope,,,Internal Works QA,,
,Rows,,,,,
,,Ground Floor,dynamic,Ground Floor,Internal Works QA,
,,First Floor,dynamic,First Floor,Internal Works QA,
,Columns,,,,,
,,Doors,,Doors,,
,,Interior Framing,,Interior Framing,,
,,Timber Architraves & Skirtings,,Timber Architraves & Skirtings,,
,,,,,,
External Progress,,,,,,
,Scope,,,External Works QA,,
,Rows,,,,,
,,Roof,dynamic,Roof,External Works QA,
,,External Walls - North,dynamic,North,External Walls,External Works QA
,,External Walls - South,dynamic,South,External Walls,External Works QA
,,External Walls - East,dynamic,East,External Walls,External Works QA
,,External Walls - West,dynamic,West,External Walls,External Works QA
,,Soffits,dynamic,Soffits,External Works QA,
,Columns,,,,,
,,External Framing,,External Framing,,
,,Weatherline,,Weatherline,,
,,Building Wrap,,Building Wrap,,
