resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Level 6 - Zone A,,,,,,,,
,step,,,,201-617 SOP,,,,,,,
Aluminium Partitions,checklist,,,,,Aluminium Partitions,,,,,,
Autex Installation,checklist,,,,,Autex Installation,,,,,,
Screw Fix Ceilings,checklist,,,,,Screw Fix Ceilings,,,,,,
Suspended 2-way Ceiling,checklist,,,,,Suspended 2-way Ceiling,,,,,,
,step,,,,201-648 SOP,,,,,,,
Aluminium Partitions,checklist,,,,,Aluminium Partitions,,,,,,
Autex Installation,checklist,,,,,Autex Installation,,,,,,
Screw Fix Ceilings,checklist,,,,,Screw Fix Ceilings,,,,,,
Suspended 2-way Ceiling,checklist,,,,,Suspended 2-way Ceiling,,,,,,
,step,,,,Office,,,,,,,
,step,,,,,201-611 Office,,,,,,
Aluminium Partitions,checklist,,,,,,Aluminium Partitions,,,,,
Autex Installation,checklist,,,,,,Autex Installation,,,,,
Screw Fix Ceilings,checklist,,,,,,Screw Fix Ceilings,,,,,
Suspended 2-way Ceiling,checklist,,,,,,Suspended 2-way Ceiling,,,,,
,step,,,,,201-612 Office,,,,,,
Aluminium Partitions,checklist,,,,,,Aluminium Partitions,,,,,
Autex Installation,checklist,,,,,,Autex Installation,,,,,
Screw Fix Ceilings,checklist,,,,,,Screw Fix Ceilings,,,,,
Suspended 2-way Ceiling,checklist,,,,,,Suspended 2-way Ceiling,,,,,
,step,,,,,201-613 Office,,,,,,
Aluminium Partitions,checklist,,,,,,Aluminium Partitions,,,,,
Autex Installation,checklist,,,,,,Autex Installation,,,,,
Screw Fix Ceilings,checklist,,,,,,Screw Fix Ceilings,,,,,
Suspended 2-way Ceiling,checklist,,,,,,Suspended 2-way Ceiling,,,,,
,step,,,,,201-614 Office,,,,,,
Aluminium Partitions,checklist,,,,,,Aluminium Partitions,,,,,
Autex Installation,checklist,,,,,,Autex Installation,,,,,
Screw Fix Ceilings,checklist,,,,,,Screw Fix Ceilings,,,,,
Suspended 2-way Ceiling,checklist,,,,,,Suspended 2-way Ceiling,,,,,
,step,,,,,201-615 Office,,,,,,
Aluminium Partitions,checklist,,,,,,Aluminium Partitions,,,,,
Autex Installation,checklist,,,,,,Autex Installation,,,,,
Screw Fix Ceilings,checklist,,,,,,Screw Fix Ceilings,,,,,
Suspended 2-way Ceiling,checklist,,,,,,Suspended 2-way Ceiling,,,,,
,step,,,,,201-616 Office,,,,,,
Aluminium Partitions,checklist,,,,,,Aluminium Partitions,,,,,
Autex Installation,checklist,,,,,,Autex Installation,,,,,
Screw Fix Ceilings,checklist,,,,,,Screw Fix Ceilings,,,,,
Suspended 2-way Ceiling,checklist,,,,,,Suspended 2-way Ceiling,,,,,
