Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,
Quality - Cable Tray / Ladder,,,,,,,,,,
,Scope,,,Site QA,,,,,,
,Rows,,,,,,,,,
,,Basement - B1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Basement,B1.1,,
,,Basement - B1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Basement,B1.2,,
,,Basement - B1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Basement,B1.3,,
,,Basement - B1.4,dynamic,Site QA,Terminal,Cable Tray & Conduits,Basement,B1.4,,
,,Basement - B1.5,dynamic,Site QA,Terminal,Cable Tray & Conduits,Basement,B1.5,,
,,Basement - B1.6,dynamic,Site QA,Terminal,Cable Tray & Conduits,Basement,B1.6,,
,,Basement - B1.7,dynamic,Site QA,Terminal,Cable Tray & Conduits,Basement,B1.7,,
,,Upper Basement - BU1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Upper Basement,BU1.1,,
,,Upper Basement - BU1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Upper Basement,BU1.2,,
,,Upper Basement - BU1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Upper Basement,BU1.3,,
,,Upper Basement - BU1.4,dynamic,Site QA,Terminal,Cable Tray & Conduits,Upper Basement,BU1.4,,
,,Upper Basement - BU1.5,dynamic,Site QA,Terminal,Cable Tray & Conduits,Upper Basement,BU1.5,,
,,Upper Basement - BU1.6,dynamic,Site QA,Terminal,Cable Tray & Conduits,Upper Basement,BU1.6,,
,,Ground Floor - GF1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.1,,
,,Ground Floor - GF1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.2,,
,,Ground Floor - GF1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.3,,
,,Ground Floor - GF1.4,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.4,,
,,Ground Floor - GF1.5,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.5,,
,,Ground Floor - GF1.6,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.6,,
,,Ground Floor - GF1.7,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.7,,
,,Ground Floor - GF1.8,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.8,,
,,Ground Floor - GF1.9,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.9,,
,,Ground Floor - GF1.10,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF1.10,,
,,Ground Floor - GF-PE-1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF-PE-1.1,,
,,Ground Floor - GF-PE-1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF-PE-1.2,,
,,Ground Floor - GF-PE-1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF-PE-1.3,,
,,Ground Floor - GF-PW-1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF-PW-1.1,,
,,Ground Floor - GF-PW-1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF-PW-1.2,,
,,Ground Floor - GF-PW-1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Ground Floor,GF-PW-1.3,,
,,Second Floor - SF-PE-1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF-PE-1.1,,
,,Second Floor - SF-PE-1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF-PE-1.2,,
,,Second Floor - SF-PE-1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF-PE-1.3,,
,,Second Floor - SF-PW-1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF-PW-1.1,,
,,Second Floor - SF-PW-1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF-PW-1.2,,
,,Second Floor - SF-PW-1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF-PW-1.3,,
,,Second Floor - SF1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.1,,
,,Second Floor - SF1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.2,,
,,Second Floor - SF1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.3,,
,,Second Floor - SF1.4,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.4,,
,,Second Floor - SF1.5,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.5,,
,,Second Floor - SF1.6,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.6,,
,,Second Floor - SF1.7,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.7,,
,,Second Floor - SF1.8,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.8,,
,,Second Floor - SF1.9,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.9,,
,,Second Floor - SF1.10,dynamic,Site QA,Terminal,Cable Tray & Conduits,Second Floor,SF1.10,,
,,Third Floor - TF-1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Third Floor,TF-1.1,,
,,Third Floor - TF-1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Third Floor,TF-1.2,,
,,Third Floor - TF-1.3,dynamic,Site QA,Terminal,Cable Tray & Conduits,Third Floor,TF-1.3,,
,,Third Floor - TF-1.4,dynamic,Site QA,Terminal,Cable Tray & Conduits,Third Floor,TF-1.4,,
,,Third Floor - TF-PW-1.1,dynamic,Site QA,Terminal,Cable Tray & Conduits,Third Floor,TF-PW-1.1,,
,,Third Floor - TF-PW-1.2,dynamic,Site QA,Terminal,Cable Tray & Conduits,Third Floor,TF-PW-1.2,,
,,TER 1 - TER 1 - Cable Tray ,dynamic,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Cable Tray ,,
,,TER 1 - TER 1 - Inground Conduit,dynamic,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,,
,,TER 2 - TER 2 - Cable tray,dynamic,Site QA,TERs,Cable Tray & Conduits,TER 2,TER 2 - Cable tray,,
,,TER 2 - TER 2 - Inground conduit,dynamic,Site QA,TERs,Cable Tray & Conduits,TER 2,TER 2 - Inground conduit,,
,Columns,,,,,,,,,
,,Receipt of Cable Tray delivery to site & storage,,receipt of cable tray delivery to site & storage,,,,,,
,,Set out confirmed with latest AFC Drawings,,set out to be confirmed with latest afc drawings,,,,,,
,,Accessories to be factory made items,,accessories to be factory made items,,,,,,
,,Correct Levelling & Alignment,,correct levelling & alignment,,,,,,
,,correct bracket & safe fixing,,correct bracket and safe fixing,,,,,,
,,Correct Bends used (Cable Ladder),,correct bends used (cable ladder),,,,,,
,,Cable Tray Checked For Sharp Edges,,cable tray checked for sharp edges,,,,,,
,,Containment Earthing - As Per Standards,,containment earthing - as per the standards,,,,,,
,,Photos attached,,photos attached.,,,,,,
,,,,,,,,,,
Quality - Earthing & Lightning Protection,,,,,,,,,,
,Scope,,,Site QA,,,,,,
,Rows,,,,,,,,,
,,Terminal - Main Switchboards,grouping,Terminal - Main Switchboards,,,,,,
,,EL-MSBE-01-301 (T1),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-301 (T1),Earthing & Lighting Protection,
,,EL-MSBN-01-301 (T1),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-301 (T1),Earthing & Lighting Protection,
,,EL-MSBE-01-401 (T2),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-401 (T2),Earthing & Lighting Protection,
,,EL-MSBN-01-401 (T2),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-401 (T2),Earthing & Lighting Protection,
,,EL-MSB-01-203 (T3),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSB-01-203 (T3),Earthing & Lighting Protection,
,,EL-MSBE-01-203 (T3),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-203 (T3),Earthing & Lighting Protection,
,,EL-MSBN-01-203 (T3),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-203 (T3),Earthing & Lighting Protection,
,,EL-MSB-01-201 (PC),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSB-01-201 (PC),Earthing & Lighting Protection,
,,EL-MSBE-01-201 (PC),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-01-201 (PC),Earthing & Lighting Protection,
,,EL-MSBN-01-201 (PC),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-01-201 (PC),Earthing & Lighting Protection,
,,EL-MSB-01-701 (COOLING),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSB-01-701 (COOLING),Earthing & Lighting Protection,
,,EL-SBD-01-701 (COOLING),,Site QA,Terminal,Switchboards,Main Switchboards,EL-SBD-01-701 (COOLING),Earthing & Lighting Protection,
,,EL-SBD-01-702 (COOLING),,Site QA,Terminal,Switchboards,Main Switchboards,EL-SBD-01-702 (COOLING),Earthing & Lighting Protection,
,,EL-SBD-01-703 (COOLING),,Site QA,Terminal,Switchboards,Main Switchboards,EL-SBD-01-703 (COOLING),Earthing & Lighting Protection,
,,EL-MSB-02-103 (PW),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSB-02-103 (PW),Earthing & Lighting Protection,
,,EL-MSBE-02-103 (PW),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-02-103 (PW),Earthing & Lighting Protection,
,,EL-MSBN-02-103 (PW),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBN-02-103 (PW),Earthing & Lighting Protection,
,,EL-MSB-02-205 (PE),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSB-02-205 (PE),Earthing & Lighting Protection,
,,EL-MSBE-02-205 (PE),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSBE-02-205 (PE),Earthing & Lighting Protection,
,,EL-MSB-02-801 (CARPARK),,Site QA,Terminal,Switchboards,Main Switchboards,EL-MSB-02-801 (CARPARK),Earthing & Lighting Protection,
,,Terminal - UPS MDBs,grouping,Terminal - UPS MDBs,,,,,,
,,EL-UPSIO-01-301 (T),,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-01-301 (T),Earthing & Lighting Protection,
,,EL-UPSIO-01-201 (PC),,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-01-201 (PC),Earthing & Lighting Protection,
,,EL-UPSIO-02-102 (PW),,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-02-102 (PW),Earthing & Lighting Protection,
,,EL-UPSIO-02-203 (PE),,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-02-203 (PE),Earthing & Lighting Protection,
,,EL-UPSIO-02-801 (CP),,Site QA,Terminal,Switchboards,UPS MDBs,EL-UPSIO-02-801 (CP),Earthing & Lighting Protection,
,,TERs,grouping,TERs,,,,,,
,,EL-EMSB-02-1001,,Site QA,TERs,Main Switchboards,TER 1,EL-EMSB-02-1001,Earthing & Lighting Protection,
,,EL-EMSB-02-2001,,Site QA,TERs,Main Switchboards,TER 2,EL-EMSB-02-2001,Earthing & Lighting Protection,
,,Landside - LV & ICN Installation,dynamic,Site QA,Landside,LV & ICN Installation,LV and ICN Conduit Install,Switchrooms,Earthing,
,Columns,,,,,,,,,
,,Receipt of Cable & test point delivery to site,,receipt of cable & test point delivery to site,,,,,,
,,Correct cable size & Cable type installed per shop drawing,,correct cable size and cable type installed per the shop drawing,,,,,,
,,Installed & Terminated to final locations,,installed and terminated to final locations,,,,,,
,,Photos of test piont & bonds attached,,photos of test piont and bonds attached,,,,,,
,,,,,,,,,,
Quality - In Ground Conduit Install,,,,,,,,,,
,Scope,,,Site QA,,,,,,
,Rows,,,,,,,,,
,,TERs - Cable Tray & Conduits,grouping,TERs - Cable Tray & Conduits,,,,,,
,,TER 1 - TER 1 - Inground Conduit - TER 1 Carpark Comms Conduit Installation - Part 1,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 Carpark Comms Conduit Installation - Part 1,
,,TER 1 - TER 1 - Inground Conduit - TER 1 Carpark Comms Conduit Installation - Part 2,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 Carpark Comms Conduit Installation - Part 2,
,,TER 1 - TER 1 - Inground Conduit - TER 1 LV and FOCB Conduits from Footprint to Pits,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 LV and FOCB Conduits from Footprint to Pits,
,,TER 1 - TER 1 - Inground Conduit - TER 1 LV and Comms Interface Connections,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 LV and Comms Interface Connections,
,,TER 1 - TER 1 - Inground Conduit - TER 1 Conduits Installation,,Site QA,TERs,Cable Tray & Conduits,TER 1,TER 1 - Inground Conduit,TER 1 Conduits Installation,
,,TER 2 - TER 2 - Inground conduit - TER 2 Conduits Installation,,Site QA,TERs,Cable Tray & Conduits,TER 2,TER 2 - Inground conduit,TER 2 Conduits Installation,
,,Fuel Farm - In-Ground Conduits,grouping,Fuel Farm - In-Ground Conduits,,,,,,
,,Area 3 - In Ground Conduit Install 3I,,Site QA,Fuel Farm,In-Ground Conduits,Area 3,In Ground Conduit Install 3I,,
,,Area 4 - In Ground Conduit Install 4A,,Site QA,Fuel Farm,In-Ground Conduits,Area 4,In Ground Conduit Install 4A,,
,,Area 4 - Quality - In Ground conduit install 4A,,Site QA,Fuel Farm,In-Ground Conduits,Area 4,Quality - In Ground conduit install 4A,,
,,Area 4 - Quality - In Ground conduit install 4A,,Site QA,Fuel Farm,In-Ground Conduits,Area 4,Quality - In Ground conduit install 4A,,
,,Area 5 - Quality - In Ground conduit install 5A,,Site QA,Fuel Farm,In-Ground Conduits,Area 5,Quality - In Ground conduit install 5A,,
,,Area 5 - Quality - In Ground conduit install 5A Part A,,Site QA,Fuel Farm,In-Ground Conduits,Area 5,Quality - In Ground conduit install 5A Part A,,
,,Area 5 - Quality - In Ground conduit install 5A Part B,,Site QA,Fuel Farm,In-Ground Conduits,Area 5,Quality - In Ground conduit install 5A Part B,,
,,Fuel Farm - ACP HV Conduits,grouping,Fuel Farm - ACP HV Conduits,,,,,,
,,Quality - In Ground conduit install.HV ACP Boundary Interface,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install.HV ACP Boundary Interface,,
,,Quality - In Ground conduit install ACP HV 2Q,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Q,,
,,Quality - In Ground conduit install ACP HV 2T Part,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2T Part,,
,,Quality - In Ground conduit install ACP HV 2T,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2T,,
,,Quality - In Ground Conduit Install ACP HV 2X,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground Conduit Install ACP HV 2X,,
,,Quality - In Ground conduit install ACP HV 2Y,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Y,,
,,Quality - In Ground conduit install ACP HV 2Z,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Z,,
,,Quality - In Ground conduit install ACP HV 2Z,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 2Z,,
,,Quality - In Ground conduit install. 2AA,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install. 2AA,,
,,Quality - In Ground conduit install ACP HV 5E,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground conduit install ACP HV 5E,,
,,Quality - In Ground Conduit Install ACP HV Road Crossing 5G,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground Conduit Install ACP HV Road Crossing 5G,,
,,Quality - In Ground Conduit Install 5G,,Site QA,Fuel Farm,In-Ground Conduits,ACP HV Conduits,Quality - In Ground Conduit Install 5G,,
,,Fuel Farm - ACP LV Conduits,grouping,Fuel Farm - ACP LV Conduits,,,,,,
,,Quality - In Ground conduit install ACP LV 5H,,Site QA,Fuel Farm,In-Ground Conduits,ACP LV Conduits,Quality - In Ground conduit install ACP LV 5H,,
,,Fuel Farm - Containment,grouping,Fuel Farm - Containment,,,,,,
,,Building 2.02 - In Ground Conduit - Building 2.02 - Part 1,,Site QA,Fuel Farm,Containment,Building 2.02,In Ground Conduit - Building 2.02 - Part 1,,
,,Building 2.02 - In Ground Conduit - Building 2.02 - Part 2,,Site QA,Fuel Farm,Containment,Building 2.02,In Ground Conduit - Building 2.02 - Part 2,,
,,Building 2.03 - In Ground Conduit - Building 2.03,,Site QA,Fuel Farm,Containment,Building 2.03,In Ground Conduit - Building 2.03,,
,,Building 3.03 - In Ground Conduit - Building 3.03,,Site QA,Fuel Farm,Containment,Building 3.03,In Ground Conduit - Building 3.03,,
,,Building 3.06 - In Ground Conduit - Building 3.06,,Site QA,Fuel Farm,Containment,Building 3.06,In Ground Conduit - Building 3.06,,
,,Landside - HV Installation,grouping,Landside - HV Installation,,,,,,
,,HV INGROUND MAIN LOT - LS1.01,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.01,
,,HV INGROUND MAIN LOT - LS1.02,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.02,
,,HV INGROUND MAIN LOT - LS1.03,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.03,
,,HV INGROUND MAIN LOT - LS1.04,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.04,
,,HV INGROUND MAIN LOT - LS1.05,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.05,
,,HV INGROUND MAIN LOT - LS1.06,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.06,
,,HV INGROUND MAIN LOT - LS1.07,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.07,
,,HV INGROUND MAIN LOT - LS1.08,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.08,
,,HV INGROUND MAIN LOT - LS1.09,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.09,
,,HV INGROUND MAIN LOT - LS1.10,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.10,
,,HV INGROUND MAIN LOT - LS1.11,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.11,
,,HV INGROUND MAIN LOT - LS1.12,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.12,
,,HV INGROUND MAIN LOT - LS1.13,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.13,
,,HV INGROUND MAIN LOT - LS1.14,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.14,
,,HV INGROUND MAIN LOT - LS1.15,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.15,
,,HV INGROUND MAIN LOT - LS1.16,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.16,
,,HV INGROUND MAIN LOT - LS1.17,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.17,
,,HV INGROUND MAIN LOT - LS1.18,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.18,
,,HV INGROUND MAIN LOT - LS1.19,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.19,
,,HV INGROUND MAIN LOT - LS1.20,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.20,
,,HV INGROUND MAIN LOT - LS1.21,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.21,
,,HV INGROUND MAIN LOT - LS1.22,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.22,
,,HV INGROUND MAIN LOT - LS1.23,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.23,
,,HV INGROUND MAIN LOT - LS1.24,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.24,
,,HV INGROUND MAIN LOT - LS1.25,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.25,
,,HV INGROUND MAIN LOT - LS1.26,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.26,
,,HV INGROUND MAIN LOT - LS1.27,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.27,
,,HV INGROUND MAIN LOT - LS1.28,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.28,
,,HV INGROUND MAIN LOT - LS1.29,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.29,
,,HV INGROUND MAIN LOT - LS1.30,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.30,
,,HV INGROUND MAIN LOT - LS1.31,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.31,
,,HV INGROUND MAIN LOT - LS1.32,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.32,
,,HV INGROUND MAIN LOT - LS1.33,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.33,
,,HV INGROUND MAIN LOT - LS1.34,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.34,
,,HV INGROUND MAIN LOT - LS1.35,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.35,
,,HV INGROUND MAIN LOT - LS1.36,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.36,
,,HV INGROUND MAIN LOT - LS1.37,,Site QA,Landside,HV Installation,HV Conduits install,HV INGROUND MAIN LOT,LS1.37,
