Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
First Fix - Apartment Corridors Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,BUILDING A,grouping,BUILDING A,,,,
,,Building A - Level 2,,Level 2,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 3,,Level 3,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 4,,Level 4,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 5,,Level 5,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 6,,Level 6,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 7,,Level 7,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 8,,Level 8,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 9,,Level 9,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 10,,Level 10,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 11,,Level 11,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building A - Level 12,,Level 12,Building A,Apartment corridors,Common Areas,QA - First Fix Electrical
,,BUILDING B,grouping,BUILDING B,,,,
,,Building B - Level 2,,Level 2,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building B - Level 3,,Level 3,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building B - Level 4,,Level 4,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building B - Level 5,,Level 5,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building B - Level 6,,Level 6,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building B - Level 7,,Level 7,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building B - Level 8,,Level 8,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building B - Level 9,,Level 9,Building B,Apartment corridors,Common Areas,QA - First Fix Electrical
,,BUILDING C,grouping,BUILDING C,,,,
,,Building C - Level 1,,Level 1,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 2,,Level 2,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 3,,Level 3,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 4,,Level 4,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 5,,Level 5,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 6,,Level 6,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 7,,Level 7,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 8,,Level 8,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 9,,Level 9,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 10,,Level 10,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 11,,Level 11,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,,Building C - Level 12,,Level 12,Building C,Apartment corridors,Common Areas,QA - First Fix Electrical
,Columns,,,,,,,
,,Cabling,,Cabling,,,,
,,Wall,,Wall,,,,
,,Ceilings,,Ceilings,,,,
,,,,,,,,
Second Fix - Apartment Corridors Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,BUILDING A,grouping,BUILDING A,,,,
,,Building A - Level 2,,Level 2,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 3,,Level 3,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 4,,Level 4,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 5,,Level 5,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 6,,Level 6,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 7,,Level 7,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 8,,Level 8,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 9,,Level 9,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 10,,Level 10,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building A - Level 11,,Level 11,Building A,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,BUILDING B,grouping,BUILDING B,,,,
,,Building B - Level 2,,Level 2,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building B - Level 3,,Level 3,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building B - Level 4,,Level 4,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building B - Level 5,,Level 5,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building B - Level 6,,Level 6,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building B - Level 7,,Level 7,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building B - Level 8,,Level 8,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building B - Level 9,,Level 9,Building B,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,BUILDING C,grouping,BUILDING C,,,,
,,Building C - Level 1,,Level 1,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 2,,Level 2,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 3,,Level 3,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 4,,Level 4,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 5,,Level 5,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 6,,Level 6,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 7,,Level 7,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 8,,Level 8,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 9,,Level 9,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 10,,Level 10,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 11,,Level 11,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,,Building C - Level 12,,Level 12,Building C,Apartment corridors,Common Areas,QA - Second Fix Electrical
,Columns,,,,,,,
,,Emergency lights installed (Battery plugged in)?,,Emergency lights installed (Battery plugged in)?,,,,
,,General lights installed?,,General lights installed?,,,,
,,Light switches/panels installed?,,Light switches/panels installed?,,,,
,,Power points installed?,,Power points installed?,,,,
,,Motion sensor installed?,,Motion sensor installed?,,,,
,,Tested & Commissioned?,,Tested & Commissioned?,,,,
