type,name,values,prefix,postfix,usage count,user addable,template name
checklist-sectioned,QA - PT Beams,,,,,Yes,QA - PT Beams
checkpoint-group,Delivery/material check,,,,,,
checkpoint-status,Material delivered to site correct,,,,,,
checkpoint-group,Workface acceptance,,,,,,
checkpoint-status,Safe & accessible,,,,,,
checkpoint-group,Top bars,,,,,,
checkpoint-status,Bar diameter/spacing,,,,,,
checkpoint-status,Lap,,,,,,
checkpoint-status,Correct grade 300 or 500 noted in comments with photos ,,,,,,
checkpoint-status,Not obstructing PT,,,,,,
checkpoint-status,Eye bars,,,,,,
checkpoint-group,Bottom bars,,,,,,
checkpoint-status,Bar diameter/spacing,,,,,,
checkpoint-status,Lap,,,,,,
checkpoint-status,Correct grade 300 or 500 noted in comments with photos ,,,,,,
checkpoint-status,Not obstructing PT,,,,,,
checkpoint-status,Eye bars,,,,,,
checkpoint-group,Side bars,,,,,,
checkpoint-status,Bar diameter/spacing,,,,,,
checkpoint-status,Correct grade 300 or 500 noted in comments with photos ,,,,,,
checkpoint-status,Bar diameter/spacing ,,,,,,
checkpoint-status,Lap,,,,,,
checkpoint-status,Correct dimensions,,,,,,
checkpoint-group,Stirrups/links,,,,,,
checkpoint-status,Bar diameter/grade/spacing ,,,,,,
checkpoint-status,Correct grade 300 or 500 noted in comments with photos ,,,,,,
checkpoint-status,Correct dimensions,,,,,,
checkpoint-group,Starter bars,,,,,,
checkpoint-status,Set out,,,,,,
checkpoint-status,Correct grade 300 or 500 noted in comments with photos ,,,,,,
checkpoint-status,Sufficient protruding lap with holding stirrup,,,,,,
checkpoint-group,Concrete cover,,,,,,
checkpoint-status,Cover blocks/chairs/spacers correct mm - CRITICAL,,,,,,
checkpoint-group,Miscellaneous,,,,,,
checkpoint-status,Penetrations trimmers,,,,,,
checkpoint-status,Pan trimmers,,,,,,
checkpoint-status,U-bars over anchors,,,,,,
checkpoint-status,Terminators/Couplers installed correctly,,,,,,
checkpoint-group,Review & Handover,,,,,,
checkpoint-status,"All reinforcing installed correctly, checked & reviewed as per specification",,,,,,
checkpoint-status,Area left clean & tidy,,,,,,
,,,,,,,
checklist-sectioned,QA - PT Slab,,,,,Yes,QA - PT Slab
checkpoint-group,Delivery/material check,,,,,,
checkpoint-status,Material delivered to site correct,,,,,,
checkpoint-group,Workface acceptance,,,,,,
checkpoint-status,Safe,,,,,,
checkpoint-group,Slab,,,,,,
checkpoint-status,Distribution Steel B1. Bar diameter/spacing,,,,,,
checkpoint-status,Distribution Steel B2. Bar diameter/spacing,,,,,,
checkpoint-status,T1/T2. Bar diameter/spacing,,,,,,
checkpoint-status,"Laps B1,B2/T1,T2",,,,,,
checkpoint-status,Correct grade 300 or 500 noted in comments with photos ,,,,,,
checkpoint-status,Stagger,,,,,,
checkpoint-status,Saddle bars over beams,,,,,,
checkpoint-status,Starters thru CJ,,,,,,
checkpoint-status,Protruding lap length past CJ,,,,,,
checkpoint-status,Penetration trimmers ,,,,,,
checkpoint-status,Pan trimmers,,,,,,
checkpoint-status,Cover blocks/chairs/spacers correct mm - CRITICAL,,,,,,
checkpoint-group,Review & Handover,,,,,,
checkpoint-status,"All reinforcing installed correctly, checked & reviewed as per specification",,,,,,
checkpoint-status,Area left clean & tidy,,,,,,
