type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,QA - Alberton,,,,,,QA - Alberton
checkpoint,Substrate ready to start work,,,,,,
checkpoint,Mid floor framing,,,,,,
checkpoint,Mid floor stringer bolt fixing,,,,,,
checkpoint,Mid floor joist hangers,,,,,,
checkpoint,Mid floor double joist nail plates (Top & Bottom),,,,,,
checkpoint,Strap brace around PFC beam (Front & back),,,,,,
checkpoint,Plywood mid floor,,,,,,
checkpoint,Plywood fixing,,,,,,
checkpoint,Front and back framing,,,,,,
checkpoint,Roof framing,,,,,,
checkpoint,Roof framing stringer bolt fixing,,,,,,
checkpoint,Roof framing joist hanger,,,,,,
checkpoint,Pfc beam packing front and back (ground),,,,,,
checkpoint,Wall framing front and back (ground),,,,,,
checkpoint,Straping ground floor and level 1,,,,,,
checkpoint,Internal walls ground floor and level 1,,,,,,
checkpoint,Weatherline,,,,,,
