"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"Level G - A0.1","dynamic","a0.1","level g","site qa"
,,"Level G - A0.2","dynamic","a0.2","level g","site qa"
,,"Level G - A0.3","dynamic","a0.3","level g","site qa"
,,"Level G - CORRIDOR","dynamic","corridor","level g","site qa"
,,"Level G - Media","dynamic","media","level g","site qa"
,,"Level G - Consult","dynamic","consult","level g","site qa"
,,"Level G - Nurse","dynamic","nurse","level g","site qa"
,,"Level G - ACTIVITY","dynamic","activity","level g","site qa"
,,"Level G - LOBBY","dynamic","lobby","level g","site qa"
,,"Level G - MANAGERS","dynamic","managers","level g","site qa"
,,"Level G - SALES","dynamic","sales","level g","site qa"
,,"Level G - STAFF","dynamic","staff","level g","site qa"
,,"Level G - OFFICE","dynamic","office","level g","site qa"
,,"Level G - TOILET","dynamic","toilet","level g","site qa"
,,"Level G - STAIR","dynamic","stair","level g","site qa"
,,"Level 1 - A1.01","dynamic","level 1","a1.01","site qa"
,,"Level 1 - A1.02","dynamic","a1.02","level 1","site qa"
,,"Level 1 - A1.03","dynamic","a1.03","level 1","site qa"
,,"Level 1 - A1.04","dynamic","level 1","a1.04","site qa"
,,"Level 1 - A1.05","dynamic","level 1","a1.05","site qa"
,,"Level 1 - A1.07","dynamic","a1.07","level 1","site qa"
,,"Level 1 - A1.08","dynamic","level 1","a1.08","site qa"
,,"Level 1 - A1.09","dynamic","level 1","a1.09","site qa"
,,"Level 1 - A1.10","dynamic","a1.10","level 1","site qa"
,,"Level 1 - A1.11","dynamic","level 1","a1.11","site qa"
,,"Level 1 - A1.12","dynamic","level 1","a1.12","site qa"
,,"Level 1 - A1.13","dynamic","a1.13","level 1","site qa"
,,"Level 1 - A10.6","dynamic","a10.6","level 1","site qa"
,,"Level 1 - CORRIDOR","dynamic","level 1","corridor","site qa"
,,"Level 2 - A2.01","dynamic","a2.01","level 2","site qa"
,,"Level 2 - A2.02","dynamic","a2.02","level 2","site qa"
,,"Level 2 - A2.03","dynamic","a2.03","level 2","site qa"
,,"Level 2 - A2.04","dynamic","level 2","a2.04","site qa"
,,"Level 2 - A2.05","dynamic","a2.05","level 2","site qa"
,,"Level 2 - A2.06","dynamic","a2.06","level 2","site qa"
,,"Level 2 - A2.07","dynamic","a2.07","level 2","site qa"
,,"Level 2 - A2.08","dynamic","level 2","a2.08","site qa"
,,"Level 2 - A2.09","dynamic","a2.09","level 2","site qa"
,,"Level 2 - A2.10","dynamic","a2.10","level 2","site qa"
,,"Level 2 - A2.11","dynamic","level 2","a2.11","site qa"
,,"Level 2 - A2.12","dynamic","a2.12","level 2","site qa"
,,"Level 2 - A2.13","dynamic","a2.13","level 2","site qa"
,,"Level 2 - CORRIDOR","dynamic","corridor","level 2","site qa"
,,"Level 3 - A3.01","dynamic","a3.01","level 3","site qa"
,,"Level 3 - A3.02","dynamic","a3.02","level 3","site qa"
,,"Level 3 - A3.03","dynamic","a3.03","level 3","site qa"
,,"Level 3 - A3.04","dynamic","a3.04","level 3","site qa"
,,"Level 3 - A3.05","dynamic","a3.05","level 3","site qa"
,,"Level 3 - A3.06","dynamic","a3.06","level 3","site qa"
,,"Level 3 - A3.07","dynamic","a3.07","level 3","site qa"
,,"Level 3 - A3.08","dynamic","a3.08","level 3","site qa"
,,"Level 3 - A3.09","dynamic","a3.09","level 3","site qa"
,,"Level 3 - A3.10","dynamic","a3.10","level 3","site qa"
,,"Level 3 - A3.11","dynamic","a3.11","level 3","site qa"
,,"Level 3 - A3.12","dynamic","a3.12","level 3","site qa"
,,"Level 3 - A3.13","dynamic","a3.13","level 3","site qa"
,,"Level 3 - CORRIDOR","dynamic","corridor","level 3","site qa"
,"Columns"
,,"Manufacture",,"manufacture"
,,"Delivery",,"delivery"
,,"Window Opening",,"window opening"
,,"Installation",,"installation"
,,"Sealant",,"sealant"
,,"Flashings/Trims/Support Bar",,"flashings/ trims / support bar"
,,"Glazing",,"glazing"
,,"Handover",,"handover"

