Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Stage 1  - Second Floor,dynamic,Stage 1 ,Second Floor
,,Stage 2  - Second Floor,dynamic,Stage 2 ,Second Floor
,,Stage 3  - First Floor,dynamic,Stage 3 ,First Floor
,,Stage 4  - First Floor,dynamic,Stage 4 ,First Floor
,,Stage 5  - First Floor/Curtain Wall ,dynamic,Stage 5 ,First Floor/Curtain Wall 
,,Stage 5  - South,dynamic,Stage 5 ,South
,,Stage 6  - First Floor/Curtain Wall,dynamic,Stage 6 ,First Floor/Curtain Wall
,,Stage 6  - North,dynamic,Stage 6 ,North
,,Stage 7  - Ground Floor,dynamic,Stage 7 ,Ground Floor
,,Stage 8 - Ground Floor,dynamic,Stage 8,Ground Floor
,,Stage 9  - First Floor/Curtain Wall,dynamic,Stage 9 ,First Floor/Curtain Wall
,,Stage 10  - First Floor/Curtain Wall,dynamic,Stage 10 ,First Floor/Curtain Wall
,,Stage 11  - Ground/Curtain Wall,dynamic,Stage 11 ,Ground/Curtain Wall
,Columns,,,,
,,Opening,,Opening,
,,Installation,,Installation,
,,Glazing,,Glazing,
,,Handover,,Handover,
