"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ef049b9b-41ec-4b1e-9739-86820aa3d56f","","folder-normal","","","step","TRUE","FALSE","Project QA"
"8fa7a287-a7de-4f0e-83c9-0e7054913390","","folder-normal","","","step","TRUE","FALSE","Project QA","SWG01"
"29c5a845-db80-45dc-a4b3-3bc9df782345","","checklist-sectioned","","29b7cf58f72abeae0531b936ca415e09d44827bca20564e28bd2143201a598b6","checklist","FALSE","FALSE","Project QA","SWG01","Installation"
"0df13530-f9e2-5430-8abf-0ada161f8bcc","","checkpoint-group","","","","FALSE","FALSE","Project QA","SWG01","Installation","Pre-Install"
"895fcba7-f789-57c9-92c1-b6ff11a14c7b","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Pre-Install","Opening correct (level and square within tolerance)"
"02844b15-6e5a-5f37-b208-fdb07c9b9eba","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Pre-Install","Opening wrapped and prepared"
"76cbc4a3-c955-5ec2-b644-9f4de7e40699","","checkpoint-group","","","","FALSE","FALSE","Project QA","SWG01","Installation","Install"
"7e161312-bdd2-5bf7-9bfd-10aa054f5319","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","Installed correctly to details (Shop Drawings)"
"8aa0c489-4a90-5ee4-84b5-0417caa67a96","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","Airseal installed and continuous"
"3d5f7b85-f897-5af8-9759-c5277291440f","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","Sill flashing installed, Wanz bar installed."
"6fbe6eec-0aff-5796-972d-1cedd7c278a4","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","Head and jamb flashings installed as required"
"f49446ff-004d-50ae-9acc-8013ff40c550","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","All wedge and backing rubbers present and continuous"
"6bcf4f39-d349-5d0f-923a-92770d47694c","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","Hardware- Operating smoothly and correctly"
"f3e0ebd0-84d0-5017-8a0a-20bb21273b57","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","Door hung square and operating smoothly"
"f72ee709-d230-59eb-a7c3-b6ad11c0ea11","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Install","Frames trade clean and free of any marks or scratches"
"ad520062-cedd-5aa0-9edd-37f0ddb8d3fe","","checkpoint-group","","","","FALSE","FALSE","Project QA","SWG01","Installation","Glazing"
"65dfa6fe-e149-5b7a-96f5-3c74bcf005c9","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Glazing","Glazing installed correctly and undamaged"
"ed51c89f-e343-532d-99ea-2d9de92a49fd","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Glazing","Glazing rubbers re complete and continuous"
"516f5ce1-7af9-5985-9f51-d198d0c1c23e","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Installation","Glazing","Glass trade clean and stickers removed"
"1750a782-96b6-4440-9f5f-0c2cdf142d5e","","checklist-flat","","Handover","checklist-flat","FALSE","FALSE","Project QA","SWG01","Handover"
"14394c65-7b75-5063-87a2-756235be9635","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Handover","All works completed by Hagley as per specified requirements"
"ad969a3f-b89e-5785-a192-af046b56d8ef","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Handover","Hagley representative signature"
"61dc41ab-f7c4-5022-b1da-40213cc7df29","","holdpoint","","","","TRUE","TRUE","Project QA","SWG01","Handover","SIGN HERE"
"06fbdfab-c406-5b6b-a3a2-4106ea7dc184","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG01","Handover","Construction company representative signature"
"ed2c83f1-6fae-5ff1-bb19-88791548bf3a","","holdpoint","","","","TRUE","TRUE","Project QA","SWG01","Handover","SIGN HERE"
"579644d8-e893-4b9e-b308-688badc33630","","folder-normal","","","step","TRUE","FALSE","Project QA","SWG02"
"a9ad4550-9f95-4cbb-81fa-d335a7bae77b","","checklist-sectioned","","29b7cf58f72abeae0531b936ca415e09d44827bca20564e28bd2143201a598b6","checklist","FALSE","FALSE","Project QA","SWG02","Installation"
"753d2d3e-8849-51b6-810e-a5dd1f72f7a3","","checkpoint-group","","","","FALSE","FALSE","Project QA","SWG02","Installation","Pre-Install"
"d087a2ce-76ed-582a-996a-0f5f335bb707","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG02","Installation","Pre-Install","Opening correct (level and square within tolerance)"
"b1b1bf3e-c2fc-5791-9172-3ffc248f5827","","checkpoint-status","","","","TRUE","TRUE","Project QA","SWG02","Installation","Pre-Install","Opening wrapped and prepared"
"1f4aeac2-64ae-5bcc-9fa6-36ec359c0597","","checkpoint-group","","","","FALSE","FALSE","Project QA","SWG02","Installation","Install"
