"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fce823df-ea76-4957-94e7-43c1ef990011","","folder-normal","fail","","step","TRUE","FALSE","Project Build QA "
"3e564a77-d961-46a7-8ea0-3caa2c50f46f","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"
"152708f9-e9f5-41c2-a24e-5a9c1fbbb4b4","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Project Build QA ","Site Establishment, Setout & Civil","Site Establishment "
"8eeb8e95-0b3b-4b49-aef9-767d4e895a6d","","checklist-flat","work-in-progress","QA - Site Establishment Checklist (V2)","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil","Site Establishment ","Initial Site Establishment"
"e80eb437-ad40-4210-a9d3-548126ccb252","","checklist-flat","work-in-progress","QA - Site Establishment Checklist - Block A (V1)","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil","Site Establishment ","Site Establishment - Block A"
"80b1b9f7-68fa-41db-9c57-b89e6ab72ab4","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Project Build QA ","Site Establishment, Setout & Civil","Site Establishment "," S Block"
"24e02b33-23dc-4dcf-ae75-d278856846ae","","checklist-flat","work-in-progress","QA - Site Establishment Checklist (V2)","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil","Site Establishment "," S Block","Initial Site Establishment"
"6ba94125-fc1a-450f-8765-99084002af5b","","folder-progress","pass","","checklist","TRUE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Site Setout / Survey Records"
"a0d3d4c6-8cea-406e-a203-5419e2de54b7","","checklist-flat","pass","QA - Setout / Surveying UPLOAD Checklist (V1)","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Site Setout / Survey Records","Point Cloud Survey UPLOAD "
"fe910075-9a50-4ebc-9b91-42eb9b4ffde8","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"
"90730582-e05a-452d-80c5-991ac2ab7a0a","Unsupported Children: folder-normal Installation - Sewer Lines / Waste Water(e879cb9a-09ee-42a7-8076-6046ab3acccc)","checklist-sectioned","not-started","2cb609aa52626da04aa41f822701c2007d878edbf7933117dcbe972b485374f3","checklist","TRUE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines"
"e879cb9a-09ee-42a7-8076-6046ab3acccc","","folder-normal","not-started","","step","TRUE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water"
"f01d3dce-6b78-40a0-aa16-22cc75391f47","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","Upstream from SSMH 1"
"e5495504-14dc-4d52-9081-0e6bb242499c","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","SSMH 1 - Man Hole Install"
"3857f624-7c6f-4dbb-bea0-dd37811bff9a","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","Pipe Install (SSMH 1 - SSMH 2)"
"47a33ae0-c0d4-4e41-b64a-6261ae195ae6","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","SSMH 2 - Man Hole Install"
"33c6eadc-cf03-4c8c-88bd-991f6ea3c466","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","Pipe Install (SSMH 2 - SSMH 4)"
"81ea856c-e34d-43b2-ba0e-76fc5f163ed1","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","SSMH 4 - Man Hole Install"
"81e08972-8bad-4750-933c-846798fb0c43","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","Pipe Install (SSMH 4 - SSMH 5)"
"b50722ff-6deb-4179-ad5e-eb3e3dbfd018","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","SSMH 5 - Man Hole Install"
"865b8aca-fc43-4699-bf08-f0f0fd297b5b","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","Pipe Install (SSMH 5 - SSMH 6)"
"5f753508-6b43-4c48-9922-a13e13cc4f2a","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project Build QA ","Site Establishment, Setout & Civil"," Drainage (Sewer & Stormwater)"," Sewer Lines","Installation - Sewer Lines / Waste Water","SSMH 6 - Man Hole Install"
