"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4bc9725d-fdb8-4052-8949-76dc69db8366","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Internal Plant rooms"
"e913f6d6-665f-4fbe-94d6-48a5bb497490","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Internal Plant rooms","Basement 2"
"6b5c935b-2d5e-439f-92a1-106766866930","","checklist-flat","not-started","SYS - Tanking to Refuse Room and Domestic/Rainwater pump & tank room","checklist-flat","FALSE","FALSE","Waterproofing to Internal Plant rooms","Basement 2","Tanking to Refuse Room and Domestic/Rainwater pump & tank room"
"fee9e61d-ead7-4238-9593-e9e2c2635d3d","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Internal Plant rooms","Basement 1"
"140e744f-245e-4a4d-967c-50b281e4d91d","","checklist-flat","not-started","SYS - Tanking to Refuse Room and Domestic/Rainwater pump & tank room","checklist-flat","FALSE","FALSE","Waterproofing to Internal Plant rooms","Basement 1","Tanking to Fire tank & pump room and Water meter room"
"155ba4a5-57aa-4012-8034-e78c6caf696c","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Internal Plant rooms","Ground Floor"
"796c8c43-1e2c-42dc-9b2d-c4f67473b1fb","","checklist-flat","not-started","SYS - Tanking to Refuse Room and Domestic/Rainwater pump & tank room","checklist-flat","FALSE","FALSE","Waterproofing to Internal Plant rooms","Ground Floor","Waterproofing to GF Pool Plant"
"871e7d43-f5dc-4e9c-91f8-b912f73fc2b0","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Internal Plant rooms","Level 02 (SPA Plant)"
"d76b3c43-6cc1-4c2c-9f63-202f57b42655","","checklist-flat","not-started","SYS - Tanking to Refuse Room and Domestic/Rainwater pump & tank room","checklist-flat","FALSE","FALSE","Waterproofing to Internal Plant rooms","Level 02 (SPA Plant)","Waterproofing to Level 02 SPA Plant"
"42f16d6a-c5cf-4242-aac5-3e0a3e2577bb","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Internal Plant rooms","Level 03"
"561c5ab0-6b12-4d63-8be2-9b3e551db8be","","checklist-flat","not-started","SYS - Tanking to Refuse Room and Domestic/Rainwater pump & tank room","checklist-flat","FALSE","FALSE","Waterproofing to Internal Plant rooms","Level 03","Waterproofing to Level 03 Plant room"
"41ed5996-bfa0-4099-af81-32f39014c318","","folder-normal","not-started","","step","TRUE","FALSE","lift pit internal sides, Negative Tanking - No warranty"
"ac62dba8-9f20-4751-a5d2-bc7ad8ff9c8a","","folder-normal","not-started","","step","TRUE","FALSE","lift pit internal sides, Negative Tanking - No warranty","WP Membrane to internal floor and walls of Lift Pit"
"e0d116a4-0772-4d70-9c0e-a87efed6bbe3","","checklist-flat","not-started","SYS - Membrane internal lift pit floor and 2000mm up to walls","checklist-flat","FALSE","FALSE","lift pit internal sides, Negative Tanking - No warranty","WP Membrane to internal floor and walls of Lift Pit","Membrane internal lift pit floor and 2000mm up to walls"
"4827088c-24d0-45a4-b8d8-4654caa981dd","","folder-normal","not-started","","step","TRUE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)"
"ba676526-079f-447e-b12b-108fc6118de5","","folder-normal","not-started","","step","TRUE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 02 (Terrace)"
"57cde074-b60d-497e-8385-7eb27aeb4106","","checklist-flat","not-started","SYS - Waterproofing to Level 02 Terrace","checklist-flat","FALSE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 02 (Terrace)","Waterproofing to Level 02 Terrace"
"0bf1ebba-25ab-4c30-b5a8-6a141062111e","","checklist-flat","not-started","SYS - Touch up to existing membrane to above","checklist-flat","FALSE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 02 (Terrace)","Touch up to existing membrane to above"
"8ad2ae85-6db7-45cf-9f7c-946a01639d49","","folder-normal","not-started","","step","TRUE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 14"
"7a05c5c0-0395-4b8d-b0c9-ee2cc3b0ea0a","","checklist-flat","not-started","SYS - Waterproofing to Level 02 Terrace","checklist-flat","FALSE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 14","Waterproofing to Level 14 - Roof terrace - plant / access areas"
"0ab05adc-1421-4cb8-a2ac-ebb935160753","","folder-normal","not-started","","step","TRUE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 15"
"98ef3fb4-0c13-4b8f-a9b6-4d063b4562e7","","checklist-flat","not-started","SYS - Waterproofing to Level 02 Terrace","checklist-flat","FALSE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 15","Waterproofing to Level 15 Roof Plant"
"69de8a18-ec23-4394-8dc3-2095ca9710cb","","checklist-flat","not-started","SYS - Waterproofing to Level 02 Terrace","checklist-flat","FALSE","FALSE","External Terrace / Roof (Trafficable - UV-Exposed)","Level 15","Waterproofing to Lift Lid and stair lid"
"fe031b2b-d4c5-4603-b68c-ae41e1318194","","folder-normal","not-started","","step","TRUE","FALSE","External Terrace / Roof (Non-UV Exposed)"
"a364ad77-1a81-478f-bb56-67f27914c99a","","folder-normal","not-started","","step","TRUE","FALSE","External Terrace / Roof (Non-UV Exposed)","Level 14 Roof Terrace (under Pavings)"
"f29f773d-19c4-4536-93c6-f3f1c92917e8","","checklist-flat","not-started","SYS - Touch up to existing membrane to above","checklist-flat","FALSE","FALSE","External Terrace / Roof (Non-UV Exposed)","Level 14 Roof Terrace (under Pavings)","Waterproofing to Level 14 - Roof terrace"
"737b6ef3-6855-4f63-9b01-036a024ba470","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pool Area"
"e4e3c883-e0e1-4164-a459-796990612a60","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pool Area","Level 01 Pool/Spa - Primary waterproofing"
"c4a32ab9-5032-4fbd-a483-303fa6855cd3","","checklist-flat","work-in-progress","SYS - Waterproofing to Pool Area floor","checklist-flat","FALSE","FALSE","Pool Area","Level 01 Pool/Spa - Primary waterproofing","Waterproofing to Pool Area floor"
"5f20f7fe-9475-40ac-a434-75ff782f710f","","checklist-flat","work-in-progress","SYS - Waterproofing to Pool Area floor","checklist-flat","FALSE","FALSE","Pool Area","Level 01 Pool/Spa - Primary waterproofing","Waterproofing to Walls - 1800 mm"
"e6580725-461f-41ef-b4e8-9dc0b379758d","","folder-normal","not-started","","step","TRUE","FALSE","Pool Area","Level 01 Pool/Spa - 2nd set of waterproofing to the pool"
"806a2fa4-a19f-45d7-84d2-6513bb2a892b","","checklist-flat","not-started","SYS - Waterproofing to Pool Area floor","checklist-flat","FALSE","FALSE","Pool Area","Level 01 Pool/Spa - 2nd set of waterproofing to the pool","Waterproofing to Pool Area floor"
"8e7b9096-d03f-418f-babd-cd5df07b8171","","checklist-flat","not-started","SYS - Waterproofing to Pool Area floor","checklist-flat","FALSE","FALSE","Pool Area","Level 01 Pool/Spa - 2nd set of waterproofing to the pool","Waterproofing to Walls , Hobs, Plinth"
"ab583aa5-618d-454f-a979-9c1af9a24b62","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Level 02 Façade Hob"
"548ce896-426d-4da4-85e8-a0d4d8ae47e7","","folder-normal","not-started","","step","TRUE","FALSE","Waterproofing to Level 02 Façade Hob","Level 02"
"b776d602-2329-4a82-afc2-6a1139131b40","","checklist-flat","not-started","SYS - Tanking to Refuse Room and Domestic/Rainwater pump & tank room","checklist-flat","FALSE","FALSE","Waterproofing to Level 02 Façade Hob","Level 02","Waterproofing to level 02 Façade hob (up and over hob)"
