"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"961b9610-7233-4496-a98b-47a1929ed86d","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 1"
"a62de4f1-af0d-460f-bd4c-73076b5b2149","","checklist-flat","not-applicable","Attachment Checklist","checklist-flat","FALSE","FALSE","POND 1","Attachment"
"635970c2-e511-46d5-98b6-6bbdb3be5b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 1","Membrane"
"e2327b2f-c7a1-44a6-990b-67c4deeacad2","","checklist-sectioned","work-in-progress","Sika-SikaFloor 160 + Sikalastic 888 Hybrid","checklist","FALSE","FALSE","POND 1","Membrane","Sika-SikaFloor 160 + Sikalastic 888 Hybrid"
"b2f3cfb1-d669-4643-a12d-32c0b368e553","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 2"
"21a30f52-2e4b-4cd2-9613-0341aa2b2490","","checklist-flat","not-applicable","Attachment Checklist","checklist-flat","FALSE","FALSE","POND 2","Attachment"
"dfc7220b-88a7-4615-8994-306fd6977c52","","folder-normal","pass","","step","TRUE","FALSE","POND 2","Joints"
"67952df1-a1d9-4af4-bd6e-baffbac7cbe5","","checklist-sectioned","pass","Sika Checklist - Combiflex SG + Sikadur 31 CF","checklist","FALSE","FALSE","POND 2","Joints","Sika Checklist - Combiflex SG + Sikadur 31 CF"
"2c1389e4-99f9-49e6-947e-8f2742b57335","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 2","Membrane"
"d741be83-6d24-42d8-90c8-80cef0c2a866","","checklist-sectioned","work-in-progress","Sika-SikaFloor 160 + Sikalastic 888 Hybrid","checklist","FALSE","FALSE","POND 2","Membrane","Sika-SikaFloor 160 + Sikalastic 888 Hybrid"
"2781b399-2186-4bdb-9237-55a1b8a16222","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 3-A"
"036c2a10-7106-422e-bd1a-7122bb907123","","checklist-flat","not-applicable","Attachment Checklist","checklist-flat","FALSE","FALSE","POND 3-A","Attachment"
"a46ea2d2-e1d1-460f-aae8-b2698f7816d5","","folder-normal","pass","","step","TRUE","FALSE","POND 3-A","Joints"
"6395b618-e117-4847-ac14-df84dea0605f","","checklist-sectioned","pass","Sika Checklist - Combiflex SG + Sikadur 31 CF","checklist","FALSE","FALSE","POND 3-A","Joints","Sika Checklist - Combiflex SG + Sikadur 31 CF"
"e7bb9d29-3423-4cee-8786-89aa0f9b5051","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 3-A","Membrane"
"a148f130-b7d1-4b80-ac11-8955281b149e","","checklist-sectioned","work-in-progress","Sika-SikaFloor 160 + Sikalastic 888 Hybrid","checklist","FALSE","FALSE","POND 3-A","Membrane","Sika-SikaFloor 160 + Sikalastic 888 Hybrid"
"98fb6cdf-5b06-4feb-86dd-37df15d3be8c","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 3-B"
"fc76ceda-c319-4fb8-af9e-ca28d3700488","","checklist-flat","not-applicable","Attachment Checklist","checklist-flat","FALSE","FALSE","POND 3-B","Attachment"
"e896aabf-585c-48fe-95c4-a5f7575ffa2a","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 3-B","Joints"
