"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1eef60e-af78-4a42-b30c-c1f54b5109a5","","folder-normal","pass","","step","TRUE","FALSE","PKV-LFT-0004 - LIFT TYPE 1 SINGLE LIFT"
"9b822b19-e528-411a-b258-c38a40836bbb","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 4 - PKV-LFT-0005/0009 - LIFT TYPE 2 DOUBLE LIFT","Enviro HP1200"
"57d8be82-238a-4194-90fa-d7b30ab692f4","","folder-normal","not-started","","step","TRUE","FALSE","PKV-LFT-0006/0007  - LIFT TYPE 2 DOUBLE LIFT"
"092aaea5-233a-4288-9938-bb06b0ac8463","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","PKV-LFT-0006/0007  - LIFT TYPE 2 DOUBLE LIFT","Enviro HP1200"
"b4abc1da-37e3-4aaa-8169-e28dbdb1e0ee","","folder-normal","not-started","","step","TRUE","FALSE","MAIN ENTRANCE CANOPY"
"6e46feb7-e702-4134-8b77-6ac8a75fda20","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","MAIN ENTRANCE CANOPY","Enviro HP1200"
"fa521543-3ffd-4df1-aab6-379fcb38386f","","folder-normal","work-in-progress","","step","TRUE","FALSE","GATE KEEPERS COTTAGE ANCILLARY BUILDING"
"3c517c2f-0eb8-4a79-bb08-3d59c2c4e626","","checklist-flat","work-in-progress","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","GATE KEEPERS COTTAGE ANCILLARY BUILDING","Enviro HP1200"
"e9388fe1-8386-4efd-90f3-3a51af0df73b","","folder-normal","not-started","","step","TRUE","FALSE","PKV-LFT-0011  - LIFT TYPE 1 SINGLE LIFT"
"35d7e17a-2eb3-48d8-ab5d-f59ac551d925","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","PKV-LFT-0011  - LIFT TYPE 1 SINGLE LIFT","Enviro HP1200"
"0780396c-0b3a-4a72-850b-9595a495e321","","folder-normal","pass","","step","TRUE","FALSE","GRATTAN STREET EAST ANCILLARY BUILDING"
"254ad92c-4802-429c-8782-91f8e0e6c04e","","checklist-flat","pass","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","GRATTAN STREET EAST ANCILLARY BUILDING","Enviro HP1200"
"da71941d-3d38-45b8-99a6-25a4076a0d6d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Area 1 - VCCC Station Entry - Stair "
"104853ab-037d-4aa2-8ae9-82bcc9c89cf7","","checklist-flat","pass","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Area 1 - VCCC Station Entry - Stair ","Enviro 700X"
"d1b798af-8fb3-4a0f-828f-e702873b8986","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 1 - VCCC Station Entry - Stair ","Enviro HP1200"
"060ef112-7151-4bae-995e-b1ab48bf91ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Area 2 - RMH Station Entry Stair "
"fd94df99-db0f-4df7-b891-26aca54c9a35","","checklist-flat","pass","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Area 2 - RMH Station Entry Stair ","Enviro 700X"
"1cde4328-a2e2-4e88-90d6-470e300653eb","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 2 - RMH Station Entry Stair ","Enviro HP1200"
"6556ee2e-34d4-4727-8f53-a364c0671e86","","folder-normal","work-in-progress","","step","TRUE","FALSE","Area 3 - Internal room"
"761ee518-1929-4ce3-a024-97e9d8dd8995","","checklist-flat","work-in-progress","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Area 3 - Internal room","Enviro 700X"
"736192df-8ef3-4aa4-9d57-84d8b879c53a","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 3 - Internal room","Enviro HP1200"
"ccffdaa7-9936-468c-a1b5-93a93e91a333","","folder-normal","work-in-progress","","step","TRUE","FALSE","Area 4 - PKV-LFT-0005/0009 - LIFT TYPE 2 DOUBLE LIFT"
"67ae02b8-b5f6-41ba-b3be-b9b3b6904873","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 4 - PKV-LFT-0005/0009 - LIFT TYPE 2 DOUBLE LIFT","Enviro HP1200"
"2aa209c3-ad1f-4711-99f3-6b8fd50e1cea","","checklist-flat","pass","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Area 4 - PKV-LFT-0005/0009 - LIFT TYPE 2 DOUBLE LIFT","Enviro 700X"
"31ee164e-1291-4c73-ad9b-12f61b24b7ec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Area 5 - Skylights"
"71aed8ad-f908-42bd-9660-5f7c1e7e3917","","checklist-flat","pass","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Area 5 - Skylights","Enviro 700X"
"02bcc892-e985-4636-9772-a4a77dba9407","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 5 - Skylights","Enviro HP1200"
"737a2950-c2e7-42a6-b28b-1cfb10c90ff2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Area 6 - Around Station Escape & Ventilation"
"fdf34c66-60d2-43c4-b8eb-b576d2819262","","checklist-flat","pass","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Area 6 - Around Station Escape & Ventilation","Enviro 700X"
"67d2ce26-b275-49be-97cf-79e33213dfd3","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 6 - Around Station Escape & Ventilation","Enviro HP1200"
"22bd8584-823d-4d69-a02a-0d5a0614660a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Area 7 -  Drainage pit B4"
"9f5c740e-9396-47e4-b81d-d3c614a07cd9","","checklist-flat","pass","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Area 7 -  Drainage pit B4","Enviro 700X"
"0ebc2a12-7b90-4104-93a3-ff36674cc773","","checklist-flat","not-started","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Area 7 -  Drainage pit B4","Enviro HP1200"
"b1ded97e-bd0f-44c5-ad21-8a06327f291a","","folder-normal","not-started","","step","TRUE","FALSE","ROYAL PARADE ANCILLARY BUILDING"
"421bc69b-ae13-44a8-9d1a-fef06452bb03","","checklist-sectioned","not-started","HP1200 v1.1","checklist","FALSE","FALSE","ROYAL PARADE ANCILLARY BUILDING","HP1200 "
"962bc5f9-c955-40d4-a8ef-b88104d24fd4","","folder-normal","not-started","","step","TRUE","FALSE","Chiller Cafe"
"93d7a505-24a8-49e3-88ae-70a3946d49ed","","folder-normal","not-started","","step","TRUE","FALSE","Chiller Cafe","Walls"
"e0f37992-b938-47dc-b199-6f777cf1a279","","checklist-sectioned","not-started","Enviro 700X V1.0","checklist","FALSE","FALSE","Chiller Cafe","Walls","Enviro 700X V1.0"
"19416a0c-4198-4315-9802-1335c374bd85","","folder-normal","not-started","","step","TRUE","FALSE","Chiller Cafe","Floors"
"f9c2c4f0-3e2f-4dcd-95a5-18f8a1f50447","","checklist-sectioned","not-started","Enviro 700X V1.0","checklist","FALSE","FALSE","Chiller Cafe","Floors","Enviro 700X V1.0"
