"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1f38005d-a49c-427b-84ce-72a08505727d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)"
"d85dc76b-d570-4601-bcdd-8f0525027ef2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls"
"fded27bf-ffa0-4e90-b867-7c602b883cf9","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.A.Master Ensuite"
"bb326611-1379-4690-bdcc-31bcc8fd1d99","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.A Master WC"
"d907bc57-c9c3-4a7d-af1a-4b9ddfd8c0fb","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.A1 Second Bath 1"
"c37f87cc-8456-44ba-ae66-0ca4249ff34d","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.A2 Second Bath 2"
"fb5554e4-f136-4d5f-bf8d-3c73195bf85c","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.B Master Ensuite"
"316dafbd-40f5-4a62-a987-59ae9e24c293","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.B Master WC"
"add4b0a6-2910-448a-91b1-e51d22b91af8","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.B1 Second Bath 1"
"7c0b4e13-a772-42b6-8be4-9e5b91bdaa59","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.B2 Second Bath 2"
"b244dcbd-3142-440b-8814-f4750798f44e","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.C Master Ensuite"
"9a0badc9-7d35-4299-8ed2-e94a7be3ada9","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.C1 Second Bath "
"dfbe30a2-673c-4064-861a-b7b38e30b2bd","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.D Master Ensuite"
"8a095506-f11c-484e-a407-4aa3a15dd707","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 71 Luxury Membrane to Wet Area Floor and Walls","L.WA.D Second Bath"
"a45a1b17-d2b2-434d-8340-2caee20526ea","","folder-normal","work-in-progress","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66"
"cce95c1e-1032-4a0d-bec3-17f51797aba5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A "
"88ac9965-ac27-4c98-ab16-fbfc8bb116bd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Master Ensuite"
"48b05a8f-2869-40bb-b557-a25fbc6ec7fb","","checklist-sectioned","work-in-progress","Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Master Ensuite","Above Screed"
"1488c441-36f7-4a75-96b5-fe90011d68e5","","checklist-sectioned","work-in-progress","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Master Ensuite","Below Screed "
"70943b8f-029d-4772-85ce-753385b89455","","folder-normal","not-started","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Master WC"
"96a874f9-10f5-45a1-9447-cb9701f42d0e","","checklist-sectioned","not-started","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Master WC","Below Screed"
"a7ba039a-b573-4248-b3b8-5714be44e29e","","checklist-sectioned","not-started","Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Master WC","Above Screed"
"0c919f00-4be7-437b-9246-67b281ba8919","","folder-normal","not-started","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Second Bath 1"
"58b8100d-0257-48c0-b199-31021a6c7f7d","","checklist-sectioned","not-started","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Second Bath 1","Below Screed"
"5e100c31-0e42-424b-8b12-35254db8410f","","checklist-sectioned","not-started","Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Second Bath 1","Above Screed"
"77c0bcf0-11e6-483c-a62a-491a8271c81d","","folder-normal","not-started","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Second Bath 2"
"d9bc3cd8-1636-41a0-b14c-2c9015e2838f","","checklist-sectioned","not-started","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Second Bath 2","Below Screed"
"41d4ed60-4641-49f8-acf5-13a66f63c1d8","","checklist-sectioned","not-started","Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit A ","Second Bath 2","Above Screed"
"3b51a912-f973-4926-a698-cc7f531595f7","","folder-normal","not-started","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B "
"42142760-a65f-40c0-8f3f-18939920306b","","folder-normal","not-started","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Master Ensuite"
"397bb60a-8fa9-4435-916a-44515fda4799","","checklist-sectioned","not-started","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Master Ensuite","Below Screed"
"d32d504c-71da-45dc-a53a-6e7a86c29c52","","checklist-sectioned","not-started","Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Master Ensuite","Above Screed"
"f3869ae3-90dd-4247-b2e3-986dd157eb58","","folder-normal","not-started","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Master WC"
"e70e2ea9-93d0-4478-bbf9-65da38155cea","","checklist-sectioned","not-started","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Master WC","Below Screed"
"dca52241-1a81-4c21-98e6-e85774d22118","","checklist-sectioned","not-started","Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Master WC","Above Screed"
"f2404735-ddb6-4c07-b19a-0b3318903da0","","folder-normal","not-started","","step","TRUE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Second Bath 1"
"0c4ae2b2-9d27-478b-be00-0788cec6c27f","","checklist-sectioned","not-started","WB Primer + Enviro 200P V1.1","checklist","FALSE","FALSE","Apartment Bathrooms, Ensuites, and Laundries (Luxury)","Level 66","Unit B ","Second Bath 1","Below Screed"
