"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"24211247-57f8-4409-85f3-aa2f3b52541d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 1"
"dbc84a0d-35c2-4991-adfd-5bbcad7a31df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 2"
"8b9bb634-3069-433b-ae90-a38bd7cf0241","","folder-normal","pass","","step","TRUE","FALSE","Level 3"
"880be0e1-3fcd-48e4-b3e9-e48422774622","","folder-normal","pass","","step","TRUE","FALSE","Level 3","Level 1  3 and 4 plant rooms"
"81c08f2a-c94c-4c45-9da6-72a64568069e","","checklist-flat","pass","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Level 3","Level 1  3 and 4 plant rooms","Enviro HP1200+900+800TC"
"d361fa8c-94ae-4108-85aa-d97825b21816","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 4"
"6374e371-17b2-4432-9b81-a63d4c67afc7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5"
"33b10d53-0be5-45a2-bbe8-462a0ad9b2ec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5","Plant room"
"07864314-b5d6-4f44-9bf0-0ca188a45cec","","checklist-flat","work-in-progress","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Level 5","Plant room","Enviro HP1200+900+800TC"
"d341d34d-198d-4ebe-8c92-2595a28c0565","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 6"
"d270a6ff-3f7b-4615-9651-9ea366f29fda","","checklist-flat","work-in-progress","SYS - Archived checklist 2","checklist-flat","FALSE","FALSE","Level 6","Enviro HP1200+850TC"
"a5b0238b-d1d2-4b9e-aa4d-21021c98fc0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 7"
"cef8e944-6b71-410d-8d88-360581ed54bd","","checklist-flat","not-started","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 7","GMP 1 "
"4e321cf7-bd33-47fc-bf01-5c422ac46e38","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 7","GMP 2 PLANTERS BIN ROOM "
"a86bf995-193e-4620-a006-a7ae08ce140f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 8"
"26c3381b-f845-44fa-87ca-7e2771e0d3ae","","checklist-flat","not-started","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 8","GMP 1 kitchen fcr "
"c3fbacc7-c07a-4e3d-800c-c07cfca769b5","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 8","GMP 2 planters bin room"
"51139367-27a4-4c91-8946-a6d08a0b56d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 9"
"913ce977-b2df-4fa9-ac40-ddd0ba33c0c1","","checklist-flat","pass","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 9","GMP 1 kitchen FCR room"
"1a05c9fb-1b22-4ca9-bec3-eac65161c288","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 9","GMP 2 Planters bin room"
"4c80be16-1ba4-4462-a22f-9f28a73bd544","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 10"
"2b54bb87-ce36-4dee-b7a7-d47e46a48b51","","checklist-flat","not-started","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 10","GMP 1"
"0ff0adcb-46e9-4e49-b274-da97c6060ab5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 10","Terrace hp1200"
"fa9149bd-b072-422c-ad9b-4acd8145037e","","checklist-sectioned","work-in-progress","HP1200 v1.1","checklist","FALSE","FALSE","Level 10","Terrace hp1200","HP1200 v1.1"
"0e0edf3e-3a85-4bbb-bea1-39218bf920ed","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 10","Planters internal "
"45d0b854-d9a9-4cd8-85cf-20664d30171d","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 10","Planters internal ","Enviro 700X V1.0"
"8edc080f-f62b-42ac-b11f-54045d32992a","","folder-normal","not-started","","step","TRUE","FALSE","Level 11"
"fcdf09ef-53b7-46e9-856f-ebffd4994a17","","checklist-flat","not-started","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 11","GMP 1 "
"8328e332-66c9-4975-b52f-4f3ea29dabe1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 12"
"27fd3735-306c-4f0f-b76e-ea9f0524b11f","","checklist-flat","not-started","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 12","GMP 1"
"5debbf9f-c62c-4c78-82d5-61cbeaea3d45","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 12","Planters"
"a3ed852b-3d24-45e5-8b21-8f24e899ecac","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 12","Planters","Enviro 700X"
"09f5ed0b-43c5-41bc-aa18-8f8196372d3a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 13"
"06f9d42c-61bc-4818-ab5e-abc0885985ea","","checklist-flat","pass","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 13","GMP 1 "
"be45563b-919e-42e0-b71d-c02d874bb682","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 13","Planters"
"2f2f386a-8c11-4f63-bc08-7a148b01cd8f","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 13","Planters","Enviro 700X"
"f2e4109f-2515-4fd0-b009-aa4e6e5d6ceb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 14"
"8b3295e2-311f-47c7-ba3e-efa08747db9b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 14","GMP 1"
"077cf955-41c2-491d-b97c-c7f025e277dd","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 14","GMP 1","Enviro 700X"
"a572833f-b632-45b6-8986-19d17caf070b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 14","Planters"
"84773b2f-13f8-4a37-9ac9-51f3d5697b73","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 14","Planters","Enviro 700X"
"10d28372-9bb9-4cf2-8c99-9d3103bf671a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 15"
"0b29558d-2922-41c1-89ba-1046fe5bc9a9","","checklist-sectioned","work-in-progress","HP1200 v1.1","checklist","FALSE","FALSE","Level 15","HP1200 v1.1"
"df9602c3-e5e6-4cd4-a6a8-2d7ff9ca05f9","","checklist-flat","pass","Attachment Checklist","checklist-flat","FALSE","FALSE","Level 15","Dulux"
"73ca044c-5ac1-41f6-9696-4081e8b11045","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 16"
"8fa13747-ff02-4e51-b469-c74f7b420dd8","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 16","GMP 1"
"117f1d55-61fd-4777-9a3b-2818968150b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 17"
"8e54542e-85b7-4843-ac0a-d1c83c92d075","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 17","GMP 1"
"fbfa9a76-a5fb-4016-897f-876aaa181c78","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 18"
"b60a2d6a-515c-4cfb-ac7b-5f8d629249c7","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 18","GMP 1"
"d28eb0c3-38ce-4a48-a65f-69fe0c8f6c7b","","folder-normal","not-started","","step","TRUE","FALSE","Level 18","Planters"
"59489a84-3889-4133-8a53-f0000597eddf","","checklist-sectioned","not-started","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 18","Planters","Enviro 700X V1.0"
"0465554e-85d5-4cfe-b731-cfca1c51eb9b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 19"
"a3ee7ed0-effd-4e87-b20e-491d6c871ae4","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 19","GMP 1"
"e9b20be0-1029-4655-aa25-17af44383e23","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 19","Planters"
