"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"24211247-57f8-4409-85f3-aa2f3b52541d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 1"
"dbc84a0d-35c2-4991-adfd-5bbcad7a31df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 2"
"8b9bb634-3069-433b-ae90-a38bd7cf0241","","folder-normal","pass","","step","TRUE","FALSE","Level 3"
"a2db3c60-e1a7-4258-920c-4df5c8896da3","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 19","Planters","Enviro 700X V1.0"
"648c8990-616f-4796-80b7-de356ee14c9b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 20"
"7dbd3e48-dc2e-4183-b098-d54bbe85059b","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 20","GMP 1"
"960c106f-f06f-4009-b0f5-88bb0c7c1735","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 21"
"8655da96-c50b-4ecc-8843-314b6c1d8955","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 21","GMP 1"
"54ca5b8c-70b5-4e43-bc05-905d4505948b","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 21","GMP 1","Enviro 700X"
"44143762-4afb-48c8-b4c5-6227faceb8f5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 21","Planters "
"8b740874-c29e-40e2-86df-44c7c41cd7c7","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 21","Planters ","Enviro 700X"
"6ef4e34a-4d98-4e33-a8a2-6c0b1b294491","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 22"
"9f404137-b603-4dc2-b61c-de1c4b615a15","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 22","GMP 1"
"88472629-82a1-4dfd-8221-1d5b216ed10c","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 22","GMP 1","Enviro 700X"
"89c440fa-0d1d-45ee-9a5c-1d3937168d65","","folder-normal","not-started","","step","TRUE","FALSE","Level 22","Planters"
"c414e8bc-bcef-4c69-ab28-8e8a58690d62","","checklist-sectioned","not-started","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 22","Planters","Enviro 700X V1.0"
"55413605-4f27-44e3-a7f8-82f08249569f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 23"
"704ac780-5563-4f3a-b13e-250e5de9f1b5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 24"
"6a94f627-973d-4f32-ac99-51c7f35ff854","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 24","GMP 1"
"9c3657e8-0844-468a-a1fd-5134e0a0fa68","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 24","GMP 1","Enviro 700X"
"495b8ec4-946d-42ab-af90-fb9a89a71814","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 25"
"84f805de-7e02-4bed-b0da-8e7a9ad5df48","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 26"
"d1f9144b-5ddd-480a-899d-c4207ea6b971","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 26","GMP 1"
"0a5c9587-ca4a-4c6c-8f48-bbd78a898581","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 26","GMP 1","Enviro 700X"
"145cd9a2-391d-4511-a519-69dbdcc5a08b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Level 27"
"786219e8-e9be-421e-8e4a-267352a3915e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 28"
"fea2eaf9-9c74-4fba-a509-87e91d20e64d","","checklist-sectioned","work-in-progress","HP1200+ 800TC V1.1","checklist","FALSE","FALSE","Level 28","Plant room"
"91120e3f-0c62-424a-81a9-a9f6acb6a335","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lower Ground facade walls"
"61ec07de-4fe3-43a2-87d8-26ae239808fe","","checklist-flat","work-in-progress","SYS - Archived checklist 4","checklist-flat","FALSE","FALSE","Lower Ground facade walls","Enviro HP1200+800TC"
"f3926a25-9158-45ab-9918-6e8b56931b6e","","folder-normal","work-in-progress","","step","TRUE","FALSE","South tower bathrooms "
"614725d0-ed6c-4af1-82ba-8278fb58d950","","checklist-flat","pass","SYS - Archived checklist 5","checklist-flat","FALSE","FALSE","South tower bathrooms ","Level 1 Male female disabled"
"d277fa23-27d6-483f-932c-ba8233d075c7","","folder-normal","pass","","step","TRUE","FALSE","South tower bathrooms ","Level 2 Male female disabled"
"7a2f4440-01fa-4d39-b1e1-9843c887bbc1","","checklist-flat","pass","SYS - Archived checklist 5","checklist-flat","FALSE","FALSE","South tower bathrooms ","Level 2 Male female disabled","Enviro 200P"
"81c24187-6270-4000-9e19-31380afcf45c","","folder-normal","not-started","","step","TRUE","FALSE","South tower bathrooms ","Level 3 M F D"
"1ae4a70c-f4a9-419b-acba-1af9800a4651","","checklist-flat","not-started","SYS - Archived checklist 5","checklist-flat","FALSE","FALSE","South tower bathrooms ","Level 3 M F D","Enviro 200P"
"188b1c68-a206-4c57-a767-5a0fa7adb47c","","folder-normal","not-started","","step","TRUE","FALSE","South tower bathrooms ","Level 4 M F D"
"afa930f1-10ed-4dff-bd3c-758e7f898cae","","checklist-flat","not-started","SYS - Archived checklist 5","checklist-flat","FALSE","FALSE","South tower bathrooms ","Level 4 M F D","Enviro 200P"
"65f76edc-f5fb-4ea6-85dc-25116d1a0900","","folder-normal","not-started","","step","TRUE","FALSE","South tower bathrooms ","Level 5 M F D"
"ea12e5d5-8c10-4990-860b-24489524a1d3","","checklist-flat","not-started","SYS - Archived checklist 5","checklist-flat","FALSE","FALSE","South tower bathrooms ","Level 5 M F D","Enviro 200P"
"528ad426-128f-4a98-9db4-d04a7d38315c","","folder-normal","not-started","","step","TRUE","FALSE","South tower bathrooms ","Level 6 M F D"
"d8546d18-b511-446d-950f-ab7af80ecd7f","","checklist-flat","not-started","SYS - Archived checklist 5","checklist-flat","FALSE","FALSE","South tower bathrooms ","Level 6 M F D","Enviro 200P"
"b5c071d1-4196-452b-bbd5-57ccce009549","","folder-normal","work-in-progress","","step","TRUE","FALSE","Public domain tree pits"
"c183954c-f351-4297-be06-e38347a21d08","","checklist-flat","work-in-progress","SYS - Archived checklist 6","checklist-flat","FALSE","FALSE","Public domain tree pits","Enviro HP1200"
"3b8a3d5e-9c8e-497c-b300-560e625c8b1e","","folder-normal","pass","","step","TRUE","FALSE","Variations"
"65cbadda-6f0f-4e7c-a3ff-298934186a1f","","folder-normal","pass","","step","TRUE","FALSE","Variations","50MP Public Domain "
"3b45ea81-abd7-4e62-88ed-b0f01e954611","","checklist-flat","pass","SYS - Archived checklist 7","checklist-flat","FALSE","FALSE","Variations","50MP Public Domain ","Envirosystems Approval "
"6d4a15ef-916b-4227-bec3-539d328f45c9","","folder-normal","pass","","step","TRUE","FALSE","Defects "
"e37378d9-dbf4-49be-a974-ea616661bf3a","","checklist-flat","pass","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Defects ","Level 5 slab edge"
"8a8a0e8d-7104-4ab1-8024-87be7f781778","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 1 south tower facede shelf"
"ecf7d621-8b4d-43c8-9591-07f98730bcaf","","checklist-flat","work-in-progress","SYS - Archived checklist 3","checklist-flat","FALSE","FALSE","Level 1 south tower facede shelf","Enviro 700X"
"cb2a1d8d-d494-40a0-a5d9-edbf86a08ceb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Public domain slab"
"8342e776-5541-4d4a-8e48-88079cf26f88","","checklist-flat","work-in-progress","SYS - Archived checklist 8","checklist-flat","FALSE","FALSE","Public domain slab","Enviro BLV + HP1200"
"4940a183-78fc-4b5f-b24c-e2a90611c671","","checklist-sectioned","work-in-progress","HP1200+ 800TC V1.1","checklist","FALSE","FALSE","Public domain slab","HP1200 pub domain"
"21349188-91fd-48a3-a40a-bca3bb4fc2bf","","checklist-sectioned","work-in-progress","200P Ultra V01","checklist","FALSE","FALSE","200P Ultra V01"
"72731d8f-fd11-4e50-bf12-1b4f4b05fb26","","checklist-sectioned","work-in-progress","Toolbox Talk V1.0","checklist","FALSE","FALSE","Toolbox Talk V1.0"
"e1d81a7a-e8c4-4ebf-b9c5-2cd2b3d63b81","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre Start Briefing Form V1.0"
"971dadbf-6aaf-4616-849f-4d03abb203d1","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre Start Briefing Form V1.0"
"1e09e96e-3742-4706-8aa5-2eff396eb1f9","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre Start Briefing Form V1.0"
"523c2fc6-ecd4-401f-a170-7110262bc759","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre Start Briefing Form V1.0"
"5ce5aab5-72d1-49e8-abd9-65b3055c8930","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre starts"
"010502ef-6203-4b6a-a449-8b748ce07884","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Friday 27th October "
"8143017e-1e8b-4a32-9d1d-2ad7c3045d6b","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Monday 30th October "
"4bdb1738-78d3-4b21-b5c7-f59677556bf2","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Monday 30th October ","Pre Start Briefing Form V1.0"
"7c1dd751-7345-446f-9dee-90323aa06616","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Tuesday 31/10"
"34ff8afa-6d3f-4e61-911c-e3565c5e9b99","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Tuesday 31/10","Pre Start Briefing Form V1.0"
"8913aeba-a152-46a7-84e1-2b02a0541e38","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre starts","Wednesday 1/11"
"3910e392-ef90-4f32-875d-698d509fab47","","checklist-sectioned","work-in-progress","Toolbox Talk V1.0","checklist","FALSE","FALSE","Pre starts","Wednesday 1/11","Toolbox Talk V1.0"
"1959bf2e-3410-46db-9365-f84aa484d64b","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Thursday 2/11"
"a6bdcaf9-2441-44c9-8f09-2e5bbb6aa25b","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Thursday 2/11","Pre Start Briefing Form V1.0"
"7daffb24-09d1-46f5-a2c2-9657eda0ce18","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Monday 13 11"
"91ca0f61-5787-4e60-a5ca-2b09c58fdc8a","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Monday 13 11","Pre Start Briefing Form V1.0"
"2c70b9df-dccc-4f8f-ab89-cb44ec089977","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Tuesday 14 11"
"3c901471-0bcf-4cb8-afdc-2303bf4b5506","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Tuesday 14 11","Pre Start Briefing Form V1.0"
"00cdaf77-6dfa-4162-a8eb-0b61e4a27d28","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Wednesday 15 11"
"4fab1bf0-a3b8-43fa-9dda-179c9bd3b45d","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Wednesday 15 11","Pre Start Briefing Form V1.0"
"631bf2e5-8c4b-4aab-b088-a952f993d016","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Thursday 16 11"
"28cebd71-d6f6-45e2-bb25-66c6b9e96f75","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Thursday 16 11","Pre Start Briefing Form V1.0"
"6bf6da24-4b5d-42a9-aeb4-aabe78ed363c","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Friday 17 11"
"4d6114e7-424c-4612-ba1a-f7063947d26a","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Friday 17 11","Pre Start Briefing Form V1.0"
"4d59b644-f332-4532-8a98-272e7ab81d79","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Monday 20 11"
"a5103664-2e3c-47d4-b7f4-cebd2424165f","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Monday 20 11","Pre Start Briefing Form V1.0"
"1e8183be-c9a0-4b3a-9956-f225da7592f5","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Tuesday 21 11"
"dc0fdec2-2dc4-4e04-8691-132094d37415","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Tuesday 21 11","Pre Start Briefing Form V1.0"
"8c0e6a8e-9770-4f44-b9e5-ed7c1ce51c2c","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Wednesday 22 11"
"04a2a831-1761-4f93-88a5-71f3ed31d564","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Wednesday 22 11","Pre Start Briefing Form V1.0"
"0ce5f3c0-937f-4d08-92fb-9350f806fa19","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Thursday 23 11"
"c0b36e12-b9b4-4338-8ffc-6e4910a0cd05","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Thursday 23 11","Pre Start Briefing Form V1.0"
"7601dadb-0e20-4de3-8991-7e12a6516328","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Friday 24 11"
"2b71212f-d692-4333-8558-613a13dfd5ca","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Friday 24 11","Pre Start Briefing Form V1.0"
"d8107063-43b6-4197-bb7a-4fb9291c002c","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Monday 27 11"
"d88f7c07-cc69-41b8-8670-22de703c8fee","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Monday 27 11","Pre Start Briefing Form V1.0"
"265fc984-a0bc-444f-bd04-c7d5ffd34148","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Tuesday 28 11"
"06c2a48d-7b94-4f84-b11a-e7923b62e7dd","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Tuesday 28 11","Pre Start Briefing Form V1.0"
"860be7b3-3691-407d-aa2e-4aa60a9c9185","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Wednesday 29 11"
"ea109211-1879-47a9-8fa8-34bd2dc71549","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Wednesday 29 11","Pre Start Briefing Form V1.0"
"74bf862b-b343-4668-bae7-dd9255cc2b0e","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Thursday 30 11"
"0765ff9c-f7b3-46fe-92a0-293f5e32f9d6","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Thursday 30 11","Pre Start Briefing Form V1.0"
"35e6daa9-8078-4bff-b59c-389be5c7e310","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Friday 8 1 23"
"53c1ec21-316a-4db4-a22f-635951f4ab3f","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Friday 8 1 23","Pre Start Briefing Form V1.0"
"c689ba68-12a2-43c9-b5b7-43fcc453fdba","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Monday 11 12 23"
"2cd6e86a-9dfa-4fa9-8885-7206b5af8147","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Monday 11 12 23","Pre Start Briefing Form V1.0"
"8b0d331e-d296-46ee-aba5-9d2e87fa7727","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Tuesday 12 12 23"
"ce54f79c-d95d-4bb3-94b4-0d1a17b7e430","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Tuesday 12 12 23","Pre Start Briefing Form V1.0"
"6f7b3c00-537b-4a7a-b3fd-0398faa05466","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Wednesday 13 12 23"
"68cc7c1a-c7dc-4d78-a26c-e29327058c35","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Wednesday 13 12 23","Pre Start Briefing Form V1.0"
"f7731fdb-78d4-4e00-aacc-1312d52b1639","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Thursday 14 12 23"
"167af6a6-e9d0-4475-916c-4a7d5be50720","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Thursday 14 12 23","Pre Start Briefing Form V1.0"
"4560527d-a2e5-4184-9b30-caae8bb50ee2","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Friday 15 12 23"
"d56b149f-8363-45fe-8701-953361f7a318","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Friday 15 12 23","Pre Start Briefing Form V1.0"
"3e6dc5a4-5eaa-4ac0-8a2d-abfe9b644e50","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Monday 12 2 24"
"ae636097-bfe2-4960-a045-df82ebb051f2","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Tuesday 13 2 24"
"45aa84cb-a03c-4ee7-b7ed-a450882d09b1","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Wednesday 1422"
"ab062841-9190-404f-ba19-2d7dc355a8d7","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Thursday 15 2 24"
"f4385358-0431-4ace-94b9-b1bf14ee5c30","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Friday 16 2 24"
"824e24df-2664-49da-9165-a8cf24200547","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Monday 19 2 24"
"34dc2cc2-b854-411b-9d2f-7fac55463fe3","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Monday 19 2 24","Pre Start Briefing Form V1.0"
"12daca6e-6670-4fb8-9797-130a199ab8e0","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Tuesday 20 2 24"
"35b437e2-9469-45eb-b8a5-32702006a6fb","","checklist-sectioned","pass","Pre Start Briefing Form V1.0","checklist","FALSE","FALSE","Pre starts","Tuesday 20 2 24","Pre Start Briefing Form V1.0"
"9e1befcb-f512-4e22-a377-89d823a3cafc","","folder-normal","pass","","step","TRUE","FALSE","Pre starts","Wednesday 21 2 24"
