"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d03cd955-7fa9-449e-825f-114565bd1616","","folder-normal","pass","","step","TRUE","FALSE","Concrete Roof Slab"
"a81b3d15-de21-4a7f-9754-4ae8446d60cd","","checklist-flat","pass","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Concrete Roof Slab","Waterproofing to concrete roof slab (not including middle rectangular shape)"
"79476144-0eee-478d-98da-2a6b5b1a5545","","checklist-flat","pass","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Concrete Roof Slab","Upturns to parapet walls and middle hobs 100mm only, upturn to penetration hobs above screed 100mm only as advised by builder"
"8063455e-da59-4c4d-a282-4c74f8bd5816","","checklist-flat","pass","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Concrete Roof Slab","Waterproofing to hobs to penetration 350mm high + 100mm both sides (termination)"
"d4fa153f-c84c-46fd-9f21-d721621c0a21","","checklist-flat","pass","SYS - Archived checklist 1","checklist-flat","FALSE","FALSE","Concrete Roof Slab","Waterproofing detailing to brackets on concrete slab"
