"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7f886310-31c3-4802-8bf1-c942e161d882","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes "
"d624acfe-c82e-4399-a978-05aa725e15d0","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 3 East Side"
"fd6308e8-d30e-4fde-a2a6-23cf6d312684","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 3 East Side","Ardex Root Repell V1.1"
"689a3d00-4ca9-494f-92a9-6f33936f4daa","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 4"
"48c2d677-0f0c-45a0-a76e-56a40f820e53","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 4","Ardex Root Repell V1.1"
"c6349f74-32cc-4962-8f9f-e0b2cd4a4ef5","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 5 East Side"
"42449524-fef6-4f80-8ca3-352de0015610","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 5 East Side","Ardex Root Repell V1.1"
"d17428bf-065a-4a38-a306-f8a5cf49afd1","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 6"
"569cbca0-b08b-4ae4-98c1-efc193c183cc","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 6","Ardex Root Repell V1.1"
"691ff8ec-a405-4751-a6db-706125a39b09","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 7 East Side"
"e2f71bd0-59c3-4aa3-86cd-cb27963f7f3f","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 7 East Side","Ardex Root Repell V1.1"
"9f15dd35-05b7-4e56-8e8c-b6b74a505019","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 8"
"523cffff-7831-47ed-96ad-1ede11ae508f","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 8","Ardex Root Repell V1.1"
"7b5ac85c-4b6b-45b5-ad0b-928667c4a67b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Planter Boxes ","Level 9"
"88a24f5f-5874-4e31-b889-83d2e5bda13b","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 7 South Side"
"0edde263-67d8-422d-90cd-20ebd69d7ca3","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 7 South Side","Ardex Root Repell V1.1"
