"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7f886310-31c3-4802-8bf1-c942e161d882","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes "
"1c564201-943b-473a-92cd-9f799ffbda12","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 5 South Side"
"0a3e9f5d-3394-4595-bc29-8abc0eb126c7","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 5 South Side","Ardex Root Repell V1.1"
"dded353f-91b9-469e-a1fb-3a6b1a80fef6","","folder-normal","pass","","step","TRUE","FALSE","Building C Planter Boxes ","Level 3 South Side"
"0f21fa22-7a52-44fa-a414-27216fcdc9dc","","checklist-sectioned","pass","Ardex Root Repell V1.1","checklist","FALSE","FALSE","Building C Planter Boxes ","Level 3 South Side","Ardex Root Repell V1.1"
"08069bfd-402a-42a0-86d0-2e919253fb44","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall"
"1e5d8b57-f3e8-4cef-814d-17e9cec935e5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 1"
"e9ff2c88-63c1-4be8-a2d6-d53bbefc56d3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 2"
"98966ca7-c515-43ac-a235-94e6ff5310dd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 3"
"e658097f-adb2-44cb-a9e8-c0592b6878e0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 4"
"b19666ef-8fc2-4c7b-ace2-647378145bf1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 5"
"efab746b-c651-4fee-8021-da93a1f35a8c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 6"
"c3ab00f8-1a9b-47d2-8c0f-9398cf22c939","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 7"
"9adba3e8-89a4-4561-89ab-ef206e7f2d8d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 8"
"2c9b8bfb-1b15-4077-9b3a-4894db6d86ce","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Facade wall","Level 9"
"69e6ac59-8cc5-4aae-b5cf-f1bb447eec13","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C Plant room level 9"
"586fd899-40a6-4d07-aea5-194170eb1635","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C Plant room level 9","Fire Pump Room"
"a2fc04a7-ab66-4539-91f3-706fb661a855","","checklist-sectioned","work-in-progress","Vulkem 350R + 351","checklist","FALSE","FALSE","Building C Plant room level 9","Fire Pump Room","Vulkem 350R + 351"
"6f6dc2c3-a649-4461-beff-930825b03f6a","","folder-normal","not-started","","step","TRUE","FALSE","Building C Plant room level 9","Hydraulic Services Plant Room"
"f4b05bdb-3fdb-43d5-a041-ff208ba2c7e9","","checklist-sectioned","not-started","Vulkem 350R + 351","checklist","FALSE","FALSE","Building C Plant room level 9","Hydraulic Services Plant Room","Vulkem 350R + 351"
"a87ccc07-b740-4851-a5a2-7b5b0eade435","","folder-normal","not-started","","step","TRUE","FALSE","Building C Plant room level 9","AHU Plant"
"74c7deae-630d-47e4-804e-30c02e66abec","","checklist-sectioned","not-started","Vulkem 350R + 351","checklist","FALSE","FALSE","Building C Plant room level 9","AHU Plant","Vulkem 350R + 351"
"f20382e1-4512-4b78-9b32-445cf377910f","","folder-normal","not-started","","step","TRUE","FALSE","Building C Plant room level 9","Mech Pump Room"
"807ea04d-53ad-4a67-bf88-b967a6c0e17f","","checklist-sectioned","not-started","Vulkem 350R + 351","checklist","FALSE","FALSE","Building C Plant room level 9","Mech Pump Room","Vulkem 350R + 351"
"5f38e373-3f6a-4991-9770-c99f538b9b35","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Roof level 9"
"453d4449-4948-4044-9499-f84274ddefb5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Roof level 10"
"d00417d2-dc66-4ac1-9c3c-8d20fee46d6b","","folder-normal","pass","","step","TRUE","FALSE","Building C Level 10 Stair Press Fan Enclosure "
"71ec9798-9223-4686-a768-d499cc9d6ed5","","folder-normal","pass","","step","TRUE","FALSE","Building C Level 10 Stair Press Fan Enclosure ","Stair Press Fan Enclosure East"
"cf28bc98-bdf8-4dc6-8cfa-62ef3d42cab6","","checklist-sectioned","pass","Vulkem 350R + 351","checklist","FALSE","FALSE","Building C Level 10 Stair Press Fan Enclosure ","Stair Press Fan Enclosure East","Vulkem 350R + 351"
"81267772-b5da-4ba6-87b6-5af2a87437a8","","folder-normal","pass","","step","TRUE","FALSE","Building C Level 10 Stair Press Fan Enclosure ","Stair Press Fan Enclosure West"
"ddf8fa3b-5238-45cc-9e07-ff4f6c12dff1","","checklist-sectioned","pass","Vulkem 350R + 351","checklist","FALSE","FALSE","Building C Level 10 Stair Press Fan Enclosure ","Stair Press Fan Enclosure West","Vulkem 350R + 351"
"d060a403-9188-472c-bbba-3f10402b8a32","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building C Block Wall level 10"
"52074862-17ce-49d6-a706-c36eeadbeebf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B over run roof"
"8919a2d4-4290-4c91-9d9c-6da2afb4d0b7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building A over run"
