"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"634fb50f-7b1e-4b83-b527-887a0cc9dcfe","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"96398893-b436-4486-a382-7d7da38b86c3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M"
"911e4c41-f99a-49e8-af17-17754cfcaa25","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 01 (Services Mezzanine Level)"
"1fc1a454-f211-422a-94b6-c2c822afb00e","","checklist-flat","work-in-progress","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 01 (Services Mezzanine Level)","Membrane to Façade Glazing (Bottom, Top, Sides)"
"92d69dde-e928-4706-89f8-11b920ed8224","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)"
"9d95c940-f2ee-4304-8ba9-dd2ecb3d33ed","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Trafficable Paved Area"
"096ef931-6019-476f-867c-6815955c5b01","","checklist-flat","pass","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Primary Membrane (HP1200) - ZONE 3"
"188a4caf-c2f4-40d7-9b5b-0c2bae4771a4","","checklist-flat","pass","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Secondary Membrane (200P) - ZONE 3"
"4734e07d-1811-461a-84d4-72a00f8bdb46","","checklist-flat","pass","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Primary Membrane (HP1200) - ZONE 2 - Grid Q"
"ecbd3bdb-adfd-4eea-bcc9-fd35cb975f3d","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Secondary Membrane (200P) - ZONE 2 - Grid Q"
"ab4d9678-1a43-41f2-a978-b23cca7537af","","checklist-flat","pass","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Primary Membrane (HP1200) - ZONE 1/ZONE4 - Grid I"
"1e18f416-bcdf-40e0-9701-d312e2ad17a7","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Secondary Membrane (200P) - ZONE 1/ZONE4 - Grid I"
"ccd459d2-bb69-4699-af84-d518d0e9f4fa","","checklist-flat","pass","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Primary Membrane (HP1200) - ZONE 1/ZONE4 - Grid K"
"29e8a6e2-ec3e-4432-8d81-0f3fd980a2a5","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Secondary Membrane (200P) - ZONE 1/ZONE4 - Grid K"
"6743bca7-74e7-48b9-ba5b-711081ea0e95","","checklist-flat","pass","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Primary Membrane (HP1200) - ZONE 1/ZONE4 - Grid H"
"5e18009e-6bcd-4673-a2cb-81c182f78609","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","Secondary Membrane (200P) - ZONE 1/ZONE4 - Grid H"
"f843246b-9262-4d46-9d5e-575e252f13e9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","ZONE 5 GRID 6"
"d17b3ca6-b3bc-4c6e-99c9-75b1814536e7","","checklist-flat","pass","Enviro HP1200+900","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","ZONE 5 GRID 6","Enviro HP1200+900"
"35619591-3864-42cb-803f-854a0f6414a0","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","ZONE 5 GRID 6","Enviro 200P Secondary"
"a6d8bf75-792d-4f2b-9179-aa7d8b84e3bd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","I-14"
"09184788-e94c-4734-b25f-144f6202cc40","","checklist-flat","work-in-progress","Enviro HP1200+900","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","I-14","Primary Membrane"
"5c56214c-35fb-4abc-9ab3-78fb91bb96db","","checklist-flat","work-in-progress","Enviro 700X Secondary to Planters","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","I-14","Secondary"
"820de8f2-a66e-4910-8ead-40a77cef5026","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","L-16"
"a9a44b48-c642-4ee2-85f6-b72c75e98346","","checklist-flat","work-in-progress","Enviro HP1200+900","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","L-16","Primary"
"855dcbe7-c4b4-45c1-a289-7278d994a5f3","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","L-16","Enviro 200P Secondary"
"842de261-c014-4011-83bc-57da9d0c0cc8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","L-12"
"bf63ca57-f451-4208-a75d-011e603b45fc","","checklist-flat","work-in-progress","Enviro HP1200+900","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","L-12","Primary"
"2d68d026-1208-44e7-bad9-bdcb9c2f5923","","checklist-flat","not-started","Enviro 700X Secondary to Planters","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","L-12","Secondary"
"bdd505ed-7c7a-4d44-a82d-857589164ed3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","K-8"
"cec95908-f883-40ae-9215-e0a7f9298709","","checklist-flat","pass","Enviro HP1200+900","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","K-8","Enviro HP1200+900 (primary)"
"e3f05b25-1501-4886-aadc-95c4c1caef03","","checklist-flat","not-started","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","K-8","Enviro 200P Secondary"
"b3d3e554-dcf1-42a7-aab9-406e31943705","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","H - 14"
"ba3baca1-dbd2-404b-8b3d-8bbea1e4fb41","","checklist-flat","work-in-progress","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","H - 14","Enviro HP1200"
"73e83750-0a23-4955-b95f-ea498b58a073","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","M - 14"
"1fc0908b-9824-453b-a5cc-e2b6c17e4b1b","","checklist-flat","work-in-progress","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St Paving (Non-Trafficable)","M - 14","Enviro HP1200"
"8df28548-5edb-4d06-a4f8-cba41619857c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters "
"82378685-5767-4594-ad60-cb9191615389","","checklist-flat","pass","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 2 - Primary Planter Wall and Floor Membrane"
"c29aae16-e82f-47d2-926b-514c64de92e3","","checklist-flat","pass","Enviro 700X Secondary to Planters","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 2 - Secondary Membrane to planters"
"47076e12-77f3-4862-a974-0642dbfbfc6b","","checklist-flat","pass","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 3 - Planter M15 - Primary Membrane"
"380b9b0f-3f78-47a5-9a3c-d988868d7aa9","","checklist-flat","work-in-progress","Enviro 700X Secondary to Planters","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 3 - Planter M15 - Secondary Membrane"
"d26fa3be-d5fb-4431-ac5d-5cd0c6324a28","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 3 - Planter M16 - Primary Membrane"
"1237740d-d448-46b3-b097-e078e094c069","","checklist-flat","work-in-progress","Enviro 700X Secondary to Planters","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 3 - Planter M16 - Secondary Membrane"
"36765ad9-0014-4b63-9ad4-bceca41ac238","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 4 - Planter I15 "
"12c9c608-2a06-420f-bbc5-b07132f19adc","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 4 - Planter I15 ","Primary Membrane"
"680cfa5b-57da-45ee-b589-17135cb65ebc","","checklist-flat","work-in-progress","Enviro 700X Secondary to Planters","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planters ","ZONE 4 - Planter I15 ","Secondary Membrane"
"6bb5a493-9e5c-41cc-b2cf-bbc7f1b4519a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens"
"2ea08299-9dd4-4fb3-832b-3aab041b8682","","checklist-flat","work-in-progress","SYS - Wet Area Walls and Floors Primary - ZONE 3","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 3"
"22ab3744-4bf1-47c1-a17a-b3753ab0de8b","","checklist-flat","pass","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 2"
"e9f93168-482a-4692-a525-c57450edb946","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 1"
"f454a03e-cca6-4b48-b6d0-7816bbbba91e","","checklist-flat","work-in-progress","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 4"
"9710d8f0-08f2-4458-99cf-9cc3c2cb4ca6","","checklist-flat","pass","SYS - Enviro 200P Secondary - ZONE 3","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 3"
"491d395e-2208-4e92-9f9e-8f0026797627","","checklist-flat","pass","SYS - Enviro Shield Secondary - ZONE 3","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro Shield Secondary - ZONE 3"
"c3d6662b-33b9-4ec7-a65d-07b0e494848a","","checklist-flat","pass","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 2"
"fd7c64b4-1e1e-4106-970f-fd31aaad206c","","checklist-flat","not-started","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 1"
"7c0a045b-dd8f-4499-ab84-4e16cfa3f691","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 4"
"cd523342-f4dc-4227-bb52-500e478f80cc","","checklist-flat","pass","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Sokyo Kitchen (Zone 3) - Primary"
"f73d0ff4-8996-440f-963a-91e866766faa","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Sokyo Kitchen (Zone 3) - Secondary"
"35d1bd4f-a217-417b-a0df-0bc0bd918c4c","","checklist-flat","work-in-progress","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Sokyo Bar - Primary"
"f405dff7-8016-4936-9437-508c6e979937","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Sokyo Bar - Secondary"
"468b0b80-ee96-49a6-b8de-8f38ac936bbd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Water Feature"
"37e5ad17-670d-4caa-b12b-58dda2720be8","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Water Feature","Waterfeature Grid K-8"
"e83bcbc9-f792-49dd-8aa9-949b13a770e0","","checklist-flat","pass","Patching and Handover to Bondek","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Water Feature","Waterfeature undercroft Grid K-8 - Handover to Bondek"
"f1322a61-2463-44de-9074-bf42afa3df37","","checklist-flat","pass","Patching and Handover to Bondek","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Water Feature","Waterfeature undercroft Grid K-16 - Handover to Bondek"
"b9b2fda2-8b91-4ad6-8fac-e7a28e42d908","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Façade Glazing"
"af3f6ddc-5241-4a7e-8756-fb2af5a61f3a","","checklist-flat","work-in-progress","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Façade Glazing","Membrane to Façade Glazing (Bottom, Top, Sides)"
"40161fe4-f9a9-417a-ab53-39e28c64108d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Plenum / Plant Rooms"
"c8fe759a-ecd7-4fa9-8140-227eb6a86623","","checklist-flat","pass","SYS - Zone 1 Dorsett Plant","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Plenum / Plant Rooms","Zone 1 Dorsett Plant"
"5817c6f3-cdd8-44d3-8d54-83fa441ae8cc","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Plenum / Plant Rooms","Zone 2 Plenum"
"caf101a0-6495-49a1-ac22-0bebe4333181","","checklist-flat","pass","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Plenum / Plant Rooms","Zone 3 Plant Room"
"030e74cb-7d4d-4199-b28e-8eda2d801a20","","folder-normal","pass","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St underside centre island"
"7c0f213f-be20-49b8-83a2-4d4848914467","","checklist-flat","pass","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William St underside centre island","Enviro HP1200"
"68af8c57-103d-432d-af20-265febdc69a3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William Street - J5"
"baf3bf33-cab5-4e70-9f6c-f870d8b4d6dd","","checklist-flat","work-in-progress","Enviro HP1200","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","William Street - J5","Enviro HP1200"
"9a547076-e025-492e-975e-acb051606433","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planter E20"
"f521dd71-bd47-4371-81f3-5f2193cdeec3","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 (William Street Level)","Planter E20","Enviro Shield + 700X"
"d387a0db-ab3d-4609-94ce-670de3f572cf","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 "
"4eb7a6f0-4c07-44e6-ade3-0122aaa25b21","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Planter to IT1 Entry (Grid G2) incl Drainage Cell"
"81279e1d-093a-486b-bc22-203cd41d4045","","checklist-flat","work-in-progress","SYS - Escalator Pits (Various) - walls at 500mm high","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Escalator Pits (Various) - walls at 500mm high"
"1c518768-bcce-428a-bd43-66cc69bce87a","","checklist-flat","work-in-progress","Enviro Hydrostatic 1","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Mechanical Wet Riser (Grid L5) - ZONE 2"
"3ebef251-de38-4cdc-83f6-8967526534b5","","checklist-flat","work-in-progress","Enviro CSH","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Plenum (Sealer Only)"
"62294d06-1a0a-4b82-b57c-9c43a9d4ee56","","checklist-flat","work-in-progress","Enviro Hydrostatic 1","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Plenum (Waterproofed)"
"c7d34ea8-c01d-4374-a07c-0f96ece29b84","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Fire Control Room - ZONE 4"
"93a7b2e8-0cab-4cb5-af48-d81729d19440","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Fire Booster 01 - ZONE 4"
"2467c56a-f914-4844-bd78-4b7384003ba5","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Gas Meters - ZONE 4"
"0626d74d-e9ff-4f0f-87a5-22be7cabe760","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Fan Room"
"72afc330-3214-41ed-8988-ce6338d446fd","","checklist-flat","work-in-progress","SYS - Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Fan Room","Enviro 700X"
"251a8daa-419f-4258-8a88-298ae394d371","","checklist-flat","work-in-progress","Enviro Hydrostatic 1","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Enviro Hydrostatic 1"
"711f95d2-84ec-4e25-ab9c-0494cabaefe2","","folder-normal","pass","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Planter G9/10"
"4ec5eb63-db42-4798-80b8-5889b0a09b90","","checklist-flat","pass","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 02 ","Planter G9/10","Enviro 700X"
"e97023d5-d9a5-4b5c-a65b-fa61b3bef6de","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 03 (George Street Level)"
"10be2792-0a98-484c-aa6b-de4affc43aa1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 03 (George Street Level)","External Paving"
"3140c9dd-a71d-4305-87f5-0b24d4596232","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 03 (George Street Level)","External Paving","Primary Membrane"
"c27ebde7-6798-49e0-ab24-e6e6f2396085","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 03 (George Street Level)","External Paving","Enviro 200P Secondary"
"7fe8b961-ce0c-4ca8-9db9-b8fd3cafa49e","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 03 (George Street Level)","External Paving","Enviro 700X"
"0f980bf2-b386-4d2f-a502-76e6e5a3b39a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M","LEVEL 03 (George Street Level)","External Planters"
