Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
ITP-013 - Palisade Fencing - Lot Register,,,,,
,Scope,,,site qa,ITP-013 - Palisade Fencing
,Rows,,,,
,,ITP-013 - Palisade Fencing,dynamic,ITP-013 - Palisade Fencing,site qa
,Columns,,,,
,,Lot Status,Lot Status,5.0 Work Lot Close Out,
,,Lot Opened On,Lot opened date:,,
,,Lot Opened By,Lot opened by:,,
,,NCR Raised?,NCR raised?,,
,,NCR Raised Date,NCR Raised Date:,,
,,NCR Closed?,NCR closed?,,
,,NCR Closed Date?,NCR Closed Date:,,
,,NCR No,NCR Number:,,
,,Comments,Comments,,
