type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,"Exhaust Diffusers (Basement, Ground, Roof)",,,,,,
checkpoint,Duct,,,,,,
checkpoint,Grille,,,,,,
,,,,,,,
checklist-flat,Exhaust Diffusers (other levels),,,,,,
checkpoint,Main Bath,,,,,,
checkpoint,Ensuite,,,,,,
checkpoint,Laundry,,,,,,
,,,,,,,
checklist-flat,"Indoor Units (Basement, Ground)",,,,,,
checkpoint,Ducted IDU,,,,,,
checkpoint,Cushion boxes,,,,,,
checkpoint,Grilles,,,,,,
checkpoint,IDU Completed,,,,,,
checkpoint,IDU Tundish Connected,,,,,,
,,,,,,,
checklist-flat,Indoor Units (other levels),,,,,,
checkpoint,Ducted IDU,,,,,,
checkpoint,Living room grille,,,,,,
checkpoint,Bed 1 grille,,,,,,
checkpoint,Bed 2 grille,,,,,,
checkpoint,Bed 3 grille,,,,,,
checkpoint,IDU Completed,,,,,,
checkpoint,IDU Tundish Connected,,,,,,
,,,,,,,
checklist-flat,Rangehoods,,,,,,
checkpoint,Rangehoods installed,,,,,,
,,,,,,,
checklist-flat,External WPLS,,,,,,
checkpoint,External WPLS installed,,,,,,
,,,,,,,
checklist-flat,Outdoor Units,,,,,,
checkpoint,Piping to branch box,,,,,,
checkpoint,Branch box to ODU piping,,,,,,
checkpoint,ODU installed,,,,,,
checkpoint,Piped,,,,,,
checkpoint,Pipes Caped,,,,,,
checkpoint,Cap Colour,,,,,,
checkpoint,Vac'd,,,,,,
checkpoint,Heat/Cool Test,,,,,,
,,,,,,,
checklist,Apartment checklist,,,,,,
section,Exhaust Diffusers,,,,,,
checkpoint,Main Bath,,,,,,
checkpoint,Ensuite,,,,,,
checkpoint,Laundry,,,,,,
section,Indoor Units,,,,,,
checkpoint,Ducted IDU,,,,,,
checkpoint,Living room grille,,,,,,
checkpoint,Bed 1 grille,,,,,,
checkpoint,Bed 2 grille,,,,,,
checkpoint,Bed 3 grille,,,,,,
checkpoint,IDU Completed,,,,,,
checkpoint,IDU Tundish Connected,,,,,,
section,Rangehoods,,,,,,
checkpoint,Rangehoods installed,,,,,,
section,External WPLS,,,,,,
checkpoint,External WPLS installed,,,,,,
section,Outdoor Units,,,,,,
checkpoint,Piping to branch box,,,,,,
checkpoint,Branch box to ODU piping,,,,,,
checkpoint,ODU installed,,,,,,
checkpoint,Piped,,,,,,
checkpoint,Pipes Caped,,,,,,
checkpoint,Cap Colour,,,,,,
checkpoint,Vac'd,,,,,,
checkpoint,Heat/Cool Test,,,,,,
