type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Transplumb General Works ITP,,,,,,Transplumb General Works ITP
checkpoint,Client notified of works to be carried out,,,,,,
button,Do any of the works require pressure testing on completion,"Yes,No",,,,,
checkpoint,All requested works completed,,,,,,
checkpoint,Area clean & works signed off below,,,,,,
