"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9efc679c-c043-43b1-924f-984f1ca529e3","","work-in-progress","","folder","TRUE","FALSE","GM039 NAMBOUR HOSPITAL"
"c0b66cd2-6056-43ce-a5ef-6e15284364b3","","work-in-progress","","folder","TRUE","FALSE","GM039 NAMBOUR HOSPITAL","Prestarts"
"02037936-d0da-413f-af0d-42c1252903a6","","pass","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","Prestarts","06/09/2024"
"b3549b7f-d15e-4310-95bb-cd0e96156dad","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","Prestarts","20/09/2024"
"d9929bbc-dcac-4f9f-a972-eaa6b76806c3","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","Prestarts","23/09/2024"
"def7914f-3a12-439c-be38-0dbb32569d2c","","pass","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","Prestarts","24/09/24"
"60fce012-40b2-48f8-8548-79f0f1060a0f","","work-in-progress","","folder","TRUE","FALSE","GM039 NAMBOUR HOSPITAL","EODs"
"7ce921a3-c156-444a-8437-16025fd7901b","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","EODs","20/09/2024"
"a9bf60f4-23c8-4c48-bc04-7ed36d97b778","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","EODs","23/09/2024"
"a18ef55f-8a97-4f31-a179-0b46dd5e410b","","pass","CHECK-005 Site EOD","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","EODs","24/09/24"
"83d77b42-41cb-4d22-9a5d-947dac2ce8bd","","pass","","folder","TRUE","FALSE","GM039 NAMBOUR HOSPITAL","ITPS"
"30e87c0d-47fc-4968-907a-9fc8fac0da01","","pass","ITPS-108 Sprinkler Fit Off","checklist","FALSE","FALSE","GM039 NAMBOUR HOSPITAL","ITPS","ITPS-108 Sprinkler Fit Off"
"cc2aab21-2795-48bb-8ffd-b0f9f3364e4b","","work-in-progress","","folder","TRUE","FALSE","GM059 - N82 Griffith "
"9b74c9ee-c914-47b3-8a0c-64b9990d02d7","","work-in-progress","","folder","TRUE","FALSE","GM059 - N82 Griffith ","Prestarts"
"aa45c23c-ffd1-49f7-81b6-a625811f6d6e","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM059 - N82 Griffith ","Prestarts","CHECK-006 Daily Prestart"
"8a866bf8-0980-45c9-98fb-4ef8234d24e1","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM059 - N82 Griffith ","Prestarts","CHECK-006 Daily Prestart"
"3493b7a2-053b-492b-83d1-c4593f560e92","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM059 - N82 Griffith ","Prestarts","CHECK-006 Daily Prestart"
"9c16a9fe-eb08-44ed-97c7-3fdd0fdb3deb","","work-in-progress","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM059 - N82 Griffith ","Prestarts","26/09/2024"
"8e97bba8-873c-4f0c-b741-fbf005e38474","","work-in-progress","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GM059 - N82 Griffith ","Prestarts","CHECK-006 Daily Prestart 26/11/2024"
"df33fe86-1e8d-47df-b058-503af0a2443a","","work-in-progress","","folder","TRUE","FALSE","GM059 - N82 Griffith ","EODs"
"df48f5ea-b8f4-4d30-8666-a5d63c394e97","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GM059 - N82 Griffith ","EODs","CHECK-005 Site EOD"
"c007db79-2644-4499-9d49-08cae6de4163","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GM059 - N82 Griffith ","EODs","CHECK-005 Site EOD"
"9b080815-a029-4dab-be2e-898fe95e739a","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GM059 - N82 Griffith ","EODs","CHECK-005 Site EOD"
"a2659e73-da7d-4d26-b708-b8d2891cf9b3","","pass","CHECK-005 Site EOD","checklist","FALSE","FALSE","GM059 - N82 Griffith ","EODs","CHECK-005 Site EOD 26/11/2024"
"332f6df1-e338-42bb-9793-0e21bd5dd779","","work-in-progress","","folder","TRUE","FALSE","GM059 - N82 Griffith ","ITPS"
"b21469db-8225-406b-8151-9b1a162744d5","","not-started","CHECK-002 Site Inspection","checklist","FALSE","FALSE","GM059 - N82 Griffith ","ITPS","CHECK-002 Site Inspection"
"243f7a49-98c5-4252-9971-15a5bd503bfe","","work-in-progress","ITPS-401 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","GM059 - N82 Griffith ","ITPS","ITPS-401 Site Temp Fire Hose Reels Removal"
"14d9b421-0b5f-4919-bf70-7bff9176151e","","not-started","ITPS-400 Temporary Fire Strategy","checklist","FALSE","FALSE","GM059 - N82 Griffith ","ITPS","ITPS-400 Temporary Fire Strategy"
"fd9f92ab-882a-44a0-93ff-1562ecd5cbdf","","pass","ITPS-401 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","GM059 - N82 Griffith ","ITPS","N82 Griffith Uni - Site Temp Maintenance"
"06170d4f-01c6-4905-991d-e69854dc0124","","work-in-progress","ITPS-401 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","GM059 - N82 Griffith ","ITPS","ITPS-401 Site Temp Asset Lists Extinguishers (Scaffold)"
"a64476ac-1d03-47a0-844c-2da9d1191d07","","work-in-progress","ITPS-401 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","GM059 - N82 Griffith ","ITPS","ITPS-401 Site Temp Asset Lists Extinguishers ( Internal)"
"36c87840-2f70-4e08-be2d-d529eec1749b","","work-in-progress","ITPS-401 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","GM059 - N82 Griffith ","ITPS","ITPS-401 Site Temp Asset Lists Extinguishers (Site sheds, walkways)."
"0335e495-37cb-436e-8942-ece0fc6e00e4","","not-started","","folder","TRUE","FALSE","GMMW128 - NGH"
"f34e7ee5-0e1e-4fae-86b7-03be287fb605","","not-started","","folder","TRUE","FALSE","GMMW128 - NGH","Prestarts"
"bb4ed068-5af7-413e-87e0-4536525df87c","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GMMW128 - NGH","Prestarts","CHECK-006 Daily Prestart"
"52da5d87-a9ff-4e1d-bb23-c4efd00658fd","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GMMW128 - NGH","Prestarts","CHECK-006 Daily Prestart"
"f9d0bbee-f196-46ec-af05-272fbf3866a2","","not-started","Ω (DEPRECATED) CHECK-006 Daily Prestart (v1)","checklist","FALSE","FALSE","GMMW128 - NGH","Prestarts","CHECK-006 Daily Prestart"
"c2448133-a56b-47a3-bcb8-b1cf508e959b","","not-started","","folder","TRUE","FALSE","GMMW128 - NGH","EODs"
"4fa0d322-8fc2-47f7-88e9-d4d250fcf362","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GMMW128 - NGH","EODs","CHECK-005 Site EOD"
"e4e6767e-13f5-43e8-814c-38a546086c4d","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GMMW128 - NGH","EODs","CHECK-005 Site EOD"
"c25baeac-85c9-4a29-ad72-9b3b1a27aa6f","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","GMMW128 - NGH","EODs","CHECK-005 Site EOD"
"4a8d5165-7ddd-42df-b774-a88bd553b44b","","no-status-not-started","","folder","TRUE","FALSE","GMMW128 - NGH","ITPS"
