"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ac40968a-3fba-4a72-9da3-26682c4bdf3a","","folder-normal","work-in-progress","","step","TRUE","FALSE","November 2021"
"ec3b6a26-6677-4ee3-870c-03507e08d971","","folder-normal","no-status-not-started","","step","TRUE","FALSE","November 2021","499 Richmond Rd"
"6b1296f4-7451-44da-8b6a-155944f1f87f","","folder-normal","work-in-progress","","step","TRUE","FALSE","November 2021","27A Garfield Rd, Parnell"
"75a7f8ac-4d22-4ac7-a004-16150fc2b69b","","checklist-sectioned","work-in-progress","7674263aba87f34057567d72d9cafcd83f64e108c8c44a723df6b3802bdb8e9d","checklist","FALSE","FALSE","November 2021","27A Garfield Rd, Parnell","Photos"
"21f7ea99-9168-538c-acde-f373ec4eda69","","checkpoint-group","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Prestart"
"ddd78735-c2fc-57c7-a4f8-ea9b0a895d90","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Prestart","Area tidy and accessible"
"461fa280-9dae-5a20-9024-55fc5338e88f","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Prestart","Height of the flange checked (40mm below subfloor + 10mm underneath flange)"
"3560bf9a-87c7-5ae6-b66c-eb6ba852b7fe","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Prestart","Depth of recess checked (50mm minimum)"
"63a64d61-9fdf-529e-ab43-96a19cbc302f","","holdpoint","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Prestart","Raise Remedial/ Request signoff"
"cf4147fb-15af-5bfe-900d-8d7c5d996aa2","","checkpoint-group","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Screeding QA"
"c501cfaa-a18a-55bb-abb3-26fbe9e1e045","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Screeding QA","General observations"
"d322f8b3-a8fe-5716-8f75-8661f954ab93","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Screeding QA","Screeding completed and falls as per spec"
"e865921e-de63-5b23-80b6-3b63c7918499","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Screeding QA","Concrete sitting flush or lower than lining"
"2c64150c-83e4-53d5-8148-6f36821002ed","","checkpoint-group","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install"
"0ef06092-1767-520c-a5e5-c7b0afa079e2","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Chisel out channels for cold tail connections"
"0de4c677-87da-53ed-90d3-33605469b62f","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Clean and sweep floor"
"902c079c-09c9-542c-a99e-6a9572dd9c95","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Correct products used - as per specification"
"91e639e6-16be-5b6b-a730-303ac8b5581f","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Element marked out in correct location"
"bbc5d9e8-c997-5a11-920d-6aa88fc7020d","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Apply adhesive to floor where element will be looped"
"52a77bd8-92c6-5126-bed5-d038b212e8e7","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Element is tapped with Warmup fixing tape"
"ec495a63-e932-50a9-b779-9057f59868b3","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Band tape installed to hold at correct centres"
"cdd3b685-136b-560c-8f21-93ef605bc502","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Fix floor probe"
"4e62b845-3b33-5683-a99d-3062c326876e","","checkpoint-status","not-started","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Underfloor Heating Install","Ensure element has been tested completed"
"c96d9df8-5c1e-5dda-9a19-44dbe4b3d1ba","","checkpoint-group","pass","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Handover"
"f4ff7f2e-f200-5940-92c6-ed7065238b25","","checkpoint-status","pass","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Handover","Works completed 100% as per spec and area left tidy"
"8f8f5325-5c88-5912-81a3-2b705c6cb490","","holdpoint","pass","","","TRUE","TRUE","November 2021","27A Garfield Rd, Parnell","Photos","Handover","Raise Remedial/ Request signoff"
"763243ad-1f06-489c-ae74-4f2575b99397","","folder-normal","no-status-not-started","","step","TRUE","FALSE","November 2021","7 East Glen GlenEden"
"70a7c34c-4725-4aa8-9da5-7442f1f0a5e5","","folder-normal","not-started","","step","TRUE","FALSE","November 2021","45a Liverpool Street "
"49b386b6-ce8a-471b-8e7d-008ea93f6f41","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","November 2021","45a Liverpool Street ","Evidence of work"
"190010b2-54d5-5d53-87f2-276a1d1f3d3a","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","November 2021","45a Liverpool Street ","Evidence of work","Work completed as required, photos attached"
"f0162a4a-6256-473a-8f9f-f7aa20c7f3ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","December 2021"
"3a86b654-c3de-4759-a5df-cf77e3f90890","","folder-normal","not-started","","step","TRUE","FALSE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only"
"9268bbb3-0317-401a-b1a8-20ed18f9fa63","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 1"
"a204487b-74d2-5cd8-917a-0b74d0ff0704","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 1","Work completed as required, photos attached"
"96b89790-b734-4ab9-b2d0-fb4d4a827d96","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 2"
"68de2950-00ce-5d30-ab48-d70bfea728c1","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 2","Work completed as required, photos attached"
"07286f61-3623-4a9f-9c28-ad15327f415d","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 3"
"b9e4b215-8917-50d6-a8bb-c0007cf01f6b","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 3","Work completed as required, photos attached"
"caa4b2ab-7990-4a86-ab89-367ac6caf3dd","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 4"
"bf0c6bbf-4100-5aa9-97e9-c2eb2d5918e4","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","186A Kohimaramarama - 4 bathrooms Waterproofing & Heating only","Bathroom 4","Work completed as required, photos attached"
"c9fe72e4-9eae-45be-8122-d0e0b5d3079d","","folder-normal","not-started","","step","TRUE","FALSE","December 2021","34 Melenesia Road - Signal Construction - 2 bathrooms full wetroom system"
"243170f8-caae-4352-89cf-f7a9dad4ed4e","","checklist-flat","not-started","Handover Checklist","checklist-flat","FALSE","FALSE","December 2021","34 Melenesia Road - Signal Construction - 2 bathrooms full wetroom system","Bathroom 1"
"c683411f-0c70-5089-bf51-5767cb87a394","","checkpoint-status","not-started","Handover Checklist:f615b150-c17d-402d-87f7-d6779768e2ae","","TRUE","TRUE","December 2021","34 Melenesia Road - Signal Construction - 2 bathrooms full wetroom system","Bathroom 1","PS3s, warranties, user manuals and any other documents attached"
"681840a2-934d-4050-a323-b7a66b1643de","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","34 Melenesia Road - Signal Construction - 2 bathrooms full wetroom system","Bathroom 2"
"c8fcbb4e-48d8-574b-ba2d-28df727873dd","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","34 Melenesia Road - Signal Construction - 2 bathrooms full wetroom system","Bathroom 2","Work completed as required, photos attached"
"b33209f1-bc7d-42f8-a775-90b4d55cee97","","folder-normal","not-started","","step","TRUE","FALSE","December 2021","10 Elizabethen Garden, St.Heleirs  - Andrea Mitchell (#28072) – "
"ac956f55-9c0e-4529-a837-e5b48dd6fc37","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","10 Elizabethen Garden, St.Heleirs  - Andrea Mitchell (#28072) – ","Bathroom 1"
"2e038dfc-f717-584d-a0e9-bab94c70a06f","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","10 Elizabethen Garden, St.Heleirs  - Andrea Mitchell (#28072) – ","Bathroom 1","Work completed as required, photos attached"
"74e9a3f7-cca2-4a64-a429-6a7e6c7569a4","","folder-normal","not-started","","step","TRUE","FALSE","December 2021","Macrennie VA7"
"6fd2bbe5-8e5c-4afe-93ee-5a57cc480a3c","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 33"
"2a00e554-6930-587b-bd88-ac62d1d8ef8a","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 33","Work completed as required, photos attached"
"27f60149-b233-4d5d-8769-e9fc3360f3a7","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 34"
"e2f03c6e-aa37-592f-ba55-464d9bfd02f6","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 34","Work completed as required, photos attached"
"f4c99b62-6046-47b0-a055-3f5a79f6f68a","","checklist-flat","not-started","Handover Checklist","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 35"
"3be611cf-dac7-5abf-ba7b-231cae1bcd5a","","checkpoint-status","not-started","Handover Checklist:f615b150-c17d-402d-87f7-d6779768e2ae","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 35","PS3s, warranties, user manuals and any other documents attached"
"401ae188-3c1a-4edb-b2fe-bf46c250e759","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 36"
"438a262f-77f2-59d2-a21a-e4bccccda3e1","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 36","Work completed as required, photos attached"
"0c470223-4191-4cf6-9b7d-76f94b14d915","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 37"
"4b43a577-806b-573f-a127-ee315b6a6524","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 37","Work completed as required, photos attached"
"527897dc-40bf-4e67-82af-9a87706523a7","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 38"
"91a64196-b2ed-5d00-9e81-fb93a4c0f69f","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 38","Work completed as required, photos attached"
"db86ae49-7f16-44b9-b0a9-355964c3f36c","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 39"
"68dd32e5-b808-5c10-8ec2-66efb22acce5","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 39","Work completed as required, photos attached"
"422279c5-2458-4f0e-be29-552526e8e36c","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","Macrennie VA7","Bathroom , unit 40"
"be4ef050-459e-5c86-9c41-e83cabfe28b8","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","Macrennie VA7","Bathroom , unit 40","Work completed as required, photos attached"
"5a287900-b3ab-4ed6-962c-d6f3f84b50d5","","folder-normal","pass","","step","TRUE","FALSE","December 2021","G magur beachland"
"2e703e6e-117b-4089-8b06-1d08ed3493a6","","checklist-flat","pass","Evidence of work","checklist-flat","FALSE","FALSE","December 2021","G magur beachland","Evidence of work"
"ba14c4da-f7fd-50ae-abaa-0e5c7336f06b","","checkpoint-status","pass","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","December 2021","G magur beachland","Evidence of work","Work completed as required, photos attached"
"1a9383a6-4873-44fb-b57e-5e073b9255c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","February 2022"
"a2cfc20b-4ebe-4145-ae81-6b97c6d0f0e7","","checklist-flat","not-started","Evidence of work","checklist-flat","FALSE","FALSE","February 2022","19A Frater Ave Milford Purely residential - 2 full wetrooms and 2 Toilets heating and waterproofing"
"65003b50-9679-5eab-a2ab-644c481f3dc8","","checkpoint-status","not-started","Evidence of work:29f07755-6759-431a-84c3-40f9350f9e67","","TRUE","TRUE","February 2022","19A Frater Ave Milford Purely residential - 2 full wetrooms and 2 Toilets heating and waterproofing","Work completed as required, photos attached"
