Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
ITP 001 Speed Panel,,,,,,,
,Scope,,,Fire Stairs,,,
,Rows,,,,,,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,grouping,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,,
,,Ground Floor,,Site QA,Ground Floor,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 1,,Site QA,Level 1,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 2,,Site QA,Level 2,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 3,,Site QA,Level 3,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 5,,Site QA,Level 5,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 6,,Site QA,Level 6,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 7,,Site QA,Level 7,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 8,,Site QA,Level 8,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 9,,Site QA,Level 9,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 10,,Site QA,Level 10,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 11,,Site QA,Level 11,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 12,,Site QA,Level 12,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 13,,Site QA,Level 13,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 15,,Site QA,Level 15,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 16,,Site QA,Level 16,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 17,,Site QA,Level 17,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 18,,Site QA,Level 18,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 19,,Site QA,Level 19,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 20,,Site QA,Level 20,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 21,,Site QA,Level 21,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 22,,Site QA,Level 22,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 23,,Site QA,Level 23,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 25,,Site QA,Level 25,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 26,,Site QA,Level 26,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 27,,Site QA,Level 27,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 28,,Site QA,Level 28,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 29,,Site QA,Level 29,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 30,,Site QA,Level 30,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 31,,Site QA,Level 31,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,,Level 32,,Site QA,Level 32,Fire Stairs,Speedpanel Scissor Stair Dividing Wall
,Columns,,,,,,
,,Materials Inspected upon delivery ,,Materials Inspected upon delivery ,,,
,,Wall dimension checked against drawings & setout,,Wall dimension checked against drawings & setout; Wall types confirmed against partition plans ,,,
,,C-Track installed as manufacturer's specs. to top/bottom/both sides,,"C-Track installed as manufacturer's specification to top, bottom and both sides",,,
,,Panels installed as manufacturer's specs.,,Panels installed as manufacturer's specifications ,,,
,,Comprehensive first of type inspection ,,Comprehensive first of type inspection ,,,
,,,,,,,
ITP 001a Speed Panel,,,,,,,
,Scope,,,Northern Core Risers & Plant Rooms,,,
,Rows,,,,,,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,grouping,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,,
,,Level 1,,Site QA,Level 1,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 2,,Site QA,Level 2,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 3,,Site QA,Level 3,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 5,,Site QA,Level 5,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 6,,Site QA,Level 6,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 7,,Site QA,Level 7,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 8,,Site QA,Level 8,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 9,,Site QA,Level 9,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 10,,Site QA,Level 10,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 11,,Site QA,Level 11,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 12,,Site QA,Level 12,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
,,Level 13,,Site QA,Level 13,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms
