Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
EL-0008-1-P-R[A] Low Voltage Cables,,,,,,
,Scope,,,,,
,Rows,,,,,
,,USB-1,dynamic,USB-1,EL-0008 Submains,Site QA
,,MDP-1,dynamic,MDP-1,EL-0008 Submains,Site QA
,,MDP-2,dynamic,MDP-2,EL-0008 Submains,Site QA
,Columns,,,,,
,,All prerequisite checks are completed,,All prerequisite checks are completed,EL-0008-1-P-R[A] Low Voltage Cables,
,,From,From,All prerequisite checks are completed,EL-0008-1-P-R[A] Low Voltage Cables,
,,To,To,All prerequisite checks are completed,EL-0008-1-P-R[A] Low Voltage Cables,
,,Insulation damage,,Insulation damage,EL-0008-1-P-R[A] Low Voltage Cables,
,,Final acceptance,,Final acceptance,EL-0008-1-P-R[A] Low Voltage Cables,
,,,,,,
EL-0008-1-C-R[A] Low Voltage Cables,,,,,,
,Scope,,,,,
,Rows,,,,,
,,USB-1,dynamic,USB-1,EL-0008 Submains,Site QA
,,MDP-1,dynamic,MDP-1,EL-0008 Submains,Site QA
,,MDP-2,dynamic,MDP-2,EL-0008 Submains,Site QA
,Columns,,,,,
,,All prerequisite checks are completed,,All prerequisite checks are completed,EL-0008-1-C-R[A] Low Voltage Cables,
,,From,From,All prerequisite checks are completed,EL-0008-1-C-R[A] Low Voltage Cables,
,,To,To,All prerequisite checks are completed,EL-0008-1-C-R[A] Low Voltage Cables,
,,Phase rotation,,Phase rotation,EL-0008-1-C-R[A] Low Voltage Cables,
,,Final acceptance,,Final acceptance,EL-0008-1-C-R[A] Low Voltage Cables,
,,,,,,
