"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"24efba84-0924-49cc-aa49-9879af8527d5","","folder-normal","","","step","TRUE","FALSE","Building C"
"47d67329-a92a-4103-be50-3f161e168b60","","folder-normal","","","step","TRUE","FALSE","Building C","Level B1"
"866ab8d3-3984-4aae-8a12-1e48fc12cca6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P34"
"89fab1e1-c8ef-4b0e-bd43-31e19037f720","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P37"
"130b8506-f8f7-424a-b088-f36b49acf258","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P38"
"2651d172-d50a-4702-a094-e77710c296fb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P39"
"e5f1938d-7cc3-4ae7-9290-9180fdc63c7a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P40"
"3ff83811-552d-49ee-b559-560a1249169b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P41"
"b6e02f6d-edbf-43fa-819c-bd0168efb9c4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P42"
"2b201794-ce33-4d83-9d36-95c44b562d87","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P43"
"87af8f04-e002-4e3d-9bfc-e7377bb74467","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P44"
"70b6fea8-a6f8-46b9-afcb-e82c6eea12c7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P45"
"ed90f2da-9658-40e9-bbc2-d12bf69e24a7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P46"
"27e604cd-f937-4703-8842-3281698682de","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P47"
"fe6533bb-57d5-417b-b6b3-14d00dedb78b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P48"
"2f941691-2610-47b6-9f82-18a9fe0fbb36","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P49"
"897321b7-fb20-4b2f-8892-069e2965e17b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P50"
"e231b66c-1b48-4e9b-a50f-43caf30f0d99","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P51"
"c76528a3-657b-4b7d-9728-dcf4cf548a79","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P52"
"22c206bb-d3be-4cf2-b2c5-94e189026c63","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P53"
"e34b4daf-74c5-473c-afcf-a6d7677c48d3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P54"
"34e2c23d-de8d-45b5-8c51-83eed485f2a1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P55"
"0842a66a-24cd-459e-96e3-10d98a32fe49","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P56"
"9ff892ac-47b5-405d-b1f8-b0cee0d5c234","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P57"
"e4f8a25d-14b8-4c45-bf9a-27e0740d02d8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P58"
"aa67aa2a-2c01-483e-adac-be8f2bbb44e3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P62"
"53964f26-bba3-4f11-b831-b74b4fc51225","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P63"
"0d7e494a-aae3-403f-a90c-d0d7caae43e2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P64"
"f2412c8b-2a3f-4e87-800a-b1a3aee027ce","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P65"
"28c5a402-f4f0-4f40-bd8d-44f5d39107fa","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P66"
"0b7f16bc-84e0-4e4c-9eb5-c92dfc40372f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P67"
"2b43d2cd-274c-4cd8-954d-079010d45aed","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P68"
"97aa477f-8988-47e3-a819-a9a37089f5cf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P69"
"33acd1d8-0c2c-4b8d-a81c-46d5ef69b60b","","folder-normal","","","step","TRUE","FALSE","Building C","Level 4"
"8a22e3be-0265-4e5e-aeac-cabd0c14b0b0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B01"
"7da4806e-100b-4b98-a714-d63df36ca5f3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B02"
"c4716b98-731a-4dbc-9b26-ab066487579f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B03"
"dc280fc2-f1dc-4a12-aaef-8dc08dd0d1c9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B04"
"f84e3f0d-4fce-46c8-a4d8-47a04aced9b6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B05"
"428349a3-0366-4ce9-b874-5f38829c5a92","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B07"
"5486c8fd-b2df-4cd0-95fe-f8205dee0e70","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B08"
"698f47c4-b0e1-4cd9-9739-3993c25eb7db","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B09"
"d0007405-cb6e-4780-9292-d612cea7975a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B10"
"07421a5c-b53d-4f64-a2d5-c0bd3646cf6a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B11"
"2746edfe-6385-41d1-97a2-749a60cc7ac3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B12"
"ec15faac-16fa-4c98-9a9d-332c4ec638d5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B13"
"88c7e74d-3b75-4f31-b8af-420f4c56d146","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B14"
"c67bcd3c-f4ea-4e6f-b244-bf030b4046bb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B15"
"7e8a56b6-57e3-473b-a6e0-58cb45cf3472","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B16"
"c5ab5982-cc75-49d1-bfdd-0873ec16d1f6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B17"
"100043d6-4b01-4a9d-9057-973efc2a3937","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B18"
"d1f3cbd6-d79a-4671-a6d7-9740c84ca382","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B19"
"4af67367-df6a-4726-844e-7bcedced6a68","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B20"
"63e74d4b-ed40-43fa-a457-d09c3ce527b8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B21"
"13912112-2c57-4df5-b095-a2805d37cd2f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B22"
"f0035fbf-4935-4bab-bcfd-facdf5e33dfd","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B23"
"29394ce2-c13c-4186-8eae-3433a878aaf5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B26"
"ca0de2be-7165-4e6a-b019-e3e10a3dec87","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B27"
"18fa3de5-6f55-4e7c-9835-e7fc126c3214","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B28"
"16309973-e834-4b87-b546-702c704888f0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B29"
"ea741c8d-2fa8-454b-81a0-949de90fc0b8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B30"
"c5d1bd6c-7b7c-4de2-9f9c-7dbfbfd69186","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-B31"
"1a31c70f-9788-4c26-a59f-7302439bb060","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P01"
"b4c9e5c0-16d6-413e-81c9-5948dc8a16d4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P03"
"717e63c9-9233-4c5c-bf50-1a357eb5e9f1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P05"
"88e9b2b2-4031-4fce-9c10-7c79a6a0783a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P06"
"1f06400a-a396-458c-ba04-f8c2d4e9db9e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P07"
"93a5d068-5be5-49fb-928e-e34234ddf7cb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P09"
"fddc8e46-0e62-417e-bb37-ab7540168145","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P10"
"c83fcebb-c6b8-433d-86cf-c433e5f1d357","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P11"
"51cf36fe-8e7e-42a4-8ada-2d7d6ff82362","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P34"
"558e6128-f2ec-4795-92b1-485b1e88ad1d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P37"
"2246336f-6103-4296-9ade-b4de88d40b72","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P39"
"507313e7-52a0-4777-9d96-0a2791e95ea2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P40"
"b3f7387a-f732-49d0-a732-49894ba4c826","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P42"
"a17be680-bc27-4b3d-9bec-6bae66dd7e2f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P45"
"332dff64-58d6-4e8a-8a33-bde031c0a3e6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P58"
"6b3e7276-5e26-4a3a-b82f-e0c4b24e95fe","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P64"
"1b618505-2efd-4533-baa7-0aeafd357398","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P65"
"56f500d2-5b87-423b-8820-b7dfd9216c8d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P66"
"af34ec8b-31d8-4032-9464-5e6cadb5618f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P67"
"8baef373-cd7d-4ca4-bc4e-ffc6ddde7344","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 4","C-L4-P69"
"f5d9a49b-efbd-4c28-9ae1-3c0131d38fc0","","folder-normal","","","step","TRUE","FALSE","Building D"
"3ecf064a-36c0-4b51-820a-21c7173bfdec","","folder-normal","","","step","TRUE","FALSE","Building D","Level B1"
"8edf398f-a326-4e09-9de9-271b20a6e5f4","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P101"
"ee6b1fb3-3295-408b-8b8e-0cfa04c16bcd","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P103"
"91e15dad-1ec1-4bcb-bffe-4dda18d55878","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P105"
"18e3eada-04bc-4c91-aa02-d753e1aa27eb","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P107"
"f847f12c-349d-4797-8406-2ba5a0b7c472","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P108"
"6b0784a5-7cd7-4202-94f5-cb8abf26e581","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P111"
"e74b089a-7940-4959-94bf-575e7032f9be","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P112"
"a09c73e7-10d6-4b9f-be3e-83446764f3cd","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P113"
"ad35cbab-4a40-48fe-9250-3e04da60fe84","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P115"
"499be47a-2b11-4e69-ba0e-c7fb52bebf62","","folder-normal","","","step","TRUE","FALSE","Building D","Level B2"
"0f12859c-7fa4-4e04-a248-07f610e29787","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C101"
"c88b2151-961b-403e-a5ce-90f1417df656","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C102"
"a9aa02ce-ccd2-407b-a958-ca8fe808ddfb","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C103"
"1fb0ae77-aeed-4613-83e1-f7c142d51c03","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C104"
"acdb3b93-d575-4ed2-92dc-9a00bfd41a74","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C105"
"932b8a51-ab55-4042-b397-72f06f216dc3","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C106"
"cbfe0d51-2d50-4032-bee0-9925e7f1cb94","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C107"
"f474d833-e64a-40f2-901b-dda3a5e07d0e","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C108"
"602c6f67-c5ad-4356-bf97-3a46b8188d90","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C109"
"bdee1c6e-8687-43ab-a33c-4741750d37e4","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C110"
"459ae603-fcbf-41d6-87cf-9a553f89e6a1","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C111"
"7ee8e857-6d5c-4770-9430-53126fb13866","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C112"
"a71af99f-5a4d-4233-b41b-46a065bab44b","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C113"
"d8ade6bb-d418-448b-8fee-750d3fe55dce","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C114"
"bf77eba7-2ed6-4f28-a1d4-ed73dad6a37a","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C115"
"0101d25c-0c86-4b6c-bc5b-ba4d2b64e342","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C116"
"234b788e-736f-4bd6-a60d-e8fc64387441","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C117"
"283c564b-fe48-4967-ae18-f7ba22724d73","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C118"
"ad62a472-6b7e-4e5e-9b82-8f85f73237d7","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C119"
"0762c14d-ab0b-4c2e-b7b8-a4db31dec3be","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C120"
"6846db73-6e6e-4e88-a161-572ee5c00e87","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C121"
"49c33bbd-4e9d-4f6e-8173-6a035662a161","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C122"
"0d25482e-db87-4ccd-baa3-cc921044db75","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C123"
"a0160560-cdd6-403c-b53d-e88624663406","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P101"
"46640147-2e86-44ad-a2b1-7b54ef103a81","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P102"
"b5ef7420-aff5-4ab3-b228-df629888feb9","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P103"
"448f1bb6-fcab-4440-88d1-80140a566f4b","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P104"
"2c1ac0e6-e990-43cd-a94e-ae9db62417e7","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P105"
"02295240-c692-40cd-b1a5-1bac83c97b1c","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P106"
"32b95f15-141a-424c-a005-b61d13d27144","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P107"
"0d6c04db-bb36-4907-b176-2584697304cd","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P108"
"89b9580a-0a16-42a0-90c1-ac5cb5cd94d5","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P110"
"dd985b76-280b-4e18-95ba-29259661c83f","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P111"
"da905197-fc67-4358-9276-ad1e9e7ee14f","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P112"
"c54812c3-7bcb-4fa3-93b4-c643622658e9","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P114"
"e1aa16f4-178b-4cf8-ab01-2d737489ed69","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P115"
"edf5f11e-5eaf-4f74-b45e-e422f6246ce5","","folder-normal","","","step","TRUE","FALSE","Building D","Level 1"
"229e163e-98e9-4f73-906c-aa298d0454d5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C125"
"898aedc1-f167-4bc8-8096-7e710caba766","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C126"
"21d93e16-5b0c-4f30-8348-3ffb19d06537","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C127"
"8ffce3a4-3191-42b3-a9c1-f7e3b650e1ab","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C128"
"a848940a-563f-4dd8-a97a-92ffab95518c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C129"
"9dba5e6a-9cb9-43dc-a23c-3b83195240a4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C130"
"6da22957-ff0a-40ba-b132-517b7f79aa3b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C131"
"27e00259-2721-4e24-bf1d-06f2d3a76d3b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C132"
"014d5fce-f5d0-4027-890e-bf7977e0c6b4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C133"
"3cea8cb8-854e-47b2-8fb9-83e981b69baa","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C134"
"87f1b566-34dd-401e-8ee8-ec7789429d3f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C135"
"60cfd382-88d1-49b0-b361-da078bac27b6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C136"
"a736e1b5-a2df-4d41-add4-0ea1c4c50798","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C137"
"f464ce8c-a0e2-477d-9152-b2f6fe4e9d32","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C138"
"0e38c5a1-3223-4cfb-b9ce-1ff95e169e40","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C139"
"e145d9f9-236e-452d-bb9f-919e466e8c78","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C140"
"05228296-4087-413e-9e55-33dc4bf98c54","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C141"
"21ba1294-25e4-4dbc-bce1-a726b92e096c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C142"
"6ddfbda2-c05f-4e7d-81bf-2e91da814325","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C143"
"fdc169cf-38dd-4119-8b27-b26b7a979292","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C144"
