Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,
8789bb36-0341-5e0e-ac11-ef92c96769bc,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-08/10/12,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
fbcefe23-29da-5236-a4c2-8f71fd1cfd92,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-09/11/13,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
81e06ca1-4183-58cd-b9dc-65673ce3736a,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-14/16/18,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
7bf04a6f-e95d-512c-bb23-e9adaa050185,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-15/17/19,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
d543302d-2fc4-53a2-ac27-9f0056f096cf,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-20/22/24,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
57eba0b1-1c92-5621-be84-a6a8498876c1,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-21/23/25,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
25b94f9e-6a60-518c-a874-5d35d8f1e3c9,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-09/11/13,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
aa9532a7-33f6-5b83-a2d7-6a911c7d72e1,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-12/14/16,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
466d8792-a61e-5ae9-8342-91d1c5943c20,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-15/17/19,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
85ea12eb-6dc2-5c67-8a10-43bf8fb3071e,,checkpoint-status,not-started,ab9c8f824f80a6fdb1a80e8af86660066108791bc9f65f6cf5319b4a2847e442:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0:b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,TRUE,TRUE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-18/20/22,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,Impedance
