Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,
516b42b5-f55d-4c64-8068-750fbfdecf4f,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-01,Subcircuits (Energised)
9a452eed-eb00-46bd-8550-8a92cceee956,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-02,Subcircuits (Energised)
92124a55-d4be-43ab-9a84-9268bd8af4b6,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-03,Subcircuits (Energised)
49e1acd0-ec48-4bd6-aea9-d11b9c046c63,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-04,Subcircuits (Energised)
d09fe831-145f-4106-9817-0bf8420d1309,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-05,Subcircuits (Energised)
c3b19875-7f80-46ff-b18b-218e0253c198,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-06,Subcircuits (Energised)
c0d9e22b-e5ad-4def-8481-6347642f2e83,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-07,Subcircuits (Energised)
43d87938-52af-42ee-b575-237d70202be2,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-08,Subcircuits (Energised)
017540b3-3828-44df-86f9-cf36d828e4a7,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-09,Subcircuits (Energised)
5b6e96d2-50d9-47c7-9345-0a15bd91fdf0,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Lighting,CB-10,Subcircuits (Energised)
8ae04d4b-5669-42d2-be20-92341b0186bd,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-01,Subcircuits (Energised)
5b11565f-7870-4b7a-acfe-5b0f532c9a54,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-02,Subcircuits (Energised)
e0ec9118-3d9a-4bd1-bf1d-5baa55da98d1,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-03,Subcircuits (Energised)
372496ed-4be3-439e-900c-3c50e26dcb4e,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-04,Subcircuits (Energised)
ddafcff5-767e-410c-b951-384cc797f719,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-05,Subcircuits (Energised)
367017b5-5f09-475a-a2f9-c2177e4757fd,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-06,Subcircuits (Energised)
343108b2-862d-4c95-8688-576e3e139aec,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-07,Subcircuits (Energised)
5e0d9cd0-1620-4526-8055-0b3649472888,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-08,Subcircuits (Energised)
d3a8789d-7533-407d-b8d5-93f104ea168d,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-09,Subcircuits (Energised)
19cf0dbe-dc7f-4a62-a9a1-48a1921c97da,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-601,Subcircuits,Power,CB-10,Subcircuits (Energised)
c67679f5-1c7a-4319-8aac-5198987c74a7,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-702,Subcircuits,Lighting,CB-01,Subcircuits (Energised)
c826df1d-46cc-4101-80d6-c7fc8595e2d1,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-702,Subcircuits,Lighting,CB-02,Subcircuits (Energised)
db5d0a5e-0077-41e4-be1e-7fb41c1c6d0b,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-702,Subcircuits,Lighting,CB-03,Subcircuits (Energised)
132031f1-9582-4ed2-9c3a-e8b232a6d976,,checklist-sectioned,,Testing & Commissioning - Subcircuits (Energised),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Distribution Boards,HYD DBs,EL-HYDDB-01-702,Subcircuits,Lighting,CB-04,Subcircuits (Energised)
