Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,
76f18429-d708-5a7a-bc5d-19c5023d8125,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-08/10/12,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
fd8edbec-5f3c-5995-89a5-701a0546ea10,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-09/11/13,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
28fa6f4b-b52b-5cd5-ac05-7d89efb59697,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-14/16/18,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
58c4230e-d674-57f2-8331-ea3f16489110,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-15/17/19,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
0369b6a2-9b48-5c95-9012-ce35a3c38108,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-20/22/24,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
dacf9de8-4e72-51e9-bd6d-48d818caa874,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-21/23/25,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
2a284e07-6eb3-5160-8fc4-91892dbc1dfb,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-09/11/13,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
85140f25-4918-577e-90a0-f33bcb740911,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-12/14/16,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
2d0a8955-a9b1-5c5b-a8b4-c31c936dcf03,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-15/17/19,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
9912dd6b-96e0-5125-bc4b-3ef6c43cc60c,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-18/20/22,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
f080da0a-daf6-5cb6-9d2b-65c6c4d28e41,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-21/23/25,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
f510c615-502c-5f4e-a64f-5fb5bfc59a10,,checkpoint-group,not-started,aba8b36094e1d16dd63b7ef6b03da16b0d4e8acc22d1bf188649f4d0255d2046:4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1002,Subcircuits,CB-24/26/28,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
6393d187-30d1-5a20-a4e1-aa32553e257e,,checkpoint-group,not-started,b77056897a6cb124c51cd4dd64c893fb3e30013c75fd0aa9482c4ced94cde674:b0eba347-4d78-4768-a547-43d5a8d27339,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-01,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
023dbc4a-386c-55e9-84be-a742a587518a,,checkpoint-group,not-started,b77056897a6cb124c51cd4dd64c893fb3e30013c75fd0aa9482c4ced94cde674:b0eba347-4d78-4768-a547-43d5a8d27339,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-02,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
710be5e5-bef9-5d1c-908c-2dd6c1b1aa72,,checkpoint-group,not-started,b77056897a6cb124c51cd4dd64c893fb3e30013c75fd0aa9482c4ced94cde674:b0eba347-4d78-4768-a547-43d5a8d27339,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-03,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
9d56ee0d-33a4-5504-81ec-6849dbd68e77,,checkpoint-group,not-started,b77056897a6cb124c51cd4dd64c893fb3e30013c75fd0aa9482c4ced94cde674:b0eba347-4d78-4768-a547-43d5a8d27339,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-04,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
c7b3aec2-f17c-5043-8160-46b8ae27008c,,checkpoint-group,not-started,b77056897a6cb124c51cd4dd64c893fb3e30013c75fd0aa9482c4ced94cde674:b0eba347-4d78-4768-a547-43d5a8d27339,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-05,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
37350943-c291-5e06-b9b1-e1117342c90f,,checkpoint-group,not-started,b77056897a6cb124c51cd4dd64c893fb3e30013c75fd0aa9482c4ced94cde674:b0eba347-4d78-4768-a547-43d5a8d27339,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-06,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
944963f8-e5d1-5dee-8305-784d92adb4da,,checkpoint-group,not-started,b77056897a6cb124c51cd4dd64c893fb3e30013c75fd0aa9482c4ced94cde674:b0eba347-4d78-4768-a547-43d5a8d27339,,FALSE,FALSE,Testing & Commissioning,TERS,TER 1,Distribution Boards,TER-EL-CDBU-02-1001,Subcircuits,CB-07,Earth Fault Loop Impedance Test - (N/A if the circuit is RCD Protected)
