"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"680b7464-75e5-4358-b7bf-9a0e18e6226e","","","","folder","TRUE","FALSE","Leemark - Site QA"
"b98e3a8f-a842-4e37-a2aa-fc11debdd8eb","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure"
"5a017a55-7cf8-55c3-a2cb-92959200b6a9","folder-normal has incorrect meta.stepType checklist-sectioned","","","folder","FALSE","FALSE","Leemark - Site QA","Infrastructure","Booster"
"54170416-9864-5ca7-9cf0-ad9c6556899c","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Booster","Document Attachment ITP (V.220421)"
"58dad1cc-3e22-58cd-b40a-f306ee2065e8","","","LM-FOR-40-ITR-302.5 Booster Assembly (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Booster","LM-FOR-40-ITR-302.5 Booster Assembly"
"f182e23d-5f15-4fb2-b209-fb09f27debd4","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Alarm Control Valve Room"
"ddcb73eb-568a-5cb4-8f4e-7c5e5485cb0f","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Alarm Control Valve Room","Shop Drawing"
"985c95d8-96d5-5082-b2ab-235bbc17b6ef","","","LM-FOR-30-ITR-301.2 Alarm Control Valve (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Alarm Control Valve Room","Alarm Control Valve"
"14ea38d5-ad74-43f3-8940-20f0f2a1bb7f","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Fire Pump & Tank Room"
"c4a14f53-26d0-5ce0-8e74-9e9ed04fe6bb","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Fire Pump & Tank Room","Shop Drawing"
"0887b906-9f37-5cf9-ba6f-605aba4a6497","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Fire Pump & Tank Room","Sprinkler & Hydrant Hydrostatic Test"
"47c9be03-1fb3-5af5-baa5-6ab70ad008c8","","","LM-FOR-40-ITR-302.4 Tank Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Fire Pump & Tank Room","Tank Installation"
"81294eda-d42f-484c-955a-d4ef0201e7ac","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Fire Control Room"
"4a8104e1-f5fc-5e29-af1e-86f056f87be4","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Fire Control Room","Shop Drawing"
"e7abff92-bad5-5444-8f3e-2f442e9b4193","","","LM-FOR-50-ITR-303.1 Fire Panel Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Fire Control Room","Fire Panel Installation"
"4756edc9-8a52-48b4-9340-439643f2479d","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 1"
"4d991154-04ee-5443-ad1f-532420fc168b","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 1","Shop Drawing"
"eb0a3a35-6272-534e-9856-c44f7cdfe114","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 1","Sprinkler & Hydrant Hydrostatic Test"
"2b5fe330-44c9-5775-97ec-96503689273d","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 1","Hose Reel Installation"
"d82ab49a-d06e-4dad-b43a-67fa7b1d3b36","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 2"
"019da628-c259-520e-9a52-c51614954e2e","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 2","Shop Drawing"
"e0186ece-a041-5a08-b93e-f6799a2949f3","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 2","Sprinkler & Hydrant Hydrostatic Test"
"5bafe92b-2f20-5cf2-a5b4-f3bb39febb40","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 2","Hose Reel Installation"
"3294e135-3d90-4f50-9281-cbf52dfd515e","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 3"
"78f011a8-58e2-5aa0-a940-eafcb3bac06a","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 3","Shop Drawing"
"0f0273cd-d079-5f31-beb1-196f5ac0be91","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 3","Sprinkler & Hydrant Hydrostatic Test"
"bf50c710-56e8-5a25-9cc8-6b95edef4b08","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 3","Hose Reel Installation"
"ecba5e4f-8e55-4256-a402-2f91a28ef080","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 4"
"870c4b81-336a-5e59-af5f-aedfef110dea","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 4","Shop Drawing"
"e16b2aa8-3412-5a65-a660-c42e1376d2d3","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 4","Sprinkler & Hydrant Hydrostatic Test"
"b6921916-9623-589e-a800-f704858dabc0","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 4","Hose Reel Installation"
"d0a04e57-7266-443b-999e-2bfa02e9839d","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 5"
"9db5c625-6dd0-5f28-9629-41f265fa2301","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 5","Shop Drawing"
"7519d33c-f04a-5a29-b07d-ebaa23777d54","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 5","Sprinkler & Hydrant Hydrostatic Test"
"8df9aff2-d55e-5880-8f43-18bb91188245","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 5","Hose Reel Installation"
"da471d4f-883b-4193-a6d3-186f8a14168f","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 6"
"3685f83e-4418-535c-b655-679ef43244e6","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 6","Shop Drawing"
"049332a0-768b-5355-ab86-ae3d20a5b183","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 6","Sprinkler & Hydrant Hydrostatic Test"
"9cbe0899-0384-5b4a-962f-3fd91a66f64a","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Pressure Stage 6","Hose Reel Installation"
"fdf56bc0-466c-47cb-9c87-262736d7c30f","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Special Hazards"
"3f1bf95b-931b-419d-b705-72b5c271f7a7","","","","folder","TRUE","FALSE","Leemark - Site QA","Infrastructure","Special Hazards","Wet Chemical (TBC)"
"f87acfbf-4560-5b5a-aabf-6781dab1e14e","","","ITP/R Test Report Gaseous Suppression System (V.240521)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Special Hazards","Gas Suppression Room"
"02294a5a-78e7-5648-aeca-ac3fb48ffb2f","","","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Infrastructure","Special Hazards","Pre-Action System"
"a7f64757-3b75-4e7c-b0a2-3a3808fba663","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3"
"b3b1dfca-13fc-4a38-a2ec-9523586ba059","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3","Wet Fire"
"d778fd1d-3479-4dab-ab15-0608a7123119","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Booster cupboard"
"b8096965-77b2-431c-b628-2a0505112444","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Booster cupboard","Shop Drawing"
"dd307870-5d0c-47f8-b9da-5459983d9764","","","ccc81e238e483922f29f410b5d5dea27eed2e8015ebd28700729108237495e0f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Booster cupboard","Sprinkler & Hydrant Hydrostatic Test"
"4beffd1e-b5bf-401e-947d-a218af20a594","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement Mezzanine/Basement 4 (WSP2-T3-WF-ITR-095)"
"43e84777-5c77-4c7e-8ef5-3a4ee168e47a","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement Mezzanine/Basement 4 (WSP2-T3-WF-ITR-095)","Shop Drawing"
"ce4f3c84-e4bc-4654-8c40-433cf625d9a3","","","7d9a873a67950d129c5c72b27c71e5db1b530c1c258d7c61a35e6fcca287d694","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement Mezzanine/Basement 4 (WSP2-T3-WF-ITR-095)","Sprinkler Installation/Fitoff"
"1f706864-8d4a-497b-bcda-40e0fc4d2472","","","dd4cffb964e11f3789ff04b800fe6357b9a304524c1da1240062bf25e8929c5d","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement Mezzanine/Basement 4 (WSP2-T3-WF-ITR-095)","Alarm Control Valve"
"4aa26eb5-48e4-4b16-a27e-b3d004439188","","","ccc81e238e483922f29f410b5d5dea27eed2e8015ebd28700729108237495e0f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement Mezzanine/Basement 4 (WSP2-T3-WF-ITR-095)","Sprinkler & Hydrant Hydrostatic Test"
"04a84ff5-23ce-4caf-ae18-f0c592004260","","","bc31e490c09bc175dd22e078b40db54bfe4657f514ecca5d297a5fd8755a163f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement Mezzanine/Basement 4 (WSP2-T3-WF-ITR-095)","Hydrant Installation"
"4f43a3f6-520f-4921-b424-f1e3177eb4d4","","","da8d6cff1b80ddb2c9ec4415fa053c18e9683a26562f0216f6bbe0a64a46058c","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement Mezzanine/Basement 4 (WSP2-T3-WF-ITR-095)","Hose Reel Installation"
"87bf802c-781b-4332-9422-4c7124cb61c0","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 3 (WSP2-T3-WF-ITR-096)"
"73434afb-4d33-4acc-95bb-796dd23a2f83","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 3 (WSP2-T3-WF-ITR-096)","Shop Drawing"
"1acf27e5-9b08-4a7e-b9fa-736bd63bfd3e","","","7d9a873a67950d129c5c72b27c71e5db1b530c1c258d7c61a35e6fcca287d694","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 3 (WSP2-T3-WF-ITR-096)","Sprinkler Installation/Fitoff"
"07d4795e-57aa-40ae-8cc0-789b7f9155f4","","","dd4cffb964e11f3789ff04b800fe6357b9a304524c1da1240062bf25e8929c5d","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 3 (WSP2-T3-WF-ITR-096)","Alarm Control Valve"
"e8ce926c-8e5b-4d2a-b464-1b1cc12acc2b","","","ccc81e238e483922f29f410b5d5dea27eed2e8015ebd28700729108237495e0f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 3 (WSP2-T3-WF-ITR-096)","Sprinkler & Hydrant Hydrostatic Test"
"0773be9b-2e30-404e-82a3-c8b50bb229dd","","","bc31e490c09bc175dd22e078b40db54bfe4657f514ecca5d297a5fd8755a163f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 3 (WSP2-T3-WF-ITR-096)","Hydrant Installation"
"1f152f6f-6bd4-4b7f-bfd0-8cc204fe9a7c","","","da8d6cff1b80ddb2c9ec4415fa053c18e9683a26562f0216f6bbe0a64a46058c","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 3 (WSP2-T3-WF-ITR-096)","Hose Reel Installation"
"2c3f1e2b-cdcd-4bd9-8d9c-178cc5c78201","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 2 (WSP2-T3-WF-ITR-097)"
"0ec0210e-6118-4e3b-9156-6c4c241867f4","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 2 (WSP2-T3-WF-ITR-097)","Shop Drawing"
"589a8407-ca2d-4261-b8da-6515a52fe52c","","","7d9a873a67950d129c5c72b27c71e5db1b530c1c258d7c61a35e6fcca287d694","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 2 (WSP2-T3-WF-ITR-097)","Sprinkler Installation/Fitoff"
"8a13ae13-306f-4d2b-8fc5-aec5adb127c7","","","dd4cffb964e11f3789ff04b800fe6357b9a304524c1da1240062bf25e8929c5d","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 2 (WSP2-T3-WF-ITR-097)","Alarm Control Valve"
"4a4b6c87-392e-4d8c-8c1d-97681d464ed6","","","ccc81e238e483922f29f410b5d5dea27eed2e8015ebd28700729108237495e0f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 2 (WSP2-T3-WF-ITR-097)","Sprinkler & Hydrant Hydrostatic Test"
"57010a97-cb8e-4451-a894-589f541b3571","","","bc31e490c09bc175dd22e078b40db54bfe4657f514ecca5d297a5fd8755a163f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 2 (WSP2-T3-WF-ITR-097)","Hydrant Installation"
"03bb9847-a0b0-44ec-8baf-f832f0e361f6","","","da8d6cff1b80ddb2c9ec4415fa053c18e9683a26562f0216f6bbe0a64a46058c","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 2 (WSP2-T3-WF-ITR-097)","Hose Reel Installation"
"b89b11d3-066f-4f2f-b0a6-a3d645ddecc5","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 1 (WSP2-T3-WF-ITR-098)"
"0af48e5e-d489-44bb-a64d-5658ce8fcfd8","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 1 (WSP2-T3-WF-ITR-098)","Shop Drawing"
"849e4386-064c-4f49-8f9f-86699f1a2cb0","","","7d9a873a67950d129c5c72b27c71e5db1b530c1c258d7c61a35e6fcca287d694","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 1 (WSP2-T3-WF-ITR-098)","Sprinkler Installation/Fitoff"
"45dfb128-7efe-4324-a2fc-db16a742b356","","","dd4cffb964e11f3789ff04b800fe6357b9a304524c1da1240062bf25e8929c5d","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 1 (WSP2-T3-WF-ITR-098)","Alarm Control Valve"
"6ebcfdba-9d2d-4df3-89e6-8dfc42d5e27c","","","ccc81e238e483922f29f410b5d5dea27eed2e8015ebd28700729108237495e0f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 1 (WSP2-T3-WF-ITR-098)","Sprinkler & Hydrant Hydrostatic Test"
"d0567b8e-8c00-4050-90b6-44656541e7d6","","","bc31e490c09bc175dd22e078b40db54bfe4657f514ecca5d297a5fd8755a163f","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 1 (WSP2-T3-WF-ITR-098)","Hydrant Installation"
"eaae88be-405b-45a3-9eeb-9939805c85fc","","","da8d6cff1b80ddb2c9ec4415fa053c18e9683a26562f0216f6bbe0a64a46058c","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Basement 1 (WSP2-T3-WF-ITR-098)","Hose Reel Installation"
"c4cd7fc3-43de-4a40-a384-0e32610c7b2c","","","","folder","TRUE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Level 00/GF/GM (WSP2-T3-WF-ITR-100)"
"73a606e7-3bd7-46ef-bff6-f6e420afa165","","","Document Attachment ITP (V.220421)","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Level 00/GF/GM (WSP2-T3-WF-ITR-100)","Shop Drawing"
"e5486693-f0f7-4a82-9b02-a3cb14213546","","","7d9a873a67950d129c5c72b27c71e5db1b530c1c258d7c61a35e6fcca287d694","checklist","FALSE","FALSE","Leemark - Site QA","Tower 3","Wet Fire","Level 00/GF/GM (WSP2-T3-WF-ITR-100)","Sprinkler Installation/Fitoff"
