resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Ground,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
,step,,,Level 1,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
,step,,,Level 2,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
,step,,,Level 3,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
,step,,,Level 4,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
,step,,,Level 5,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
,step,,,Level 6,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
,step,,,Level 7,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,Sprinkler & Hydrant Hydrostatic Test,,,,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,Hydrant Installation,,,,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,Hose Reel,,,,,,,
