"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f30c282e-949b-496d-918b-b0ec6df9f6a8","","","","folder","TRUE","FALSE","Building A"
"5d78a476-e0eb-4ad6-9d12-544b8cae327e","","","","folder","TRUE","FALSE","Building A","Ground"
"bbee8f47-305a-4c1c-b239-64da55c123a8","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 17"
"8b14eeb8-c7ca-4f87-ac76-02b718242247","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 18"
"0f9e00a4-e7ca-4f02-b2b5-c1295708ae9d","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 19"
"21395990-22bb-416d-936b-294645c9f4a9","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 20"
"8bc98cd7-cf34-4c97-8a12-2606c408b2e2","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 21"
"08009dbd-e8e2-4a6f-a61b-4e816d0e4ca8","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 22"
"33dd0226-109c-47de-948b-dac0ef1bd2bf","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 23"
"1dbea16f-0a8b-4ba6-a6e4-74d6a689cb6b","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Ground","Unit 24"
"8e828ac8-71b6-432a-b7ab-0bf23c4374f3","","","","folder","TRUE","FALSE","Building A","Level 1"
"df418a96-d446-40bb-aa6f-d82a072abe56","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 57"
"95fe4146-e245-4d66-be96-754ee4b6f38f","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 60"
"55b725b0-5588-410e-b9a1-cdb6c048569d","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 61"
"a0da1790-76d8-4e4a-9603-9e73913d8f6a","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 64"
"fabcf50d-236b-4d25-a907-7bd8329618d9","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 65"
"f1958c0b-36ff-44dd-88d7-8f1b68576346","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 68"
"ac4ec55e-119f-4b3a-8954-db3b9d2b498f","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 69"
"a11e6d61-499f-4c14-ae91-9492df3e08e0","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 1","Unit 72"
"268938b2-4727-480f-be4a-3280f6278455","","","","folder","TRUE","FALSE","Building A","Level 2"
"a92d52b4-a94d-4cd9-a88f-f7bf2c949f46","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 58"
"05d07677-41da-414f-9979-8b3827f012fa","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 59"
"f6cc9abc-6514-4ce2-86eb-903c67c85db4","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 62"
"b5d9da07-464c-4578-ab2c-2c6dc976428b","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 63"
"5f42e8ef-b341-4e27-8e0c-f0af2a41d9d3","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 66"
"dfa3cd06-7be1-4351-a63b-1533aa87c874","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 67"
"4a92b053-2b37-4fb8-9727-e794a6224537","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 70"
"545645b1-bf2f-4816-84e7-c3d970c50400","","","Checklist tasks","checklist","FALSE","FALSE","Building A","Level 2","Unit 71"
"7ee8633f-9e0c-4423-afed-0e70ac655259","","","","folder","TRUE","FALSE","Building B"
"a0f7e236-37ea-4aac-a185-236f863853dc","","","","folder","TRUE","FALSE","Building B","Ground"
"ca48067c-e410-4448-803f-4a0b00b574b4","","","Checklist tasks","checklist","FALSE","FALSE","Building B","Ground","Unit 9"
"58cf5293-8829-48a8-80ab-3348bf31b1b6","","","Checklist tasks","checklist","FALSE","FALSE","Building B","Ground","Unit 10"
"baf34ec6-9a45-4ba0-80a0-3124f1a29d7b","","","Checklist tasks","checklist","FALSE","FALSE","Building B","Ground","Unit 11"
