"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0ab1ef04-eab5-4a02-a50e-23601eb9aaac","","","","folder","TRUE","FALSE","Site QA"
"c7353c31-fe24-4e1a-84d1-b6b42a6960c3","","","","folder","TRUE","FALSE","Site QA","Section A - Barkly Street"
"327ad8ea-f50e-4621-83b8-d3b76044c157","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section A - Barkly Street","Section A - Barkly Street"
"d7d6ede4-ce3c-4522-872f-951c2fdf03f8","","","","folder","TRUE","FALSE","Site QA","Section B - Barkly Street"
"2ff483fa-fb9d-4a04-88b9-b8670561a1fc","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section B - Barkly Street","Section B - Barkly Street"
"a7d0372b-13ab-4837-8ecd-84928cee1927","","","","folder","TRUE","FALSE","Site QA","Section C - Barkly Street/Whitten Ave"
"35abb813-00d9-4e8a-9b57-7b4869f6a7b4","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section C - Barkly Street/Whitten Ave","Section C - Barkly Street/Whitten Ave"
"2bd5c7d0-6c28-42da-b0ad-083d9e193e1b","","","","folder","TRUE","FALSE","Site QA","Section D - Whitten Ave"
"1073083d-44b4-49c5-86e7-6a048a13f89c","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section D - Whitten Ave","Section D - Whitten Ave"
"5db5ca1a-fdfc-418a-97a6-391a4848ea32","","","","folder","TRUE","FALSE","Site QA","Section G - Whitten Ave"
"bfb00915-cc65-45c4-b7bc-22710bfbaa02","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section G - Whitten Ave","Section G - Whitten Ave"
"e6c94c1b-249e-43ba-9ff6-0c53f140c2fd","","","","folder","TRUE","FALSE","Site QA","Section H - Whitten Ave"
"8be19816-89b4-42d1-afff-21228ed19a7a","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section H - Whitten Ave","Section H - Whitten Ave"
"4ba1cea7-8a02-4a51-afa0-7212ba3fb44d","","","","folder","TRUE","FALSE","Site QA","Section J - Whitten Ave/Sutton Way"
"acf5e75b-097b-46a1-b3ed-e0aef6dca1b7","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section J - Whitten Ave/Sutton Way","Section J - Whitten Ave/Sutton Way"
"3101025b-e27d-4f7e-a97b-57ff9ddb931b","","","","folder","TRUE","FALSE","Site QA","Section K - Sutton Way Roundabout"
"6ef7846b-42a2-4c74-b858-a9da0d4551a5","","","Section J - Whitten Ave/Sutton Way","checklist","FALSE","FALSE","Site QA","Section K - Sutton Way Roundabout","Section K - Sutton Way Roundabout"
"5ccc49fb-d0e7-4994-83a2-2a4dd004e109","","","Additional Tasks - add as required","checklist","FALSE","FALSE","Site QA","Zone 3 & 4 Hydrant / Hose-reel test"
"64a66d58-a442-4546-b986-c61cd446865b","","","Add Site Diary Checklist","checklist","FALSE","FALSE","Site Diary"
"835883e4-3a68-41c5-a54f-c6e4c0a61e7d","","","Additional Tasks - add as required","checklist","FALSE","FALSE","VARIATION - 001 Relocate underground pipework"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","","","folder","FALSE","FALSE","Variations"
"182b0cfa-c75c-49dd-90f9-ab639a489935","","","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","Variation - 002 Power Isolations 28/11/2023"
"53672334-d16d-41ac-9af1-bb25cb097614","","","","folder","TRUE","FALSE","Variation - 002 Power Isolations 28/11/2023"
"091231f6-d7f8-4382-a213-fb5991c8ca41","","","Add Site Diary Checklist","checklist","FALSE","FALSE","Variation - 002 Power Isolations 28/11/2023","Site Diary"
