"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e1ac2911-6834-4f9d-bef1-8111db6d2f0c","","","","folder","TRUE","FALSE","Documentation"
"871a0784-28e9-40b3-a005-2aab901bf480","","","SYS - PT - Sprinkler Control Valve Detail","checklist","FALSE","FALSE","Documentation","Sprinkler Control Valve Detail"
"fe55c0aa-1b77-4f0e-bf51-0f0aa433637c","","","SYS - PT - Sprinkler Control Valve Detail","checklist","FALSE","FALSE","Documentation","Fire Hydrant Detail"
"5909542f-8f13-4125-ace0-f5c7c07f990f","","","SYS - PT - Sprinkler Control Valve Detail","checklist","FALSE","FALSE","Documentation","Hose Reel Detail"
"cacb7e9e-3d80-414e-8b35-d3af8ebee596","","","SYS - PT - Sprinkler Control Valve Detail","checklist","FALSE","FALSE","Documentation","Booster Detail"
"856a71eb-6389-4dfa-b21f-774dde4fd758","","","","folder","TRUE","FALSE","Shop Drawings"
"e67a8bef-be2d-4596-9c03-7d298d35568b","","","SYS - PT - Sprinkler Control Valve Detail","checklist","FALSE","FALSE","Shop Drawings","Shop Drawing"
"01557e4c-e398-41c0-92fb-7bc597ec9c9c","","","","folder","TRUE","FALSE","Leemark - Site QA"
"0ba514ec-cb71-478f-9e39-24f293fffae8","","","","folder","TRUE","FALSE","Leemark - Site QA","Dry Fire"
"331cfd57-37d6-4748-b4a8-77ac4a06b3e8","","","SYS - PT - Pre-Start","checklist","FALSE","FALSE","Leemark - Site QA","Dry Fire","Pre-Start"
"78ba9fa3-dbd9-4b01-a701-f457e6427d85","","","SYS - PT - Ewis Installation","checklist","FALSE","FALSE","Leemark - Site QA","Dry Fire","Ewis Installation"
"510647cf-516b-48c1-81be-60fe0b39c21e","","","SYS - PT - Ewis Installation Fit Off","checklist","FALSE","FALSE","Leemark - Site QA","Dry Fire","Ewis Installation Fit Off"
"9c8f4345-51ec-49f0-b810-a43121b2259e","","","SYS - PT - Fire Detection Installation","checklist","FALSE","FALSE","Leemark - Site QA","Dry Fire","Fire Detection Installation"
"b95aae97-0a8d-4689-bcf4-136487f35873","","","SYS - PT - Fire Detection Fit Off","checklist","FALSE","FALSE","Leemark - Site QA","Dry Fire","Fire Detection Fit Off"
"4a0b16a3-adb1-483b-a26c-9b3cc0df44cf","","","SYS - PT - EWIS Panel","checklist","FALSE","FALSE","Leemark - Site QA","Dry Fire","EWIS Panel"
"231f3fb7-0fb3-483e-8a3c-762c3df65da2","","","SYS - PT - EWIS Panel","checklist","FALSE","FALSE","Leemark - Site QA","Dry Fire","FIP"
