"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Manufacture QA Progress"
,"Scope",,,"manufacture qa"
,"Rows"
,,"Level 1 Balustrade","dynamic","manufacture qa","balustrade","level 1"
,,"Level 1 Column","dynamic","column","manufacture qa","level 1"
,,"Level 1 Panel","dynamic","panel","manufacture qa","level 1"
,,"Level 2 Balustrade","dynamic","manufacture qa","balustrade","level 2"
,,"Level 2 Column","dynamic","column","manufacture qa","level 2"
,,"Level 2 Panel","dynamic","panel","manufacture qa","level 2"
,,"Level 3 Balustrade","dynamic","manufacture qa","balustrade","level 3"
,,"Level 3 Column","dynamic","column","manufacture qa","level 3"
,,"Level 3 Panel","dynamic","panel","manufacture qa","level 3"
,"Columns"
,,"Manufacturing Documents",,"manufacturing documents"
,,"Pre-Pour Checks",,"pre-pour checks"
,,"Concrete Pour Checks",,"concrete pour checks"
,,"Post-Pour / Pre Delivery Checks",,"post-pour / pre delivery checks"
,,"Concrete Test Results",,"concrete test results"

"Installation QA Progress"
,"Scope",,,"installation qa"
,"Rows"
,,"Level 1 Balustrade","dynamic","balustrade","level 1","installation qa"
,,"Level 1 Column","dynamic","column","level 1","installation qa"
,,"Level 1 Panel","dynamic","panel","level 1","installation qa"
,,"Level 2 Balustrade","dynamic","balustrade","level 2","installation qa"
,,"Level 2 Column","dynamic","column","level 2","installation qa"
,,"Level 2 Panel","dynamic","panel","level 2","installation qa"
,,"Level 3 Balustrade","dynamic","balustrade","installation qa","level 3"
,,"Level 3 Column","dynamic","column","installation qa","level 3"
,,"Level 3 Panel","dynamic","panel","installation qa","level 3"
,"Columns"
,,"Element Install & Grouting",,"element install & grouting"
,,"HOLD POINT - Confirmation that Props can be removed",,"hold point - confirmation that props can be removed"

