"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Basement","dynamic","basement","stage 1"
,,"GF Data","dynamic","gf data","stage 1"
,,"GF CCTV","dynamic","gf cctv","stage 1"
,,"GF Intercom","dynamic","gf intercom","stage 1"
,,"GF Access Control","dynamic","gf access control","stage 1"
,,"GF Intrusion","dynamic","gf intrusion","stage 1"
,,"L1 Apartments","dynamic","l1 apartments","stage 1"
,,"L1 CCTV","dynamic","l1 cctv","stage 1"
,,"L1 Intercom","dynamic","stage 1","l1 intercom"
,,"L2 Apartments","dynamic","l2 apartments","stage 1"
,,"L2 CCTV","dynamic","l2 cctv","stage 1"
,,"L2 Intercom","dynamic","l2 intercom","stage 1"
,,"L2 CCTV","dynamic","l2 cctv","stage 1"
,,"L2 Access Control","dynamic","l2 access control","stage 1"
,,"L2 Vincard","dynamic","l2 vincard","stage 1"
,,"L3 Apartments","dynamic","l3 apartments","stage 1"
,,"L3 Intercom","dynamic","l3 intercom","stage 1"
,,"L3 CCTV","dynamic","l3 cctv","stage 1"
,,"L3 Access Control","dynamic","stage 1","l3 access control"
,,"L3 Vincard","dynamic","l3 vincard","stage 1"
,,"L4 Apartments","dynamic","l4 apartments","stage 1"
,,"L4 CCTV","dynamic","l4 cctv","stage 1"
,,"L4 Intercom","dynamic","l4 intercom","stage 1"
,,"L4 Access Control","dynamic","l4 access control","stage 1"
,,"L4 Lift Control","dynamic","l4 lift control","stage 1"
,,"L4 Vincard","dynamic","stage 1","l4 vincard"
,"Columns"
,,"Pre wire",,"pre wire"
,,"Terminated and tested",,"terminated and tested"
,,"Fit off",,"fit off"
,,"Tone cables",,"tone cables (add signature)"
,,"Separate cables",,"separate cables (add signature)"
,,"Cable riser",,"cable riser (add signature)"

