type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Stage 3 - Block Q,,,,,,,
section,Details,,,,,,,
checkpoint,Install new DN225 pipe from SWMH-02C,,,,,,,
checkpoint,Install new 600mm mini manhole,,,,,,,
checkpoint,Install new DN300 pipe from SWMH-02B to02X,,,,,,,
checkpoint,Instal new DN1050 Manhole,,,,,,,
checkpoint,Make good driveway and bleachers,,,,,,,
