"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d6722528-9bfb-4056-9a70-83310305302f","","no-status-not-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"43bc13e1-73e2-41f9-a2e0-dbbc335c3f8b","","no-status-not-started","","folder","FALSE","FALSE","Health & Safety"
"12e281c1-8bf9-4c46-b660-43f41d504d08","","no-status-not-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"f7a28777-f3b5-469b-9662-c61aae65d562","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"2d8a42b0-70e0-4d70-a7d0-563b1557327e","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"ebddd0c2-104a-4c33-9597-cca11fb1ab95","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"e29768b1-db74-4926-8221-3a6cba57a456","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"862da805-420e-4c45-9e97-efaa310ff634","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"c3ee8a82-26c3-4600-8fcb-0c7ac31b6399","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"def77f29-ca6e-4669-9ebe-029789bd500c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"03712962-354b-4a5c-b309-d24921d3814a","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"4216e6b2-21f7-4489-a5d3-9aa96391645c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"b42993b4-080c-4de7-bf57-0b696ad8056f","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"56ec8c94-9b99-4a4a-817e-cfae213b57b4","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"e3f0ead3-c2ef-460a-8808-d10c9a878f48","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a830e776-366f-4a6c-8120-0a95df8fac74","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"d73816de-1aeb-43ea-98a5-9ba40e5c1c7d","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
"7ef4005f-9506-467c-9b9b-5fe3698a9c85","","work-in-progress","Ω (DEPRECATED) QA - Flashings (v0)","checklist","FALSE","FALSE","Flashings"
"c1ca6582-085d-4d2e-a401-813d6a590e27","","not-started","Roof QA","checklist","FALSE","FALSE","Roof QA"
