resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,,step,,,GF Panel Installation,,,,,,,,
Delivery of Frames ,Check Membrane ,Top Hats & Frames Installation ,Rail engagement installation ,Installation of Bricks ,Mortar & Caulk ,folder-with-checklists,,,,GF-S-Zone 1 ,,,,,,,
Delivery of Frames ,Check Membrane ,Top Hats & Frames Installation ,Rail engagement installation ,Installation of Bricks ,Mortar & Caulk ,folder-with-checklists,,,,GF-S-Zone 2,,,,,,,
Delivery of Frames ,Check Membrane ,Top Hats & Frames Installation ,Rail engagement installation ,Installation of Bricks ,Mortar & Caulk ,folder-with-checklists,,,,GF-W-Zone 3,,,,,,,
Delivery of Frames ,Check Membrane ,Top Hats & Frames Installation ,Rail engagement installation ,Installation of Bricks ,Mortar & Caulk ,folder-with-checklists,,,,GF-W-Zone 4,,,,,,,
Delivery of Frames ,Check Membrane ,Top Hats & Frames Installation ,Rail engagement installation ,Installation of Bricks ,Mortar & Caulk ,folder-with-checklists,,,,GF-W-Zone 5,,,,,,,
Delivery of Frames ,Check Membrane ,Top Hats & Frames Installation ,Rail engagement installation ,Installation of Bricks ,Mortar & Caulk ,folder-with-checklists,,,,GF-NS-Zone 6,,,,,,,
