resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Area A,,,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WAIT (LG.B.140),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,VEND (LG.B.075),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CONS (LG.B.001),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CONS (LG.B.002),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CONS (LG.B.003),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,PBTR NA (LG.B.004),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WB IN (LG.B.006),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,PBTR NA (LG.B.005),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,PBTR NA (LG.B.007),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WB IN (LG.B.018),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,PBTR NA (LG.B.008),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WCPT (LG.B.009),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,BLIN (LG.B.117),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,BMEQ (LG.B.010),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CIRC (LG.B.025),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,HWPPE (LG.B.100),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,HWPPE (LG.B.011),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,OFF CW (LG.B.017),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,BRES (LG.B.021),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,DU SUB (LG.B.016),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,PIPE A (LG.B.570),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,DRY FIRE (LG.B.577),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,MECH (LG.B.574),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CR (LG.B.573),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CONDENSER (LG.B.571),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,TRAVEL (LG.B.504),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,MECH (LG.B.576),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,EDB RM (LG.B.572),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,ERISE (LG.B.575),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,STAIR B2 (LG.B.656),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,STAIR PRES (LG.B.601),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CU MED (LG.B.022),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,ST STATION (LG.B.020),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,PBTR NA (LG.B.012),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,PBTR NA (LG.B.013),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WB IN (LG.B.019),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,BED LOBBY (LG.B.672),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,ST ALL HEALTH (LG.B.128),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,TRAVEL (LG.B.134),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,TRAVEL (LG.B.139),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,TRIAGE (LG.B.126),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,TRIAGE (LG.B.081),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,TRIAGE (LG.B.082),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WAIT-SUB (LG.B.124),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WCST (LG.B.091),,,,,,,
