resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Area A,,,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,GAS METRE ENCLOSURE (LG.B.5599),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,GAS BOOSTER (LG.A.215),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,FIRE PUMP ROOM (LG.A.216),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,ELEC HV (LG.A.220),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,FIRE TANK ROOM (LG.A.218),,,,,,,
,,,step,,,Area B.1,,,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,AMB HEARSE PARK (LG.A.066),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CIRC (LG.A.067),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,FAMILY LOUNGE WAIT (LG.A.063),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,WC ACC (LG.A.061),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,MORT VIEWING (LG.A.064),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,HWPPE (LG.A.053),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,BBEV (LG.A.062),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CIRC (LG.A.160),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,COOL BODY HOLD (LG.A.068),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,RECEPT (LG.A.060),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CIRC (LG.A.054),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,BLIN (LG.A.051),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CLRM (LG.A.058),,,,,,,
Pre-Sheet wall Sign-Off,Pre grid install Ceilings,Pre sheet install Ceilings,folder-with-checklists,,,,CIRC (LG.A.059),,,,,,,
