Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Detailed Progress Matrix (L21-L25),,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Level 21,grouping,Level 21,,
,,Circle,dynamic,Circle,Level 21,Site QA
,,Loading Bay,dynamic,Loading Bay,Level 21,Site QA
,,Corewall,dynamic,Corewall,Level 21,Site QA
,,Alimark,dynamic,Alimark,Level 21,Site QA
,,Level 22,grouping,Level 22,,
,,Circle,dynamic,Circle,Level 22,Site QA
,,Loading Bay,dynamic,Loading Bay,Level 22,Site QA
,,Corewall,dynamic,Corewall,Level 22,Site QA
,,Alimark,dynamic,Alimark,Level 22,Site QA
,,Level 23,grouping,Level 23,,
,,Circle,dynamic,Circle,Level 23,Site QA
,,Loading Bay,dynamic,Loading Bay,Level 23,Site QA
,,Corewall,dynamic,Corewall,Level 23,Site QA
,,Alimark,dynamic,Alimark,Level 23,Site QA
,,Level 24,grouping,Level 24,,
,,Circle,dynamic,Circle,Level 24,Site QA
,,Loading Bay,dynamic,Loading Bay,Level 24,Site QA
,,Corewall,dynamic,Corewall,Level 24,Site QA
,,Alimark,dynamic,Alimark,Level 24,Site QA
,,Level 25,grouping,Level 25,,
,,Circle,dynamic,Circle,Level 25,Site QA
,,Loading Bay,dynamic,Loading Bay,Level 25,Site QA
,,Corewall,dynamic,Corewall,Level 25,Site QA
,,Alimark,dynamic,Alimark,Level 25,Site QA
,Columns,,,,,
,,Pre-Install,,Pre-Install,,
,,Installation,,Installation,,
,,Post-Installation,,Post-Installation,,
