"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2a406094-aeda-494d-8d5e-aba38a6fc737","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","Site QA","In Slab Conduits","Level 17"
"8150ae2a-31dd-4953-b73b-3714ad20b48e","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","Site QA","In Slab Conduits","Level 18"
"d2c5d116-70a2-419b-9ff9-2f6405eece45","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","Site QA","In Slab Conduits","Level 19 - Roof"
"1ea631f4-a12b-403e-8281-f8f3aa274e86","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","Site QA","In Slab Conduits","GM FIRE - Deckwork Columns"
"14c7d22f-2ae7-47ef-9291-6ffdac2f59b6","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","Site QA","In Slab Conduits","Level 1 Pour 1 Slab"
"49341dba-d918-4b98-8ed2-87b977fcdb80","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","Site QA","In Slab Conduits","Level 1 Pour 2 Slab"
"cf54eb87-bfa2-4aa9-8c9c-415aaefd4896","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","Site QA","In Slab Conduits","Mezzanine Generator Room "
"b509f580-3824-4522-adaa-891273cbc9ef","","not-started","","folder","TRUE","FALSE","Site QA","In Slab Sprinkler Sleeves"
"54884515-52da-44c7-9c97-9a8a1a8bcc04","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Sprinkler/ Hydrant Penetrations - Core Walls/Landings - Basement to Level 2"
"da42851b-9c0f-4d48-8b97-683e3511595c","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Hydrant Penetrations - Stair 3 - Basement to Ground"
"ec5635b5-39f9-4b0d-bf0f-beb288f305a9","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Hydrant Penetrations - Stair 4 - Basement to Ground Floor"
"1e5fa71d-f0bc-4f9a-a652-4b2b868a0816","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Sprinkler/Hydrant Penetrations - Mains - Basement to Ground Floor"
"8f61ba8e-0199-45f8-81a2-5d2001a786b4","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 5"
"1c170cf1-62d2-4964-a53f-4be062414a0f","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 6"
"92cd3e70-865d-498f-8021-6be9d87d8bc4","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 7"
"b853f2c5-a81e-4fab-ae95-9457aecbc28f","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 8"
"d8e57cbd-b125-4017-a549-2c8ce305b757","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 9"
"fe5cc4d5-8f0d-48bc-a3c7-41a2554fac9f","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 10"
"37213e6a-0d2e-403e-9aca-f96faee188d5","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 11"
"13f4b7ec-cbbc-47e0-813e-4c2f1308af66","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 12"
"d02b1260-eba9-4f19-af63-5633b7162090","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 13"
"2addcb3c-0fee-45b8-a48d-539c487e08f9","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 14"
"e1b23582-d968-49d3-9ed4-3db51de535a5","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 15"
"9584ae1b-2f50-40fe-82ca-60856659983f","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 16"
"e8912520-81e9-404a-9ef5-2b4387053ed7","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 17"
"4102d253-008e-413c-a459-b37cab4519ef","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 18"
"d2c7047c-696f-4421-b367-6577dde15609","","not-started","ITPS-017 In Slab Sprinkler Sleeves","checklist","FALSE","FALSE","Site QA","In Slab Sprinkler Sleeves","Level 19 - Roof"
"51efe91b-f569-4a57-9917-88a90e5ae48d","","not-started","","folder","TRUE","FALSE","Site QA","Fire Alarm and EWIS Installation"
"68896ee6-efd6-45c1-a4f2-70b2c5fb5d2f","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Basement"
"45cae53c-bb67-483f-ae3d-71c39f2c27e2","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Ground"
"8817d838-b9c7-45d6-8f28-aa7a068dd0ab","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Mezzanine"
"5df7a01e-c229-4519-b707-c3b87342fa88","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 1"
"f65b26fe-8ba1-4354-b5c2-5d2db9169511","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 2"
"d561dfcc-7107-41b6-8a70-b9b0a73c68c6","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 3"
"9199d14a-5fc2-46d3-93e1-bea943f46e6b","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 4"
"4ba12a97-5767-49b3-af60-600c0083190a","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 5"
"c30c8a5a-9db8-4340-acb7-9b5b0c26014e","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 6"
"6710c3b4-a548-482f-ad76-bf308c550508","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 7"
"d272bf09-4de4-4480-a1e6-924ddb36f0ab","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 8"
"4fd3538a-4f4c-4811-9290-2c70e520dab5","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 9"
"5023814e-69b6-4bd4-8b37-bb139246f309","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 10"
"bc16a4c9-e60f-43f8-a1a4-7b2967e81a01","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 11"
"8e6f5783-ded5-41ee-ab3e-ecf4ab8b6aa3","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 12"
"e6d5e926-130f-4bab-b3b5-78ce8799292b","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 13"
"bee29eb6-c118-4d40-a219-c4d9a12dd5cf","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 14"
"fad3350c-aa3e-473f-a46d-d3ad42664795","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 15"
"9cb742d7-0e51-46c6-bfb2-66dd4ac06635","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 16"
"60e51c14-9cc2-4bd5-b712-4a3389a0afc6","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 17"
"aa3ccd07-ca23-4caf-b096-9d47d8db3960","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 18"
"c015da19-f4d3-4664-b9cf-f7bd753699da","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Installation","Level 19 - Roof"
"bb074723-bc9f-4b37-bbd4-9fd566a25ede","","not-started","","folder","TRUE","FALSE","Site QA","Fire Alarm and EWIS Commissioning"
"0849f1ee-5352-4470-a8a8-990058862f9a","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Basement"
"670ce8e9-e187-425f-8c05-27fb7299d74d","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Ground"
"d75ed2df-438c-49f4-a55a-d8ae5590c5b0","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Mezzanine"
"e7398385-6b38-477b-bf54-c4951f1226ed","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 1"
"d775da02-5da7-4f84-9401-ea4da6520f65","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 2"
"c9b5e088-098e-4977-849e-417eee40438f","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 3"
"29b20cd0-bd57-4d1e-8014-71f16fdeaa96","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 4"
"f960010a-f2c5-43a0-bb65-c0ca02167382","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 5"
"3586118e-cac5-4f3b-b3a8-d5e9951fbe02","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 6"
"2d6abb7f-4ce0-4470-9e24-84b3f5b7f17e","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 7"
"7c261136-dc45-408b-a840-8e5975abe1a7","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 8"
"8242fb79-8252-494f-bb95-c403665e5400","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 9"
"1fac8bf0-bd0b-43b0-b13f-f03208c38e04","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 10"
"2f5c8aef-58c8-422e-81fe-5481de4afe70","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 11"
"3aaf49b5-7d5e-442b-b230-5a652bfb33b4","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 12"
"628c005d-c7e6-4a5f-98c7-9b87025ff417","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 13"
"0449325c-a4eb-46d7-b73f-ea34fb5b95d1","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 14"
"ab5db4c0-8663-432a-8888-09f980d53d04","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 15"
"79f28fe5-9260-422e-9a73-bdbbb333983d","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 16"
"1c02bad6-4241-408e-b422-8723aa164979","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 17"
"89f268a6-d29d-4d08-9c96-15bff502d5fb","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 18"
"255fe03c-eb58-4b13-9190-6fa21dc8f256","","not-started","ITPS-004 Fire Alarm and EWIS Commissioning","checklist","FALSE","FALSE","Site QA","Fire Alarm and EWIS Commissioning","Level 19 - Roof"
"2395ca71-5733-401c-8393-d2bdb0c844c0","","not-started","","folder","TRUE","FALSE","Site QA","Fire Sprinkler Installation"
"fda57b9b-959c-4444-8f13-c078cfd226e5","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Basement"
"53c96f96-677a-43ac-9850-902d893fb94b","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Ground"
"1aa011f1-857c-47f9-a1ac-8f6425e3273d","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Mezzanine"
"f4bf6992-d5df-46ee-80eb-fa675cdc70a8","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 1"
"bcdd82ed-f9bf-4ca2-bfb0-70b9a4230b24","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 2"
"78fe0974-e54d-4601-81d8-17bf48c36ce8","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 3"
"9deec022-210e-42b3-acf2-5e6df2772614","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 4"
"34b78653-30fe-4ef2-b4b9-abbbcce6f766","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 5"
"6e09a816-013b-4d75-a7e7-8a254dd7c369","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 6"
"74934bc8-fc2e-4af4-be5a-c73e8fde4700","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 7"
"a77906d1-eaa9-4a2c-a61c-a39463aa3e41","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 8"
"3ccd5f7b-15ac-4668-aecb-112d4b7da5be","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 9"
"bb7e52ad-562d-493a-a0b7-425658c623b2","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 10"
"bd54108c-c78c-4fbe-8eec-a65cbcecdad0","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 11"
"d31c1ba1-f6a9-4c57-94b5-a751189695e3","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 12"
"c2f188e0-a544-4fdf-8bbc-da5bf2b16fe6","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 13"
"ba4e3370-0a68-4384-b29d-2beceb049e2c","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 14"
"ee8fa295-4273-4eba-89b0-5c362603274d","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 15"
"90df54f2-e22e-45ef-9c02-b4a1f5218f38","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 16"
"3233e200-2cd4-4516-a69d-9d260f5577ae","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 17"
"b8a53295-60d7-4a7d-84a7-30c4bf3c8c3c","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 18"
"c70c9f82-fe85-4c10-be42-51112b6f23f0","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","Site QA","Fire Sprinkler Installation","Level 19 - Roof"
"986ae94a-d00a-4fc4-8d6b-02ac71def470","","not-started","","folder","TRUE","FALSE","Site QA","Fire Sprinkler System Commissioning"
"f74bc4ab-aeb6-4312-a1ea-aa86fda1c761","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Basement"
"eb861feb-f705-48f1-9898-a227d0ded688","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Ground"
"8bde1d61-1e7d-4928-9090-aa71828d3cad","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Mezzanine"
"f4725c6e-ae1b-4af2-9c44-deffc4d13f24","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 1"
"cdfe66a9-f20a-4f6b-9093-500c944a77d7","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 2"
"4dff4d95-f42d-40b0-b54a-ad0916644fbd","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 3"
"d2b1bb69-6199-416d-a39b-6f965084d485","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 4"
"44176a70-9538-4d9d-bb16-d3ed8602ea9a","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 5"
"ccd5d07c-8b3b-489a-8e98-5e76610d549e","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 6"
"727b5cd0-5785-402f-92ec-728458a4b293","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 7"
"aec85da9-d109-4f8a-8f6b-4b3a98177090","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 8"
"53c6e213-9d6d-4e6d-91a0-b3da4bca80a1","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 9"
"6d93ec71-98d7-45a6-8670-00b6adb785fa","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 10"
"924ca03b-1c80-41d5-a5ea-063d8e9d33d4","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 11"
"e0c24c44-0cff-420e-b2c3-ca719ff11c02","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 12"
"43acb81a-3d43-4062-b06d-e266f2df71f3","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 13"
"db9f6d56-85e4-4c11-8cdd-dcc5742e2fb6","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 14"
"a6640366-3677-42f0-9c73-06aaf0164b4d","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 15"
"a20e8428-53bd-4157-be5e-a17e55a934f2","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 16"
"7c67c9fc-a9cd-4eb6-a4bd-35b73cceadfb","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 17"
"02a685af-0fde-4afd-be7a-b30a81b4c3ef","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 18"
"6793dc13-4583-4123-8458-237d12185e6e","","not-started","ITPS-009 Sprinkler System Commissioning","checklist","FALSE","FALSE","Site QA","Fire Sprinkler System Commissioning","Level 19 - Roof"
"ec6385d4-0b62-4012-a1e7-6f5b823d381d","","work-in-progress","ITPS-019 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","Site QA","ITPS-019 Site Temp Asset Lists Extinguishers"
"d1aeca79-7bbc-49d3-8a26-f09a97979121","","pass","","folder","TRUE","FALSE","Archive - N82"
"d2f66901-c127-4914-8a48-7452df569c46","","pass","ITPS-019 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","Archive - N82","N82 Griffith University - Site Extinguishers (Amenities)"
"e64ee421-6819-46f7-adf5-6c5caf84e53e","","pass","ITPS-019 Site Temp Asset Lists Extinguishers","checklist","FALSE","FALSE","Archive - N82","N82 Griffith University - Demolition/Construction Area Temp Extinguishers"
