Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,Slabs & Columns,,,
,Rows,,,,,,
,,Level 4,grouping,level 4,Slabs & Columns,,
,,South - C9,expanded,level 4,south,Slabs & Columns,c9
,,South - C10,expanded,level 4,c10,south,Slabs & Columns
,,South - C11,expanded,level 4,c11,south,Slabs & Columns
,,South - C12,expanded,level 4,south,c12,Slabs & Columns
,,South - C13,expanded,level 4,c13,south,Slabs & Columns
,,South - C14,expanded,level 4,south,Slabs & Columns,c14
,,West - C7,expanded,west,level 4,c7,Slabs & Columns
,,West - C8,expanded,west,level 4,c8,Slabs & Columns
,,North - C1,expanded,level 4,Slabs & Columns,c1,north
,,North - C2,expanded,level 4,Slabs & Columns,north,c2
,,North - C3,expanded,level 4,c3,Slabs & Columns,north
,,North - C4,expanded,level 4,c4,Slabs & Columns,north
,,North - C5,expanded,level 4,c5,Slabs & Columns,north
,,North - C6,expanded,level 4,c6,Slabs & Columns,north
,,Level 5,grouping,level 5,Slabs & Columns,,
,,South - C9,expanded,level 5,south,Slabs & Columns,c9
,,South - C10,expanded,level 5,c10,south,Slabs & Columns
,,South - C11,expanded,level 5,c11,south,Slabs & Columns
,,South - C12,expanded,level 5,south,c12,Slabs & Columns
,,South - C13,expanded,level 5,c13,south,Slabs & Columns
,,South - C14,expanded,level 5,south,Slabs & Columns,c14
,,West - C7,expanded,west,level 5,c7,Slabs & Columns
,,West - C8,expanded,west,level 5,c8,Slabs & Columns
,,North - C1,expanded,level 5,Slabs & Columns,c1,north
,,North - C2,expanded,level 5,Slabs & Columns,north,c2
,,North - C3,expanded,c3,level 5,Slabs & Columns,north
,,North - C4,expanded,level 5,c4,Slabs & Columns,north
,,North - C5,expanded,level 5,c5,Slabs & Columns,north
,,North - C6,expanded,level 5,c6,Slabs & Columns,north
,,Level 6,grouping,Slabs & Columns,level 6,,
,,South - C9,expanded,level 6,south,Slabs & Columns,c9
,,South - C10,expanded,level 6,c10,south,Slabs & Columns
,,South - C11,expanded,level 6,c11,south,Slabs & Columns
,,South - C12,expanded,level 6,south,c12,Slabs & Columns
,,South - C13,expanded,level 6,c13,south,Slabs & Columns
