"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e9ecf9fa-7dbb-5cef-8b09-3e4f97e887b7","","folder-normal","fail","","step","TRUE","FALSE","Ground"
"73602264-aaae-50f1-a1ee-446451fb298e","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","D001.06"
"2e7b1b8f-a8d5-5962-9c62-646786ef6dc2","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 10","W1004.01","Site Glazing Completed"
"0842cbee-830d-5f12-b940-b16235f10442","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 10","W1004.01","Trade clean/protected"
"bd1f3358-2741-5f7d-813b-bd15e97e6e2f","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 10","D1004.07"
"ab41bf70-102f-4562-973f-c27869796f9a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Opening and sill acceptable. All elements approved as per drawings"
"3b8ecac3-0a63-52a2-a798-a4d1a2fa7d4c","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 10","D1004.07","Opening wrapped & prepared correctly by others"
"d9c559f2-292f-4fad-bc06-1bb2de34192c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Sill tray installed"
"abe168a4-41b9-4482-a422-b3b4ad9d8040","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Check joinery is free of damage"
"03cc2913-b493-40bb-a743-b31db245d194","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Check frame and orientation is correct"
"fc20ffa4-5bd0-4313-b698-4eff48941b1e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Fixing type and set out is in accordance with shop drawings"
"1e0fcef2-f625-4a98-aada-15751ab763e1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","All fixings oversealed on frame and no tooling damage to frame"
"bfcc3134-ea62-4170-b026-1165b9c79f53","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"c262453b-22b9-4814-8340-da0132cd02f0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Viridian supply glass free from defects for installation"
"6749319a-2fd0-4796-936e-9bd2685b8b32","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Glass specification correct to the window type"
"d2a2bb67-944c-46a7-b6e3-1ddd33481bda","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Beads reinstated correctly and wedged off completely"
"1bb94dd2-c2e0-5dec-84d2-5777dd597e3b","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 10","D1004.07","External flashings installed as per shop drawings"
"b7915d1d-44d5-451a-85ca-c5dcd9a18d60","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Rain shields"
"2235441d-b113-4d7c-90a0-1863376e2acc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1004.07","Rain shields"
"0b0f3c2e-9a58-5da5-874b-90b359eca1a6","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 10","D1004.07","Installed / Fixed As Per Shop Drawings"
"bc05cf89-e6b1-549b-98f2-4a99e4a5a8cc","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 10","D1004.07","Airseals Completed (photo)"
"51de40d9-20d6-5707-b1e0-3e1aa93455f7","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 10","D1004.07","Site Glazing Completed"
"d41811e1-d29b-57fb-bf18-98dffcd0e030","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 10","D1004.07","Trade clean/protected"
"19ac1b36-ffa4-5682-b2d8-d9e2d372f28d","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 10","W1003.01"
"7318bebb-0ee6-40ec-9881-a9878ded5716","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Opening and sill acceptable. All elements approved as per drawings"
"0974da0b-790b-5da9-80bf-eb35a46f1618","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 10","W1003.01","Opening wrapped & prepared correctly by others"
"6449576c-f430-4835-b144-c1790fea06c8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Sill tray installed"
"c2740282-b0f8-45c0-a03a-3fce9e7904c4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Check joinery is free of damage"
"d2fa3e8a-faf5-42be-95e7-09a7e80a5769","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Check frame and orientation is correct"
"dca62d2e-1087-4ec0-912c-911d305bad24","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Fixing type and set out is in accordance with shop drawings"
"7ff46658-8fc4-48ea-af59-1966bd56fde3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","All fixings oversealed on frame and no tooling damage to frame"
"46068ef9-6e95-44b6-9f8f-c0802b888653","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"682a0bb5-fd6c-41d9-ae5d-6da1638567b2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Viridian supply glass free from defects for installation"
"8d0e62f5-bc68-478c-9e5e-c081fd8cc6c1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Glass specification correct to the window type"
"1e4c1317-8c1d-4f8a-83bd-746d1b8bf151","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Beads reinstated correctly and wedged off completely"
"38213fbc-c16c-5003-8ad5-e09e61e39285","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 10","W1003.01","External flashings installed as per shop drawings"
"ab5beb18-82f9-4a67-96f2-22e013b7adb9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Rain shields"
"fe7c25b8-1234-4052-9591-27688d4712bc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","W1003.01","Rain shields"
"fec51da2-4a4e-53ad-a037-c8a9190388ee","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 10","W1003.01","Installed / Fixed As Per Shop Drawings"
"67dfcf7a-052a-5067-b41d-0b2b2b6c466e","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 10","W1003.01","Airseals Completed (photo)"
"0115fe8c-3274-54bc-a894-33a5bfc7f899","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 10","W1003.01","Site Glazing Completed"
"89bd4cac-4f5a-5c2a-aea3-a5039a96b3f8","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 10","W1003.01","Trade clean/protected"
"233ec1b3-287c-5363-aa0f-b062417fed32","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 10","D1003.07"
"d2e7f447-6b24-455a-b7b9-dbea1a5ebcd3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Opening and sill acceptable. All elements approved as per drawings"
"5db84bb9-e90e-54be-a8f2-2a3aced72165","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 10","D1003.07","Opening wrapped & prepared correctly by others"
"9eaab674-3091-4780-b6b6-dee421da81f3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Sill tray installed"
"6a2e140d-bfa2-43f3-8894-3a3409a26bbc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Check joinery is free of damage"
"cc5bc592-4934-410c-bbf0-11f41f6743f6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Check frame and orientation is correct"
"ead84f70-9911-4d6b-8b63-553f1538e507","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Fixing type and set out is in accordance with shop drawings"
"92081d4f-f813-4cbf-b0f7-94e6604cd9bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","All fixings oversealed on frame and no tooling damage to frame"
"09c187df-54ac-4e85-9552-be54c21f4c35","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"e95c307c-b1a8-4472-99ae-e02259e265e7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Viridian supply glass free from defects for installation"
"ae5528c8-c04c-49d3-b597-2073ce99f26b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Glass specification correct to the window type"
"06cb7d90-274b-434f-82ce-637eb29b6d1e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Beads reinstated correctly and wedged off completely"
"3800034e-28ec-5d7d-b6b2-d7ff5e4936b7","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 10","D1003.07","External flashings installed as per shop drawings"
"9a363911-029e-4552-8b57-9be5b70315c7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Rain shields"
"e2b849c7-706f-4f1a-991d-e5ad91f60e9a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 10","D1003.07","Rain shields"
"54e896e5-bded-5328-b83a-6731c1f9538e","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 10","D1003.07","Installed / Fixed As Per Shop Drawings"
"e2412092-669c-544a-a71a-6c61e11b240e","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 10","D1003.07","Airseals Completed (photo)"
"69f7467b-dce3-53ed-8f9c-70ac8843f3c4","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 10","D1003.07","Site Glazing Completed"
"ad946cfa-f730-5e52-9609-1fb5daca0139","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 10","D1003.07","Trade clean/protected"
"04408b7e-c79d-5b30-932b-82b560929822","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 11"
"61b1a91e-60a4-580c-8747-6fe071b313d4","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 11","D1102.06"
"6e20a7f8-1a00-4d94-b66b-76e6966b4ef2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Opening and sill acceptable. All elements approved as per drawings"
"e6e5ab0d-e8c3-5e15-abcf-a79240d5d824","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","D1102.06","Opening wrapped & prepared correctly by others"
"21becc6e-3856-4007-b859-10b8521e7fdd","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Sill tray installed"
"2c8ae6e1-67a1-4d7e-80dc-a8cbf39c6bc5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Check joinery is free of damage"
"e98fd03e-d22b-4820-8b23-5129a2a0590c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Check frame and orientation is correct"
"f8792a37-011a-466b-9bc2-bf48195edb61","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Fixing type and set out is in accordance with shop drawings"
"0dc34b65-f7fd-4f6e-ac12-56f23b3e75c7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","All fixings oversealed on frame and no tooling damage to frame"
"f627c3b7-f51d-4ca7-ac93-7b332f4f04e3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"a717d852-61a7-4582-af49-8013173ccd2b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Viridian supply glass free from defects for installation"
"32795893-b7a2-40d4-8234-94538b8190f1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Glass specification correct to the window type"
"4c9f3aec-c218-4fc2-893e-e6293474bcdf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Beads reinstated correctly and wedged off completely"
"937eb0c1-a450-5e83-8418-2b6e3e9b16ec","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","D1102.06","External flashings installed as per shop drawings"
"b64882d9-dc20-4899-802a-6c583ed7f400","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Rain shields"
"65a60627-86fa-4088-bf2c-be8078dd6bc0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1102.06","Rain shields"
"e3a96b6f-fe63-5501-a63f-58c0ec21cc78","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","D1102.06","Installed / Fixed As Per Shop Drawings"
"698fc010-3ff5-567f-ae92-e064633ec36b","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","D1102.06","Airseals Completed (photo)"
"a129d6e5-fd7b-5541-8a6d-45a3c406d9f6","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","D1102.06","Site Glazing Completed"
"e16e5410-5509-501a-8197-55c4701819b4","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","D1102.06","Trade clean/protected"
"b255cae8-93f8-53f3-8eb4-b3dfa7abce46","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 11","W1102.01"
"4a2b8044-d74e-4fc1-8224-ccf5ca946cef","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Opening and sill acceptable. All elements approved as per drawings"
"26ab8bf1-71b6-516c-a04b-ee765e16e617","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1102.01","Opening wrapped & prepared correctly by others"
"e3be4395-d129-41c9-af50-385a86025121","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Sill tray installed"
"0265d97f-8c6f-43d0-b06e-4e51c2d461be","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Check joinery is free of damage"
"d98c8802-5086-46da-9373-80a7d6854b33","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Check frame and orientation is correct"
"22ea03f6-53d3-409a-b162-66217c96da88","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Fixing type and set out is in accordance with shop drawings"
"d9a89c77-52f2-4710-afd0-5e8e990eaf49","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","All fixings oversealed on frame and no tooling damage to frame"
"b73b6a32-8dd8-4a95-b3e3-4d665eb485c2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"fdb37cf3-6ceb-4c55-8732-a82be8a424df","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Viridian supply glass free from defects for installation"
"90d9aff4-6ad2-4656-a6a8-811c0aed6089","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Glass specification correct to the window type"
"4c83846a-a82e-4237-a1aa-44329c7763f7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Beads reinstated correctly and wedged off completely"
"777f5f7e-58e7-52a4-8280-5c465ebebf2d","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1102.01","External flashings installed as per shop drawings"
"e6754cfa-5827-468c-8d88-27e06a3509e0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Rain shields"
"715aa238-b43c-4f42-ba58-30a135cef128","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.01","Rain shields"
"5a11c4d0-1714-5ff0-8eeb-3ba694f3f41e","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1102.01","Installed / Fixed As Per Shop Drawings"
"6619bda3-f98a-5093-9563-b63cd0801c06","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1102.01","Airseals Completed (photo)"
"27a4a6ab-24f2-5c57-bb66-24c83b888fb3","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1102.01","Site Glazing Completed"
"c49b31ee-32a3-5a28-a8b4-a0974d2c72d8","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1102.01","Trade clean/protected"
"7270e337-c105-5745-bcfe-6346d09845d1","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 11","W1102.02"
"1c8e0928-138a-42b7-861d-812dc8bf0fd1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Opening and sill acceptable. All elements approved as per drawings"
"054549e4-ff82-5750-81bc-9f839d827c5b","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1102.02","Opening wrapped & prepared correctly by others"
"61127b5d-1ec3-490b-9e99-e4e758233774","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Sill tray installed"
"4c579534-08ed-4fbf-84ca-ef07d99cb9ca","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Check joinery is free of damage"
"48eeb9ad-04ae-434f-b85e-52af9702fdfa","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Check frame and orientation is correct"
"face3a9e-24ae-44cc-83d2-8f981f0339e8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Fixing type and set out is in accordance with shop drawings"
"8faa6eec-c5c0-4a38-9e5f-bd730ea2b301","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","All fixings oversealed on frame and no tooling damage to frame"
"5a0f1030-45f1-403e-9541-e5954cbad50a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"b6fede16-ce70-41d1-9c5a-8ee403f855d7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Viridian supply glass free from defects for installation"
"fd492a91-616c-447d-924c-fdc638fe6c38","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Glass specification correct to the window type"
"d893b561-95a5-4d69-ba6b-1f77790e2cfa","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Beads reinstated correctly and wedged off completely"
"a3919ef6-c524-549d-8106-dbea501d8069","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1102.02","External flashings installed as per shop drawings"
"abde81f1-593a-40f1-a61c-4b391f80e7c7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Rain shields"
"e151af35-7904-45bb-b8ed-3c77e3069aad","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1102.02","Rain shields"
"7a2f8dc4-b43c-5b6a-83cb-b95ba3b95299","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1102.02","Installed / Fixed As Per Shop Drawings"
"a7e43b22-d467-54e3-9a05-65ba2de88292","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1102.02","Airseals Completed (photo)"
"ad70ad58-a4bb-5595-ad1c-802b6b4faf7e","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1102.02","Site Glazing Completed"
"13062096-c07e-5208-8098-631d1ce03950","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1102.02","Trade clean/protected"
"6a22ad5c-ea79-5734-82d9-8515fa437b2d","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 11","D1101.02"
"50b50d7d-63b5-4b9c-a38d-44ce430d9cac","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Opening and sill acceptable. All elements approved as per drawings"
"1995f726-dc7e-5f80-a13f-4d4288b3eb50","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","D1101.02","Opening wrapped & prepared correctly by others"
"5abdb9f2-e108-4171-88a1-69097186b803","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Sill tray installed"
"12f87871-597f-4738-826b-f94f8f35bc1a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Check joinery is free of damage"
"84df55bc-69f2-41ca-b7de-2130cd409994","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Check frame and orientation is correct"
"542ebdda-ab9c-4160-b02a-06b6e2af894a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Fixing type and set out is in accordance with shop drawings"
"6b3c0bc5-12b3-4366-893e-14a34819296d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","All fixings oversealed on frame and no tooling damage to frame"
"68f7e233-bf5d-4e23-bda6-39aaf1eccf5a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"90c35d82-c225-4b10-9f90-95978c4bdea7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Viridian supply glass free from defects for installation"
"10737f4d-5aee-4646-a61a-ab89e5c4665f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Glass specification correct to the window type"
"4c40c9b8-edfd-4f77-91c7-13a52d7d9456","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Beads reinstated correctly and wedged off completely"
"f87056aa-f893-56de-b29b-e7f02d489588","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","D1101.02","External flashings installed as per shop drawings"
"d888b0d8-56be-4c09-887c-4d24759cd88b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Rain shields"
"aed22aa2-393e-4bb6-bfa9-c71c1d5cac8c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Rain shields"
"3cc33598-55f9-5f04-906c-346f5e0ad17f","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","D1101.02","Installed / Fixed As Per Shop Drawings"
