type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Table Test (Labels),,,,,,Table Test (Labels)
checkpoint,Table,,,,,,
label,Vertical Distance Driven: 50 || Depth: 50,,,,,,
textbox,Number of blows,,,,,,
label,Vertical Distance Driven: 100 || Depth: 100,,,,,,
textbox,Number of blows,,,,,,
label,Vertical Distance Driven: 150 || Depth: 150,,,,,,
textbox,Number of blows,,,,,,
,,,,,,,
checklist-flat,Table Test (Prefixes),,,,,,Table Test (Prefixes)
checkpoint,Table,,,,,,
textbox,Number of blows,,Vertical Distance Driven: 50 || Depth: 50,,,,
textbox,Number of blows,,Vertical Distance Driven: 100 || Depth: 100,,,,
textbox,Number of blows,,Vertical Distance Driven: 150 || Depth: 150,,,,
