Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
SJS Refrigeration - Fit Off,,,,,,,
,Scope,,,Fit Off,SJS Refrigeration,,
,Rows,,,,,,
,,Basement,dynamic,Basement,Fit Off,SJS Refrigeration,
,,Ground Floor,dynamic,Ground Floor,Fit Off,SJS Refrigeration,
,,Level 1,dynamic,Level 1,Fit Off,SJS Refrigeration,
,,Tower 1 - Level 3,dynamic,Level 3,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 4,dynamic,Level 4,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 5,dynamic,Level 5,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 6,dynamic,Level 6,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 7,dynamic,Level 7,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 8,dynamic,Level 8,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 9,dynamic,Level 9,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 10,dynamic,Level 10,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 11,dynamic,Level 11,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 12,dynamic,Level 12,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 13,dynamic,Level 13,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 14,dynamic,Level 14,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 15,dynamic,Level 15,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 16,dynamic,Level 16,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 17,dynamic,Level 17,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 18,dynamic,Level 18,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 19,dynamic,Level 19,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 20,dynamic,Level 20,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 21,dynamic,Level 21,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 22,dynamic,Level 22,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 23,dynamic,Level 23,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 24,dynamic,Level 24,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 25,dynamic,Level 25,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 26,dynamic,Level 26,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 27,dynamic,Level 27,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 28,dynamic,Level 28,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 29,dynamic,Level 29,Tower 1,Fit Off,SJS Refrigeration
,,Tower 1 - Level 30,dynamic,Level 30,Tower 1,Fit Off,SJS Refrigeration
,,Tower 2 - Level 3,dynamic,Level 3,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 4,dynamic,Level 4,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 5,dynamic,Level 5,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 6,dynamic,Level 6,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 7,dynamic,Level 7,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 8,dynamic,Level 8,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 9,dynamic,Level 9,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 10,dynamic,Level 10,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 11,dynamic,Level 11,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 12,dynamic,Level 12,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 13,dynamic,Level 13,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 14,dynamic,Level 14,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 15,dynamic,Level 15,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 16,dynamic,Level 16,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 17,dynamic,Level 17,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 18,dynamic,Level 18,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 19,dynamic,Level 19,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 20,dynamic,Level 20,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 21,dynamic,Level 21,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 22,dynamic,Level 22,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 23,dynamic,Level 23,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 24,dynamic,Level 24,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 25,dynamic,Level 25,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 26,dynamic,Level 26,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 27,dynamic,Level 27,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 28,dynamic,Level 28,Tower 2,Fit Off,SJS Refrigeration
,,Tower 2 - Level 29,dynamic,Level 29,Tower 2,Fit Off,SJS Refrigeration
,Columns,,,,,,
,,Pressure test pipework to 3500 kPa,,Pressure test pipework to 3500 kPa,,,
,,Refrigeration pipework fit off at AC & CU,,Refrigeration pipework fit off at AC & CU,,,
,,"AC Unit, BSB & Condenser unit fit off, pipes & wires sealed & capped",,"AC Unit, BSB & Condenser unit fit off, pipes and wires sealed and capped where required",,,
,,All drains fit off & tested,,All drains fit off and tested,,,
